IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,2566886.607145066,1762.0,0.261013070916039,669990.9560241858
FRMD,115713.1038804859,1760.0,0.018100688420161885,2094.4868394705004
bnUSD,276343.65971176286,891.0,0.9970715839423012,275534.4105012197
METX,3342917.4073733427,740.0,5.6185461101562e-05,187.82335595770942
GBET,135150.6040533277,726.0,0.008592194947297908,1161.2403372712624
CFT,2265699.734533208,653.0,0.005986293199952038,13563.14291396928
BALN,2623325.6736032167,651.0,0.14290265587309162,374880.2059779667
OMM,3184335.79215157,366.0,0.012768734827153166,40659.93933059611
CODE,674485.1414394118,166.0,,
USDS,13149.436527273858,106.0,0.9976164285442745,13118.093905708572
IUSDC,4948.380861,95.0,0.9929664872423226,4913.57636108431
CROWN,55660.36229144305,87.0,,
oICX,786812.5267698689,60.0,0.261013070916039,205368.3538474116
FIN,6027.498512694957,56.0,0.16904410141973494,1018.9130698873079
IAM,52224.85746788129,46.0,0.009253820782113316,483.2794713791857
VOID,11589.423999684877,37.0,,
ICZ,223868.81,27.0,,
dICX,21967.38504904697,25.0,0.261013070916039,5733.774631646831
IUSDT,1598.026657,22.0,1.0032610244856488,1603.2378610571964
TAP,220820.11154820933,18.0,0.0008021332820497851,177.12716081876482
CLAW,2333731.490362007,16.0,,
obnUSD,99823.35707955739,16.0,0.9970715839423012,99531.03275775221
XCROWN,6627.875538323447,15.0,,
oBALN,108607.27417938839,13.0,0.14290265587309162,15520.267927371648
dIUSDC,195.387257,12.0,0.9929664872423226,194.01299823520293
oOMM,15473.179999999998,7.0,0.012768734827153166,197.5729323528098
oIUSDC,133.794172,7.0,0.9929664872423226,132.85312898433511
oUSDS,910.0250150498584,6.0,0.9976164285442745,907.8559053999894
dbnUSD,320.0139002808197,4.0,0.9970715839423012,319.07676643655054
UP,0.22068276768398887,3.0,0.6800244946863141,0.15006968758028177
dUSDS,3.00141043676071,2.0,0.9976164285442745,2.9942563605167307
dBALN,2062.6536188655564,2.0,0.14290265587309162,294.75868028213165
finOMM,0.3785790277967599,1.0,0.012768734827153166,0.004833975217058274
finOICX,1832.2808939266097,1.0,0.261013070916039,478.2492629045695
finICX,82642.9394138543,1.0,0.261013070916039,21570.887405938265
ICX,,,0.2289,
