IRC Token,Amount,No. of Transactions
OMM,5828221.51679159,17121
sICX,9349905.644140147,10911
IUSDC,10739939.319825,10358
bnUSD,7648842.25137708,8268
BALN,924093.7573935813,4378
USDS,4776002.101316885,3766
oIUSDC,2545601.089308,1909
PGT,3000.0,905
oICX,1591869.4072486863,847
METX,535279.2387471184,813
oUSDS,1317053.2292338063,748
dIUSDC,875700.057276,442
dUSDS,870263.019698162,372
UP,5.775632507169145,78
TAP,1074529.421416696,51
SEED,326.846136,40
LDX,1570.0,10
ICXIOU,6218.9852,6
IAM,1739.9178466540816,2
HGC,15500.0,2
EPX,1.3,1
uMETX,0.0986362394631143,1
