IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,3278823.352042419,2557.0,0.2962655038589683,971402.2524573987
bnUSD,380915.44124791346,1804.0,0.9952465282961754,379104.77047639166
FRMD,45071.3082857579,1041.0,0.025568513835461926,1152.4063694867707
GBET,391396.23129751167,847.0,0.012540052112030638,4908.129136923193
CFT,8029519.053608486,774.0,0.006703858287205321,53828.75784980628
METX,879600.4902480968,768.0,0.000113005008941201,99.39926126517096
BALN,208582.59179408354,551.0,0.17518321137269094,36540.168266926645
OMM,1315031.7118610374,502.0,0.017309288974225272,22762.26391087284
FIN,22036.062919430755,296.0,0.26681285137332766,5879.504780575375
$unknown,14799.751203248976,284.0,,
USDS,83710.22686809894,210.0,0.9933166985660487,83150.76618883498
CODE,703586.2488147035,176.0,,
CROWN,894496.1685179453,166.0,,
IUSDC,50675.611791,132.0,0.9917746473756448,50258.7870145641
IAM,40776.09623003234,68.0,0.014170246434270941,577.8073322071045
oICX,160361.70881454044,64.0,0.2962655038589683,47509.642461624986
NPT,293.475,46.0,,
IUSDT,1432.955861,30.0,0.9885476952900232,1416.5452138438807
XCROWN,57518.702911242675,26.0,,
obnUSD,20414.185623692196,26.0,0.9952465282961754,20317.147369973354
oUSDS,26375.076372099473,22.0,0.9933166985660487,26198.803786361244
VOID,6093.346435777997,18.0,,
TAP,157619.88358187047,17.0,0.000919527187461178,144.93576823799566
oIUSDC,16452.028056,15.0,0.9917746473756448,16316.704323853613
UP,0.9588957569168272,13.0,0.7795475203394008,0.7475048095684854
oOMM,31951.100000000002,11.0,0.017309288974225272,553.0508229443691
dICX,2199.8177075915114,7.0,0.2962655038589683,651.7301015374798
CLAW,2033743.7473071995,7.0,,
dbnUSD,2696.6113670899977,4.0,0.9952465282961754,2683.7931012603235
dUSDS,20721.342206233152,4.0,0.9933166985660487,20582.855230152836
finOMM,11028.10958943334,3.0,0.017309288974225272,190.8887357229265
IDOGE,3050.0,3.0,,
dIUSDC,25.528631,2.0,0.9917746473756448,25.318649008007956
dBALN,339.20571306518667,2.0,0.17518321137269094,59.42314613072295
finICX,2251.222655697466,1.0,0.2962655038589683,666.9596143889346
finIUSDC,80.167153,1.0,0.26681285137332766,21.38962667841182
finUSDS,17.62465331458154,1.0,0.26681285137332766,4.702484005329871
FinICX,898.1619672609582,1.0,0.26681285137332766,239.64115547997363
ICX,,,0.2624,
