to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,1293473,System,163,1293503,System
cx0000000000000000000000000000000000000000,136.91445352499846,49688,governance,19128,0,governance
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,84.01902747499994,19577,Blobble Stake Token,20114,3,Blobble
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,69.61962177499994,17087,unknown_cx,0,0,Blobble
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,271.0474091249996,14766,FRAMD Token,17422,795,FRAMD
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,36.4348379625,8946,Relay_4,0,0,Relay
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,25.27749288749989,5401,GangstaBet Crown,5624,0,GangstaBet
hx11de4e28be4845de3ea392fd8d758655bf766ca7,6.22625,4981,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx5a0af85407c69945eb318d4ac18e9e842184163c,192.25513263749988,4023,GangWar Simulation,13735,2327,GangWar Simulation
cxba62bb61baf8dd8b6a04633fe33806547785a00c,89.74588706249997,2915,MyID_3,2754,0,MyID
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,599.0789815625,2745,bnUSD,22570,886,bnUSD
cx9c4698411c6d9a780f605685153431dcda04609f,24.616602999999955,2459,Auction,7562,0,Craft
cx2609b924e33ef00b648a409245c7ea394c467824,338.34642657499995,2097,balanced_sicx,9855,170,Balanced
hxb568381d35d3e7a6383200e8a0d30310af20b929,2.45875,1967,Swyftx,0,0,Swyftx
cxd17316e24ee40f2ef8ed6f3a497311db1b35206d,25.899787749999966,1839,GangstaVerse LootBox,7898,0,GangstaVerse LootBox
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,15.563857562499912,1651,MyID_2,1651,0,MyID
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,142.47201078749995,1540,CraftRewards,7606,134,Craft
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,136.55365362499995,1349,CROWN,12383,818,GangstaBet
cx66d4d90f5f113eba575bf793570135f9b10cece1,95.22942216249996,1344,balanced_loans,4013,323,Balanced
cx2dc662031f3d62bcdba4f63e9bf827767c847565,57.629933837499976,1011,SkillScore,6874,7229,SkillScore
cx2e6d0fc0eca04965d06038c8406093337f085fcf,150.71481973749997,804,Craft,5791,118,Craft
cx14002628a4599380f391f708843044bc93dce27d,383.28290781249996,766,iAM Div,66347,66392,iAM 
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,157.70326554999997,612,Balanced Router,7542,309,Balanced
cxa0af3165c08318e988cb30993b3048335b94af6c,24.31200781249999,545,balanced_dex,1636,0,Balanced
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,102.16808447499999,545,balanced_baln,3071,297,Balanced
cx28497aef34ec44ad2be9249daddfbe34b54f309a,8.696648262499988,525,Balanced Bribe,524,0,Balanced
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,25.136991449999986,519,balanced_rewards,1655,0,Balanced
cx43e2eec79eb76293c298f2b17aec06097be606e0,25.824273224999992,483,balanced_staking,1085,0,Balanced
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,103.77531021249999,433,Inanis Treasury,1173,124,Inanis
cx6139a27c15f1653471ffba0b4b88dc15de7e3267,69.75140275,410,gangstabet_token,3618,109,GangstaBet
cxaa99a164586883eed0322d62a31946dfa9491fa6,51.775928249999986,410,optimus_rewards,1141,56,Optimus
hx082c17b19ba0000041e730ab35441c78ec48a7fe,0.47000000000000003,376,unknown_hx,0,0,unknown_hx
cx334db6519871cb2bfd154cec0905ced4ea142de1,1.3832881874999947,371,unknown_cx,0,0,unknown_cx
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,78.35780774999999,333,omm_lending,6186,0,Omm
cx203d9cd2a669be67177e997b8948ce2c35caffae,64.17282656249999,329,balanced_dividends,3903,106,Balanced
cx85954d0dae92b63bf5cba03a59ca4ffe687bad0a,2.075478837499989,315,NebulaMultiToken,439,0,Nebula
hx49b1556654e51f52d59a8222b4737ee7dccc6d1b,0.38,304,upbit_cold_02,0,0,upbit
cx30f18d26f45d990112a4cd4825c0b79af73aac7c,60.45092124999999,284,Yetis,6393,6941,FRAMD
cx1a29259a59f463a67bb2ef84398b30ca56b5830a,76.3737345125,266,omm_token,2615,119,Omm
cx3544db864fbea10bccbf907bdc47647ea4ba38db,102.85975401249999,263,WADDLE,2533,814,WADDLE
cx7b1843b7ef5368a080ccf59c0a9d1bdec474f9f6,15.088063362499993,260,optimus_dividends,2670,0,Optimus
hx4b986bda2c90fb74ee76ced3e092f4f7cb91eccb,0.3225,258,unknown_hx,0,0,unknown_hx
cx5b5a03cb525a1845d0af3a872d525b18a810acb0,34.274487099999995,240,btp-0x38.bsc-BTCB,1972,18,BTP
hx68646780e14ee9097085f7280ab137c3633b4b5f,0.27125,217,kraken_hot,0,0,kraken
hxbb984f278abd66ae2155edbd91f8c87ce98411c8,0.22625,181,kucoin,0,0,kucoin
hx1a605ef1888cfe338e42f5291b619d783dea3e8d,0.22,176,unknown_hx,0,0,unknown_hx
hx08325e98230833a51f30612c77548a6acdfc7d59,0.20375000000000001,163,unknown_hx,0,0,unknown_hx
hx0cdf40498ef03e6a48329836c604aa4cea48c454,0.20375000000000001,163,bithumb_02,0,0,bithumb
hxa390d24fdcba68515b492ffc553192802706a121,0.20375000000000001,163,bitvavo_hot,0,0,bitvavo
hx6b91c8dea3114de74ecfa85908b875778c2b599c,0.1975,158,bybit,0,0,bybit
cx785d504f44b5d2c8dac04c5a1ecd75f18ee57d16,8.706174312499996,146,Finance Token,383,5,Optimus
cx9f4ab72f854d3ccdc59aa6f2c3e2215dd62e879f,13.856902699999997,146,CPS Score,246,18,CPS Score
hxfdb57e23c32f9273639d6dda45068d85ee43fe08,0.18,144,upbit_hot_02,0,0,upbit
hx0c65769342c65e2206893f855793d33d0732c5fa,0.1775,142,unknown_hx,0,0,unknown_hx
hx85532472e789802a943bd34a8aeb86668bc23265,0.165,132,okx.com_01,0,0,okx.com_01
hxf2b4e7eab4f14f49e5dce378c2a0389c379ac628,0.16125,129,upbit_hot_05,0,0,upbit
hx4a01996877ac535a63e0107c926fb60f1d33c532,0.16,128,upbit_hot_03,0,0,upbit
hx294c5d0699615fc8d92abfe464a2601612d11bf7,0.15625,125,crypto.com_hot_02,0,0,crypto.com_hot_02
cx288d13e1b63563459a2ac6179f237711f6851cb5,8.667409887499996,124,btp-0x38.bsc-ETH,770,8,BTP
