IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10063.0,1844343.3257772261,333608.5759305102,1289.0,0.9933058188165222,331375.33967886935
BST,455.0,87.65223748470174,190.91733156146907,745.0,1.227953635838551,234.4376314355001
sICX,12232.0,1619355.003938753,457563.68561391375,703.0,0.2706589328807434,123843.69887324185
FRMD,989.0,17432.799860856983,32712.624513322662,658.0,0.010291030103330209,336.6466036255412
$unknown,,,85392.3533367682,183.0,,
CODE,258.0,0.8968969692541829,555554.0,96.0,5.156857651870743e-06,2.8649128959273984
GBET,2923.0,3788.3654985990333,57154.0,95.0,0.0012548837395194982,71.7216252484974
BALN,16566.0,494066.8615931521,52884.99973366993,80.0,0.20950781873933305,11079.820938231396
BTCB,165.0,6647.46062003847,0.04756030841284434,71.0,61075.18414295562,2904.7545942102292
ETH,171.0,67144.7902245218,6.5211253335579515,68.0,2936.631293827475,19150.14072549741
CROWN,1294.0,5654.951326763359,14117.701353282566,62.0,0.001510442238382449,21.32397243286705
FIN,2279.0,4329.160060908323,2699.700863984845,46.0,0.015349225300604332,41.43831680553956
INJ,17.0,110388.59287948391,522.9377975151591,33.0,22.887630262879732,11968.806960011629
CFT,19458.0,34347.09061999781,2296716.0264101275,32.0,0.0023066945173570498,5297.822266046311
AVAX,34.0,165436.21704472508,345.0962622359474,28.0,32.79714615177964,11318.17254898524
archUSDC,42.0,11.045946610719742,37554.1,20.0,1.0145059673823278,38098.858549672674
sARCH,137.0,42150.767326945366,20079.66798284237,16.0,0.12361414982171726,2482.131086401416
IUSDC,5615.0,22770.64929476536,118.37258299999999,15.0,0.6257241714956583,74.06858642547604
OMM,13921.0,14732.068292202555,45036.92140013425,13.0,0.003769988133261341,169.78865923712985
USDS,5459.0,1518.3966679241398,79.04897827665954,12.0,0.1347712642585808,10.653530740694496
IDOGE,1787.0,78.0386374840159,976648.8279698502,10.0,2.8846060285327033e-07,0.2817247096921229
VOID,160.0,792.3081010529193,237.93650470555545,6.0,0.014655861614787867,3.487164486070943
oIUSDC,5615.0,22770.64929476536,1.1112440000000001,4.0,0.6257241714956583,0.6953322312295214
oUSDS,5459.0,1518.3966679241398,0.6382929744611158,4.0,0.1347712642585808,0.08602355113549459
BUSD,68.0,2.338412584967217,0.14336326540096656,4.0,0.6095509368494119,0.08738721273495004
finMICX,12232.0,1619355.003938753,0.00089269663621283,2.0,0.2706589328807434,0.00024161631894359376
IAM,4068.0,10.666193359565884,27.63969260102144,2.0,0.007613066004091458,0.21042280410437453
METX,11422.0,834.4758145921423,100961.92381496358,2.0,4.4955727323767395e-05,4.53881671710848
XCROWN,1294.0,5654.951326763359,2035.5737086988404,1.0,0.001510442238382449,3.0746165089595396
ICX,,,,,0.21425714,
