IRC Token,Amount,No. of Transactions
bnUSD,4139142.586419458,6242
sICX,5902388.367179419,5037
IWIN,721140.6057000001,3177
BALN,987484.8485213792,2814
GBET,2539831.1330601824,2670
OMM,2227982.622990658,2220
METX,7540291.670222945,1404
IUSDC,711799.11052,867
USDS,460465.1377115082,598
oICX,1867251.531779052,219
obnUSD,730907.1856577598,144
IUSDT,78518.613206,105
CFT,346211.90150085493,90
oOMM,126087.1951116388,82
oIUSDC,245402.80438500002,80
dbnUSD,76790.75184994489,70
oUSDS,121902.88543958376,60
TAP,2754365.6763368254,55
dUSDS,40484.849673342826,52
UP,5.978881435255643,38
oBALN,71177.29878791102,30
dIUSDC,7319.970308000001,18
LDX,1827451.0,18
HGC,70150.0,8
dBALN,5041.7665838151825,6
IETH,0.00999,1
IAM,44521.76322277072,1
