IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,9325530.878148906,9795.0,1.0668656951377165,9949088.982844573
sICX,18198913.856943347,7324.0,0.6708290952146871,12208360.916543337
BALN,2228196.973126475,3031.0,0.5671089020533187,1263630.3389882832
GBET,1926778.820864751,2303.0,0.11620287658251907,223897.2415227583
IUSDC,3103378.804175,1847.0,1.0202683596447033,3166279.2018917683
USDS,2387263.302831333,1773.0,1.0143771589895008,2421585.36688594
OMM,9536216.21467072,1755.0,0.07407095223819096,706356.615769937
FIN,46307.25597596438,1348.0,6.303788689797714,291911.15647685184
IWIN,98901.6527,1224.0,,
METX,3480737.3182296855,1113.0,0.000969697630968587,3375.2627315112786
CFT,6678164.401178542,467.0,0.09491245603175236,633840.9850996721
oICX,1100170.0155950927,338.0,0.6708290952146871,738026.0561439843
IUSDT,226676.36343599999,308.0,1.0217335954902018,231602.855826108
oIUSDC,784086.449923,210.0,1.0202683596447033,799978.596082578
obnUSD,479873.53302594885,160.0,1.0668656951377165,511960.6103899209
dbnUSD,203676.92595249676,153.0,1.0668656951377165,217295.92518982367
dUSDS,341487.5724418498,153.0,1.0143771589895008,346397.19356378494
oUSDS,392242.9635378301,134.0,1.0143771589895008,397882.30298712646
dIUSDC,62985.265436,94.0,1.0202683596447033,64261.87344817395
oBALN,227249.47618385934,71.0,0.5671089020533187,128875.20093082025
oOMM,78055.69545882838,64.0,0.07407095223819096,5781.659690249657
finICX,812470.8554894074,55.0,6.303788689797714,5121644.589624399
TAP,785926.3643141349,53.0,0.0016226120033117036,1275.2535524552422
UP,4.871959256796061,38.0,1.841789807730134,8.973124902843464
IAM,109.59444963295294,7.0,,
LDX,16750.0,6.0,,
dBALN,772.2646566086147,2.0,0.5671089020533187,437.95816150389464
BALW,1.0,2.0,0.5671089020533187,0.5671089020533187
HGC,10000.0,1.0,,
ICX,,,0.61985465,
