IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,2647648.348990722,1700.0,0.21868638808961596,579004.654372216
bnUSD,386021.9661689057,1164.0,1.0600915046744206,409218.6069533735
FRMD,85175.42098548911,1073.0,0.011667349773734282,993.7714287627686
GBET,93769.79777043873,722.0,0.007163258177519252,671.6972706834218
BALN,408372.0129369611,603.0,0.1281677667027651,52340.128882043005
CFT,2121395.2295267857,595.0,0.005050675691239846,10714.47931728311
OMM,2427663.6582812467,456.0,0.010240711826996676,24861.003937330777
$unknown,9408.387466839664,329.0,,
IUSDC,97156.269819,216.0,1.056816928993819,102676.39070261043
FIN,13518.497628531644,189.0,0.09378844393736094,1267.878856950887
CODE,655773.5085602327,168.0,,
USDS,46766.22110593812,98.0,1.0280983381445272,48080.274200314496
CROWN,199080.4451084814,81.0,,
IAM,19653.150947945396,49.0,0.0062282692436531955,122.40511558996195
METX,1497641.4235260997,38.0,7.2865676479409e-05,109.12665544881433
oICX,182323.84096550208,32.0,0.21868638808961596,39871.74224337121
oIUSDC,13856.68138,31.0,1.056816928993819,14643.975462057433
obnUSD,4745.576875518437,22.0,1.0600915046744206,5030.745730516475
oOMM,41579.29142247765,22.0,0.010240711826996676,425.80154142830827
VOID,2731.804450152535,22.0,,
NPT,2220.41625,16.0,,
UP,45.39233610023838,13.0,0.5666088864863009,25.719701012767988
XCROWN,30292.472771448232,13.0,,
TAP,70737.4552615097,8.0,0.0006683521686457535,47.27753162851198
oBALN,222.2362357387364,7.0,0.1281677667027651,28.48352201506308
oUSDS,10442.98416514372,7.0,1.0280983381445272,10736.41466545387
dIUSDC,103.179376,6.0,1.056816928993819,109.04171127981856
dICX,25485.159692864258,5.0,0.21868638808961596,5573.257523119551
IDOGE,71687973.14217079,4.0,,
IUSDT,1.807814,3.0,1.0639191993657993,1.923368023482283
CLAW,1120840.0,3.0,,
finMICX,3.096524341539201,2.0,0.21868638808961596,0.6771677238827842
SSX,2500.0,1.0,,
uTAP,1106.482381951625,1.0,0.0006683521686457535,0.7395198995456875
uUP,20.019699424259077,1.0,0.5666088864863009,11.343339598569875
ICX,,,0.19072368,
