address,estimatedICX,stake,totalDelegated,balance,unstake,unstakeBlockHeight,remainingBlocks,totalBonded,total,staking_but_not_delegating,names
hx0cdf40498ef03e6a48329836c604aa4cea48c454,0.0,0.0,0.0,272981.41142165783,0.0,0.0,0.0,0.0,272981.41142165783,0.0,bithumb_2
hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,21176.424641895053,0.0,0.0,0.0,0.0,21176.424641895053,0.0,latoken
hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,31803446.0,0.0,0.0,0.0,0.0,31803446.0,0.0,binance_cold1
hx23cb1d823ef96ac22ae30c986a78bdbf3da976df,63692.05753076351,11356498.6963,11356498.6963,4200000.995912126,0.0,0.0,0.0,0.0,15556499.692212127,0.0,bitvavo_cold
hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,324036.85173526715,0.0,0.0,0.0,0.0,324036.85173526715,0.0,velic_hot
hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,74564.60447545272,0.0,0.0,0.0,0.0,74564.60447545272,0.0,coinex
hx4a01996877ac535a63e0107c926fb60f1d33c532,0.0,0.0,0.0,749590.5650398567,0.0,0.0,0.0,0.0,749590.5650398567,0.0,upbit_hot3
hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,58944615.71319463,0.0,0.0,0.0,0.0,58944615.71319463,0.0,upbit_cold
hx6332c8a8ce376a5fc7f976d1bc4805a5d8bf1310,0.0,0.0,0.0,757590.5533679997,0.0,0.0,0.0,0.0,757590.5533679997,0.0,upbit_hot1
hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,23289215.923517942,0.0,0.0,0.0,0.0,23289215.923517942,0.0,kraken_hot
hx6d14b2b77a9e73c5d5804d43c7e3c3416648ae3d,0.0,0.0,0.0,2707390.043596893,0.0,0.0,0.0,0.0,2707390.043596893,0.0,bithumb_3
hx6eb81220f547087b82e5a3de175a5dc0d854a3cd,0.0,0.0,0.0,4230003.9825,0.0,0.0,0.0,0.0,4230003.9825,0.0,bithumb_1
hx85532472e789802a943bd34a8aeb86668bc23265,0.0,0.0,0.0,3164481.878569856,0.0,0.0,0.0,0.0,3164481.878569856,0.0,unkEx_c1
hx8d28bc4d785d331eb4e577135701eb388e9a469d,0.0,0.0,0.0,748741.2655827939,0.0,0.0,0.0,0.0,748741.2655827939,0.0,upbit_hot4
hx94a7cd360a40cbf39e92ac91195c2ee3c81940a6,14398.089574074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unkEx_c2
hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,binance_cold2
hx9f0c84a113881f0617172df6fc61a8278eb540f5,24638.898905747123,15000000.0,14000000.0,57176770.535003155,0.0,0.0,0.0,1000000.0,72176770.53500316,1000000.0,binance_cold3
hxa390d24fdcba68515b492ffc553192802706a121,0.0,0.0,0.0,2227039.456097232,0.0,0.0,0.0,0.0,2227039.456097232,0.0,bitvavo_hot
hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,2765974.181200216,0.0,0.0,0.0,0.0,2765974.181200216,0.0,binance.us
hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,311057.2052350579,0.0,0.0,0.0,0.0,311057.2052350579,0.0,crypto.com
hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,50.00001994137636,0.0,0.0,0.0,0.0,50.00001994137636,0.0,upbit_hot_old
hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,18927408.275728147,0.0,0.0,0.0,0.0,18927408.275728147,0.0,binance_hot
hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,3227664.8780586296,0.0,0.0,0.0,0.0,3227664.8780586296,0.0,huobi
hxe5327aade005b19cb18bc993513c5cfcacd159e9,0.0,0.0,0.0,7186.509401703079,0.0,0.0,0.0,0.0,7186.509401703079,0.0,unkEx_d1
hxf2b4e7eab4f14f49e5dce378c2a0389c379ac628,0.0,0.0,0.0,748830.4406852195,0.0,0.0,0.0,0.0,748830.4406852195,0.0,upbit_hot5
hxfdb57e23c32f9273639d6dda45068d85ee43fe08,0.0,0.0,0.0,748724.3351187203,0.0,0.0,0.0,0.0,748724.3351187203,0.0,upbit_hot2
hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,0.0,0.0,0.0,6.32005680785975,0.0,0.0,0.0,0.0,6.32005680785975,0.0,velic_stave
