IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10030.0,1621525.1721392085,488180.9791881856,1586.0,1.002707732340368,489502.84261348593
sICX,12203.0,1597863.8890410122,907005.3335375738,978.0,0.42434258547667053,384880.988274464
BST,439.0,12.295321579765252,251.95817099438787,743.0,1.1941261670303411,300.86984498150366
FRMD,979.0,29557.570599870058,27277.178669241242,628.0,0.0189320639614102,516.4132912528892
NPT,466.0,0.6332132318811273,375.375,287.0,7.738975627670433e-05,0.02905017976236789
GBET,2916.0,6159.396730626992,97539.15541525559,187.0,0.002376541841557838,231.8058840345677
BALN,16528.0,402713.197262909,88688.65088448576,171.0,0.2544774732429622,22569.26378241114
$unknown,,,17.278425,112.0,,
CROWN,1283.0,8324.65124177026,14169.886870078415,78.0,0.0023940269672531826,33.92309128989452
BTCB,165.0,8944.869198264754,0.050436034248329,75.0,70364.08675872085,3548.885489615238
ETH,166.0,3003.948606597188,2.9607571764966156,67.0,3560.6663886894607,10542.268563422609
FIN,2278.0,5026.269172978973,32998.24549732887,53.0,0.018351035878215502,605.5519870396453
IUSDC,5614.0,24667.68404720157,330.62861000000004,34.0,0.6518194602121866,215.5101621009056
USDS,5458.0,2244.6654313222207,39.361326713400445,24.0,0.2178526407951176,8.574968969713694
CFT,19453.0,53239.58357759869,32113.094367202313,20.0,0.0037320635581785727,119.84810922818535
OMM,13918.0,21198.035464457076,393618.4124681434,18.0,0.00556523455129165,2190.5787890922797
hyTB,10.0,0.39123545317824504,0.14866642212006378,6.0,15.242867118801001,2.26610251740371
METX,11422.0,1118.578166784632,309596.7674583745,6.0,6.50644488630933e-05,20.143743044474395
AVAX,13.0,105562.02254748404,0.16560366941118185,6.0,54.80433334638054,9.075798701794213
finMICX,12203.0,1597863.8890410122,2630.794776921357,5.0,0.42434258547667053,1116.3582574973293
archUSDC,22.0,11.003827263974264,292.87444600000003,4.0,1.004859386329777,294.2976360792334
sARCH,110.0,58314.3913040995,34258.03320713441,3.0,0.1877651351728973,6432.464235895197
XCROWN,1283.0,8324.65124177026,144.58016220151396,3.0,0.0023940269672531826,0.3461288072402637
BNB,16.0,19493.289333234177,0.12009049593030333,2.0,585.3238911909804,70.29183637297973
oIUSDC,5614.0,24667.68404720157,0.553016,2.0,0.6518194602121866,0.36046659060870256
oUSDS,5458.0,2244.6654313222207,0.31703076320391926,2.0,0.2178526407951176,0.0690659889772654
ICX,,,,,0.33846768,
