IRC Token,Amount,No. of Transactions
sICX,21704595.600192834,9425
bnUSD,10869551.99920195,8945
BALN,942366.8575012389,6390
PGT,5000.087442609827,2972
IAM,19442.71871286808,1980
METX,883686.5257266298,604
UP,467.5405180957098,240
ACT,4997.0,190
LDX,16642.109375,106
TAP,1400796.4999342833,82
SEED,17203.323278999993,61
SSX,11693.0,20
SPORTS,9850000.0,3
HGC,5000.0,1
