IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,1483514.212241308,3480.0,1.019939422954426,1513094.6295780898
sICX,7743764.298982471,3420.0,0.2374433181299759,1838705.0899668448
FRMD,52839.97488731164,1644.0,0.01247899215609944,659.3896321472533
BALN,1191063.0608595824,991.0,0.14014087189800628,166916.61583437
GBET,422969.8189149412,833.0,0.006862171081170811,2902.4912595661644
OMM,6564671.063283001,736.0,0.010439698472852798,68533.1864741365
IUSDC,1229476.755261,664.0,1.020251444005262,1254375.4349259392
USDS,37956.145869836044,274.0,1.007126158758101,38226.62739115014
$unknown,10773.971665807589,241.0,,
FIN,35774.89523721944,234.0,0.09588822977653325,3430.3913747379024
CFT,1541819.7004480618,223.0,0.005226990848623204,8059.077464468988
CODE,717281.9690985256,178.0,,
oICX,523549.2921036732,129.0,0.2374433181299759,124313.28112169616
oIUSDC,347678.720523,109.0,1.020251444005262,354719.7166634926
CROWN,433843.89754502184,72.0,,
METX,2337068.3081674995,52.0,7.6334860649972e-05,178.3997836334319
obnUSD,49702.85826555204,51.0,1.019939422954426,50693.90457855277
dIUSDC,2396.279034,43.0,1.020251444005262,2444.807144678034
oOMM,308539.12593385286,28.0,0.010439698472852798,3221.0554418269808
dICX,13550.416846743807,24.0,0.2374433181299759,3217.4559381351746
NPT,2003.625,21.0,,
oUSDS,4858.494519950916,20.0,1.007126158758101,4893.11692322545
IUSDT,216.192033,19.0,1.0237110438415349,221.31817177265356
TAP,28410.66014248811,19.0,0.0007255342844132039,20.612907976186843
XCROWN,110063.33928118114,18.0,,
UP,0.46185456657979973,15.0,0.615086166073163,0.28408035464095144
dOMM,596815.2675968411,12.0,0.010439698472852798,6230.571437705976
IAM,767.3555441044462,11.0,0.010236587875415941,7.855102458912776
dUSDS,3728.425137689171,8.0,1.007126158758101,3754.994487138039
VOID,458.40882554959444,6.0,,
oBALN,2796.845716835532,5.0,0.14014087189800628,391.95239732153584
LDX,66164.19291755414,3.0,,
BTCB,1.2000000000000001e-17,3.0,,
ETH,0.8099290000000001,3.0,433.6827918780719,351.25226994301494
CLAW,379220.56630706036,2.0,,
ICZ,10.0,2.0,,
IDOGE,4860.0,1.0,,
finMICX,0.09986068255928052,1.0,0.2374433181299759,0.02371125181759978
finOMM,490.91288981975345,1.0,0.010439698472852798,5.124982546155033
FinICX,4814.528227169094,1.0,0.09588822977653325,461.6565889123953
finICX,4448.327944777798,1.0,0.2374433181299759,1056.2257473383365
dbnUSD,43.87,1.0,1.019939422954426,44.74474248501067
SSX,3560.0,1.0,,
ICX,,,0.2070414,
