IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,5328144.337434813,2590.0,0.23799183363136148,1268054.8407186668
bnUSD,1197568.7732208974,2274.0,1.0030490339079094,1201220.2010175015
FRMD,95823.64669326638,1215.0,0.01640643933811786,1572.1248466303127
GBET,303402.4437333321,874.0,0.00906743110630018,2751.0807560351054
BALN,339255.20311963116,677.0,0.1465613320438189,49721.69447200949
OMM,2101069.0220366633,501.0,0.013251984816408833,27843.334778256816
IUSDC,375107.021076,280.0,1.0051089010418253,377023.40572677116
FIN,18723.22826308787,236.0,0.18214642075956364,3410.369013185757
$unknown,27330.53940857642,233.0,,
CFT,2116546.377846864,232.0,0.006636869678552481,14047.242478381933
USDS,223759.1821098773,225.0,0.998810721296451,223493.07007987046
CODE,786624.4834503755,186.0,,
oICX,585338.3068867027,136.0,0.23799183363136148,139305.73695064295
NPT,585.0,88.0,,
CROWN,118742.00818756281,47.0,,
dIUSDC,103465.91158200002,40.0,1.0051089010418253,103994.50868547469
METX,1668516.777671897,36.0,8.2363424353338e-05,137.42475540005458
obnUSD,107517.64490088336,35.0,1.0030490339079094,107845.46984588471
dbnUSD,90630.03657359397,35.0,1.0030490339079094,90906.37062818193
dICX,134346.92750703575,33.0,0.23799183363136148,31973.471620139033
VOID,11784.156808208923,32.0,,
dUSDS,74281.74662402188,31.0,0.998810721296451,74193.4049246995
oUSDS,35862.482011928194,26.0,0.998810721296451,35819.831525814996
oIUSDC,108217.020713,24.0,1.0051089010418253,108769.89076286388
IAM,3934.79163261501,23.0,0.00981219165085987,38.60892960541828
CLAW,4580073.106799374,14.0,,
UP,0.30827312705413784,13.0,0.6223902649051236,0.19186619321035567
TAP,33301.43650419428,13.0,0.0007341499457816951,24.44824780400679
XCROWN,8676.288362535828,11.0,,
IUSDT,0.986918,9.0,1.0015525265186747,0.9884502163667573
IDOGE,174236036.59695223,6.0,,
oOMM,5736.460380346645,6.0,0.013251984816408833,76.01948586028458
dBALN,1960.524890197411,4.0,0.1465613320438189,287.3371394123944
finOMM,1.6192960527861024,3.0,0.013251984816408833,0.021458886704792186
finICX,118078.68187279406,3.0,0.23799183363136148,28101.76201168046
BTCB,0.029937,3.0,,
VELT,1001000.0,2.0,,
FinICX,2978.778907370058,2.0,0.18214642075956364,542.5739162115398
finUSDS,507.30438857076626,1.0,0.18214642075956364,92.40367861378395
uMETX,16.71778916876791,1.0,8.2363424353338e-05,0.0013769343635568693
ICX,,,0.2095,
