biweek,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,Qualified
,,,,,min,max,median,mean,min,max,median,mean,
2021-07 & 2021-08,hx6a2a221dcd3d1b6f6b43288d57b27aafafab4cb1,26.000000000000018,59,5,0.44067796610169485,0.4406779661016949,0.44067796610169485,0.44067796610169524,1.69492%,1.69492%,1.69492%,1.69492%,not_enough
2021-07 & 2021-08,hxc2e76c03061130059b35c31113b3d331b2eb9393,1102.6826429000002,59,5,0.0,18.689536320338988,18.68953632033898,17.229416295312504,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hx12aafcb3728dc388a602ac6c132964d70b5d2fc9,2026.7523574100026,59,5,0.0,34.35173487135593,34.35173487135593,32.68955415177423,0.00000%,1.69492%,1.69492%,1.61290%,yes
2021-07 & 2021-08,hxcf43ca67f4fdc56fa3d204c7753bd3269b8d68a5,844.9789151899993,59,5,0.0,14.321676528644069,14.321676528644069,12.99967561830768,0.00000%,1.69492%,1.69492%,1.53846%,yes
2021-07 & 2021-08,hx393d641cde8697e99dd3fb2f286504d6becfcd8e,88.79615250000003,59,5,0.0,1.505019533898305,1.505019533898305,1.4556746311475415,0.00000%,1.69492%,1.69492%,1.63934%,not_enough
2021-07 & 2021-08,hxc51e5c885fac1d296c680f417e9f6d370edb01a5,507.50000000000045,59,5,8.601694915254237,8.601694915254237,8.601694915254237,8.601694915254244,1.69492%,1.69492%,1.69492%,1.69492%,yes
2021-07 & 2021-08,hx81c3c48253b64a77c3b7ca79443525a0980aaa8b,10634.169948959985,59,5,0.0,180.2401686264407,180.24016862644066,166.15890545249977,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hxc6458fec90f2cfae38b4935062ba046cdfcf71b9,1583.2908400699987,59,5,0.0,26.835437967288136,26.835437967288136,25.536949033387074,0.00000%,1.69492%,1.69492%,1.61290%,yes
2021-07 & 2021-08,hxc6ba579617dab8f43fc946b27b95d961ea386b9b,76.00000000000006,59,5,1.288135593220339,1.288135593220339,1.288135593220339,1.28813559322034,1.69492%,1.69492%,1.69492%,1.69492%,not_enough
2021-07 & 2021-08,hx0bf834bfaffece7778221a8842831435d4d6c3ca,98.98581750000002,59,5,0.0,1.6777257203389833,1.677725720338983,1.6497636250000005,0.00000%,1.69492%,1.69492%,1.66667%,not_enough
2021-07 & 2021-08,hx7edaf3b9b7c019e9abff2669cbe8138d1076abed,1088.0059895200004,59,5,0.0,18.44077948338983,18.44077948338982,17.836163762622956,0.00000%,1.69492%,1.69492%,1.63934%,yes
2021-07 & 2021-08,hx12433e285308b6ef394f33694bd01abb2728197f,1860.9246499999992,59,5,31.541095762711866,31.541095762711866,31.541095762711866,31.54109576271185,1.69492%,1.69492%,1.69492%,1.69492%,yes
2021-07 & 2021-08,hxc46bde2dde2c53656c8f6d454f175cad023759d0,200.00672413000024,59,5,0.0,3.3899444767796614,3.3899444767796614,3.077026525076927,0.00000%,1.69492%,1.69492%,1.53846%,yes
2021-07 & 2021-08,hxc905d9a9c7f3a3abd54e9cd9b74f204218c4056b,1502.9171744399998,59,5,0.0,25.4731724481356,25.4731724481356,23.483080850624997,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hxc922f23939800fae55f7225dc20f7fb8584221b7,79.1398732999804,59,5,0.0,1.3413537847458257,1.3413537847453654,1.2365605203121937,0.00000%,1.69492%,1.69492%,1.56250%,not_enough
2021-07 & 2021-08,hx3b52ff9be1d069971cddbbd40269a09cebacd3de,1006.9829391799994,59,5,0.0,17.067507443728818,17.067507443728815,15.734108424687491,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hxd2bd0064a5999b16d96ba3bb4e3066da32e2fe5e,76.00000000000006,59,5,1.288135593220339,1.288135593220339,1.288135593220339,1.28813559322034,1.69492%,1.69492%,1.69492%,1.69492%,not_enough
2021-07 & 2021-08,hxc1d064eca116f4740b4b6eb9190d54353946911a,6156.956944369997,59,5,0.0,104.35520244694915,104.35520244694914,99.30575716725801,0.00000%,1.69492%,1.69492%,1.61290%,yes
2021-07 & 2021-08,hx694c60582a5fc4f264b2787d0e520c9379c33e7c,1031.1787942200012,59,5,0.0,17.477606681694915,17.477606681694915,16.904570397049202,0.00000%,1.69492%,1.69492%,1.63934%,yes
2021-07 & 2021-08,hx847b888d73815fc4e34f50235eae9456b565173c,1654.2933280800003,59,5,0.0,28.03886996745764,28.03886996745762,25.848333251250004,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hx848962e0719b1e62b019ce608704547ff5fde29b,2824.8658256300005,59,5,0.0,47.879081790338994,47.87908179033899,44.13852852546876,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hxc733a7f52fe95cf398182c8759e7a7b80a4a97f9,2089.4574241600017,59,5,0.0,35.41453261288136,35.41453261288135,32.647772252500026,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hx0b18bbe922d123df04f8fb24dee5c37fc76f7ef2,1139.9877534900015,59,5,19.321826330338983,19.321826330338983,19.321826330338983,19.321826330339007,1.69492%,1.69492%,1.69492%,1.69492%,yes
2021-07 & 2021-08,hxc80ea3b44e595010190fba94caa184c5d284a5b4,2009.5187029200022,59,5,0.0,34.05963903254237,34.05963903254237,31.398729733125034,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hx6b8013994d7bc804af6b1582fdcb8b06784541a8,703.8167973799998,59,5,0.0,11.929098260677968,11.929098260677964,8.479720450361443,0.00000%,1.69492%,1.69492%,1.20482%,yes
2021-07 & 2021-08,hxc0eed479b55e0d640d466dd0cf4fe2f9e3d9d25e,3018.393668850001,59,5,0.0,51.1592147262712,51.15921472627119,47.16240107578127,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hx35ac796854de36616a3a722f882e7838eb1389da,2579.2525212599967,59,5,0.0,43.71614442813559,43.71614442813558,40.30082064468745,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hx3b9747ae5185e0aa7c64f04f3c0747cd1e21d233,120.05930029000012,59,5,0.0,2.0349033947457627,2.034903394745762,1.875926567031252,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hxc207d2d65d551c9376df4c44d19f77051a9eeafa,113.17320000000015,59,5,1.9181898305084744,1.9181898305084744,1.9181898305084744,1.918189830508477,1.69492%,1.69492%,1.69492%,1.69492%,dishonest
2021-07 & 2021-08,hxd1a7340799f551ae3becb1adb5088280edba019d,1705.0422100000021,59,5,28.89902050847457,28.89902050847457,28.89902050847457,28.899020508474614,1.69492%,1.69492%,1.69492%,1.69492%,yes
2021-07 & 2021-08,hxc998857b3494e1ae795c35b286a4e68dd66c11ad,802.3663481800007,59,5,0.0,13.599429630169492,13.599429630169489,12.536974190312511,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hxd148f99d98e11f5c6b7e67c0a468793a24d802d8,2205.729263929997,59,5,37.38524176152542,37.38524176152542,37.38524176152542,37.38524176152538,1.69492%,1.69492%,1.69492%,1.69492%,yes
2021-07 & 2021-08,hx3a3f983514a2628e1d428217f138f6f543ce93fd,2026.0297787000018,59,5,0.0,34.33948777457627,34.33948777457627,31.656715292187528,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hx3aa90f1be439d6e922ce0d36f2a0a81de720ea0b,102.99999999999991,59,5,1.7457627118644068,1.7457627118644068,1.7457627118644068,1.7457627118644052,1.69492%,1.69492%,1.69492%,1.69492%,yes
2021-07 & 2021-08,hxc2a3c9adcfe897b2cc9d950c58b04b573c07488a,14.622454320000013,59,5,0.0,0.2478382088135593,0.2478382088135593,0.23584603741935506,0.00000%,1.69492%,1.69492%,1.61290%,not_enough
2021-07 & 2021-08,hx805584f833ec165c4891728419166f2d022f45ca,1353.4768577800007,59,5,0.0,22.94028572508475,22.940285725084742,21.14807590281251,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hxd20b6364984bfd51bc9e0df6c398c5aec2d87c81,735.8667325800003,59,5,0.0,12.472317501355931,12.472317501355931,11.497917696562505,0.00000%,1.69492%,1.69492%,1.56250%,yes
2021-07 & 2021-08,hx672194453ef646d04d437198bb8b369b6e98c5d5,3002.7991270099983,58,5,51.772398741551726,51.772398741551726,51.772398741551726,51.7723987415517,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx958857ed837128079f8c94093a4bed9dad3ee044,99.00000000000006,58,5,1.706896551724138,1.706896551724138,1.706896551724138,1.706896551724139,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx029c7b83c8dfb6f6ac721cbe954a9f404e6c2b0e,1.0000000000000007,58,5,0.017241379310344827,0.01724137931034486,0.017241379310344827,0.017241379310344838,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx7216edf20ca12b4251962baa7f61df4521e2581e,432.98545499999966,58,5,0.0,7.465266465517241,7.46526646551724,7.338736525423723,0.00000%,1.72414%,1.72414%,1.69492%,yes
2021-07 & 2021-08,hx8710f7367f4aa92ee7cc4dee7f150a282c7f8678,120.21366520000012,58,5,2.0726494,2.0726494,2.0726494,2.072649400000002,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx6e4103c29e196b150cb8242cf5b61f73307e5619,99.00000000000006,58,5,1.706896551724138,1.706896551724138,1.706896551724138,1.706896551724139,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx1cb0c54ae923a9120eea9084334f4f3d9af1e5e9,2017.305526849998,58,5,34.78112977327586,34.781129773275865,34.78112977327586,34.78112977327583,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx6f067ba58e685b4aca049938c69a8bcbb5901e91,1998.9999999999998,58,5,34.46551724137932,34.46551724137932,34.46551724137932,34.46551724137931,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx011a490f699291edc9607a4ebef13a12f147822d,998.9589999999985,58,5,17.223431034482758,17.223431034482758,17.223431034482758,17.223431034482733,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx69ca1412898e23575b8dc055ab678aa8be1ce319,236.49176726999977,58,5,0.0,4.077444263275862,4.077444263275861,3.753837575714282,0.00000%,1.72414%,1.72414%,1.58730%,yes
2021-07 & 2021-08,hx71a390c975afdeb5a96b9dca99881a02ba4733fd,307.72675817,58,5,0.0,5.305633761551725,5.305633761551723,4.80823059640625,0.00000%,1.72414%,1.72414%,1.56250%,yes
2021-07 & 2021-08,hx96dd226a7823e7176370fdcbf14a9a2a1468aa3e,38.999999999999964,58,5,0.6724137931034482,0.6724137931034483,0.6724137931034482,0.6724137931034476,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx8b2396a1f542a5201f3a18599186c941d6b87eed,89.99999999999993,58,5,1.5517241379310347,1.551724137931035,1.5517241379310347,1.5517241379310334,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx783d507690cfc6e6b73d2af976535cb857f51387,109.00000000000004,58,5,1.8793103448275863,1.8793103448275863,1.8793103448275863,1.879310344827587,1.72414%,1.72414%,1.72414%,1.72414%,dishonest
2021-07 & 2021-08,hx77296d6b96e4dd7e48c04b2f396012d60b2a677f,120.00000000000007,58,5,2.0689655172413794,2.0689655172413794,2.0689655172413794,2.0689655172413803,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx0ae147f04b83238e82b979f8c41084d0e20614a4,1.0000000000000007,58,5,0.017241379310344827,0.01724137931034486,0.017241379310344827,0.017241379310344838,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx7af257fd09c3aefa6152847eb8a397fed48eb176,100.99999999999991,58,5,1.7413793103448274,1.7413793103448274,1.7413793103448274,1.741379310344826,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx7adeed7017119678c308db1e990d346aafa1ccfc,498.0361493999999,58,5,0.0,8.586830162068965,8.586830162068964,7.781814834374998,0.00000%,1.72414%,1.72414%,1.56250%,yes
2021-07 & 2021-08,hx7a585caeeea77a12a9e685c19cd1ef1044802521,48.98085000000006,58,5,0.8444974137931034,0.8444974137931035,0.8444974137931034,0.8444974137931045,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx8def844128b4df672ecd859720888aad26ffae01,54.38624830000006,58,5,0.9376939362068965,0.9376939362068966,0.9376939362068965,0.9376939362068977,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx070112606cfa8387d014042f5100e7ceaa2e8e66,268.00000000000006,58,5,4.620689655172414,4.620689655172414,4.620689655172414,4.620689655172415,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx76a1659eb0e6fd903600d8a8723557fa74f34a84,4143.128005000002,58,5,71.43324146551723,71.43324146551723,71.43324146551723,71.43324146551728,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx6a5d07dae82724313ead536a30c2ed85e3b39b0f,99.00000000000006,58,5,1.706896551724138,1.706896551724138,1.706896551724138,1.706896551724139,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx942a635ffb211cd42f6e7bede76ccfa897b387be,24.000000000000032,58,5,0.4137931034482759,0.4137931034482759,0.4137931034482759,0.4137931034482764,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx1212cea14659e9dfb60a75d0d5d3327fc44be464,141.0,58,5,2.431034482758621,2.431034482758621,2.431034482758621,2.4310344827586206,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx7722459d983ee9485bcf66136fccb94d77c2a82f,12.743687400000017,58,5,0.21971874827586207,0.21971874827586207,0.21971874827586207,0.21971874827586235,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx76ece3f323af6ab4cc37d4763ff4be11eb19ddfb,538.9787499999994,58,5,9.292737068965517,9.292737068965517,9.292737068965517,9.292737068965508,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx1847cd25ffdb3bb9b6f940d26f6aa43f5bfcd997,18.999999999999996,58,5,0.3275862068965517,0.32758620689655177,0.3275862068965517,0.32758620689655166,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx91a96b35dc34010c9c732c0cfb3b1c44167ebfb2,171.01873791999992,58,5,0.0,2.948598929655173,2.9485989296551725,2.111342443456789,0.00000%,1.72414%,1.72414%,1.23457%,yes
2021-07 & 2021-08,hx195e6a0ddff5853cc5207d2690e29743dbddeb70,8.99999999999999,58,5,0.15517241379310343,0.15517241379310345,0.15517241379310343,0.15517241379310326,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx9231dd4ac7d3b268b18f74dd1996f3e9d12a4c07,4836.656932599998,58,5,83.3906367689655,83.3906367689655,83.3906367689655,83.39063676896548,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx39e03b53bfd5245666f19c254c5b09812ab10269,2164.034109200001,58,5,37.310932917241374,37.310932917241374,37.310932917241374,37.310932917241395,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx5830922d8972e39c1e5ee90f6c815a5ca2833dc1,403.64950350000026,58,5,0.0,6.9594741982758626,6.959474198275862,6.407134976190481,0.00000%,1.72414%,1.72414%,1.58730%,yes
2021-07 & 2021-08,hx58413377043a0614edcf53a5dfd5aec42a9da088,99.08979000000001,58,5,1.7084446551724135,1.7084446551724135,1.7084446551724135,1.708444655172414,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxcc9aa7febc6d03aec11c9d0b2e5699b91d922877,303.9850349999999,58,5,5.241121293103447,5.241121293103447,5.241121293103447,5.241121293103447,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hxcb49840baa1a688fd5dc56afeffce40ad6ed5427,159999.9999999999,58,5,0.0,2758.620689655173,2758.620689655172,2499.9999999999986,0.00000%,1.72414%,1.72414%,1.56250%,yes
2021-07 & 2021-08,hx5859884606d6e273568958ef090be94bb1ebf2ed,1.0099999999999993,58,5,0.017413793103448275,0.017413793103448327,0.017413793103448275,0.017413793103448264,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxd436d23b3104b855f79d89a00e65c094cb77644f,96.00000000000013,58,5,1.6551724137931034,1.6551724137931034,1.6551724137931034,1.6551724137931056,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx5716f65dd34cbde2f973909ee346cdbbc7bd9f8e,289.6379215199999,58,5,0.0,4.993757267586208,4.993757267586207,3.5757768088888877,0.00000%,1.72414%,1.72414%,1.23457%,yes
2021-07 & 2021-08,hx3ca942aa1045c3cf6a402a8cc707cece44f0722d,99.00000000000006,58,5,1.706896551724138,1.706896551724138,1.706896551724138,1.706896551724139,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx3c3b87ccac03fe69b6dda860ec647735a7eac341,453.51398999999986,58,5,7.819206724137931,7.819206724137931,7.819206724137931,7.819206724137929,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hxd6fc01f8394f0a2ab084281854d3be524cf9ff7a,6.570333000000003,58,5,0.11328160344827586,0.11328160344827586,0.11328160344827586,0.11328160344827592,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxd37561cf0ed4787aeb8953003e819f322b756072,402.1365640000006,58,5,0.0,6.93338903448276,6.933389034482759,4.9041044390243975,0.00000%,1.72414%,1.72414%,1.21951%,yes
2021-07 & 2021-08,hxc943df86a1155de86783e4bd04e8353246eb67ba,1.0000000000000007,58,5,0.017241379310344827,0.01724137931034486,0.017241379310344827,0.017241379310344838,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx37b8f46b43f67def141997571985dab1e5260766,115.73999999999984,58,5,1.9955172413793103,1.9955172413793103,1.9955172413793103,1.9955172413793076,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hxc2b4d8969131d92192ae8c060264737330012706,99.00000000000006,58,5,1.706896551724138,1.706896551724138,1.706896551724138,1.706896551724139,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxc13ef205d6600a7e28236196c25ff3538282333a,577.7135957800003,58,5,0.0,9.960579237586208,9.960579237586208,9.170057075873022,0.00000%,1.72414%,1.72414%,1.58730%,yes
2021-07 & 2021-08,hxc0e3a5d5dde39812647bdd88ab81081b15fb778e,571.9911179500004,58,5,0.0,9.861915826724138,9.861915826724136,9.376903572950827,0.00000%,1.72414%,1.72414%,1.63934%,yes
2021-07 & 2021-08,hxc49812b5819b0626e60cce4d33722074e0817c49,8.99999999999999,58,5,0.15517241379310343,0.15517241379310345,0.15517241379310343,0.15517241379310326,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxc70c08e17e466952860671301dd86782044bf758,98.98474249999988,58,5,1.7066334913793104,1.7066334913793104,1.7066334913793104,1.7066334913793084,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxc90692380347e56643f119788760bd2829f95cea,1.0000000000000082,58,5,0.017241379310344827,0.017241379310344973,0.017241379310344973,0.01724137931034497,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxc72009d43c405e7e8762ec1b54c07ecfd3a1a6c7,213.93688626999986,58,5,0.0,3.6885670046551726,3.6885670046551713,3.395823591587299,0.00000%,1.72414%,1.72414%,1.58730%,yes
2021-07 & 2021-08,hxc71cc1eba52ab1905d4b335816b3b209dc3c6874,155.0,58,5,2.672413793103448,2.672413793103448,2.672413793103448,2.6724137931034484,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hxc704ee1716f25763d343dc817299caa4dff75165,571.0405875200004,58,5,0.0,9.845527371034484,9.845527371034482,9.361321106885253,0.00000%,1.72414%,1.72414%,1.63934%,yes
2021-07 & 2021-08,hxc5fa26dc598586a6da10397388173607e81fb31a,15.000000000000009,58,5,0.2586206896551724,0.25862068965517243,0.2586206896551724,0.25862068965517254,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxc6f221463d311b15384580507c324a20502994a6,99.00000000000006,58,5,1.706896551724138,1.706896551724138,1.706896551724138,1.706896551724139,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxf53bffffd88d0b41c027a525f4fbbd0aa1d431b9,8.99999999999999,58,5,0.15517241379310343,0.15517241379310345,0.15517241379310343,0.15517241379310326,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxf38ae6cd5e54814a841547c546ee58f81af2931b,1013.2529523900004,58,5,0.0,17.46987848948276,17.46987848948276,16.083380196666674,0.00000%,1.72414%,1.72414%,1.58730%,yes
2021-07 & 2021-08,hx45d159ea7f92e905649b55e88a68db307fcfd201,720.9999999999993,58,5,12.43103448275862,12.43103448275862,12.43103448275862,12.431034482758609,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hxee820a65e58f580e0c92e87adc8c9007b9acc8d2,1960.9544100900007,58,5,0.0,33.809558794655175,33.80955879465517,23.914078171829278,0.00000%,1.72414%,1.72414%,1.21951%,yes
2021-07 & 2021-08,hx4be6a2191004aba6858046cf0136375f4166e666,198.98065749999972,58,5,3.43070099137931,3.4307009913793105,3.4307009913793105,3.4307009913793056,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hx4a3dd33a0ac9b9eb7b0420a040080ad3b0f0b4a8,49.00000000000001,58,5,0.8448275862068965,0.8448275862068966,0.8448275862068965,0.8448275862068967,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx47558c74cc16c7d5fa900e7d7c0e85f9a8407f9a,1.0000000000000007,58,5,0.017241379310344827,0.01724137931034486,0.017241379310344827,0.017241379310344838,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx52b963994ac75ac2f7e8282eac37fa1a4a783e9b,8.99999999999999,58,5,0.15517241379310343,0.15517241379310345,0.15517241379310343,0.15517241379310326,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxecf29597b8d83b3e7bb5316954c81488d85be377,1.0000000000000007,58,5,0.017241379310344827,0.01724137931034486,0.017241379310344827,0.017241379310344838,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxdfa86d698ba3414a35eea214b9f9c76de797799d,29.0,58,5,0.5,0.5,0.5,0.5,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx3ea411c97c9ce4159ceda9cff4e9bbf2ec603f74,128.97875000000013,58,5,2.2237715517241377,2.2237715517241377,2.2237715517241377,2.2237715517241403,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hxdd0c101fb7731dd968e905bb8f8dd88568c8dbf6,50.98146750000002,58,5,0.8789908189655171,0.8789908189655171,0.8789908189655171,0.8789908189655177,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx56b2b589bb7ce91e822bade9aad6fe3411a4bc0f,92.00000000000004,58,5,1.586206896551724,1.586206896551724,1.586206896551724,1.5862068965517249,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxd92cb0fbe52eb6db42572a78fcbf57ce41741472,99.99999999999991,58,5,1.724137931034483,1.724137931034484,1.724137931034483,1.7241379310344813,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxea9e73e1db3aaf303a13f6a79fab5d0678d684ef,4000.0000000000045,58,5,0.0,68.96551724137935,68.9655172413793,63.492063492063565,0.00000%,1.72414%,1.72414%,1.58730%,yes
2021-07 & 2021-08,hxe920c35869db3bc296ab4e54c3c19ce567c0abc0,37.980000000000004,58,5,0.6548275862068965,0.6548275862068965,0.6548275862068965,0.6548275862068966,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxe2742305fd9f43a0b20204f56445fdaa9177f5e5,33.77595306999996,58,5,0.5823440184482758,0.582344018448276,0.5823440184482758,0.5823440184482751,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxe5089557184c4dc316d5a4ef35fe1307e0003e72,8.000000000000005,58,5,0.13793103448275862,0.13793103448275865,0.13793103448275862,0.1379310344827587,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx3fb61ca4c00c0ce67938e2f94fba029cdc0974e2,1.8167314900000004,58,5,0.03132295672413792,0.03132295672413793,0.03132295672413792,0.031322956724137936,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx37b6e32abe4ae18bc1998db5395148d4cb1fc9cf,310.5022427600002,58,5,0.0,5.353486944137932,5.353486944137932,3.8333610217283973,0.00000%,1.72414%,1.72414%,1.23457%,yes
2021-07 & 2021-08,hxa75bcb8413e081eba148d1b7828f3fe67a7fcb77,301.67700000000013,58,5,5.201327586206896,5.201327586206896,5.201327586206896,5.201327586206899,1.72414%,1.72414%,1.72414%,1.72414%,yes
2021-07 & 2021-08,hxa4638bfce440d7597add39b2e6ec21996a6a182d,19.91580982000001,58,5,0.34337603137931033,0.3433760313793104,0.34337603137931033,0.3433760313793105,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxa54816776ba41f19543d24a1604aa6581f454d64,51.00000000000004,58,5,0.8793103448275863,0.8793103448275863,0.8793103448275863,0.879310344827587,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxa508bb9c8c5e55f0dcb99fdc7f4a3f543e7a7bf4,198.32520952999977,58,5,0.0,3.4194001643103453,3.4194001643103444,3.148019198888885,0.00000%,1.72414%,1.72414%,1.58730%,yes
2021-07 & 2021-08,hxa9c5d9eb9e4f12253b84524cf69c8b52506854a5,275.19546895,58,5,0.0,4.7447494646551736,4.744749464655173,4.29992920234375,0.00000%,1.72414%,1.72414%,1.56250%,yes
2021-07 & 2021-08,hxa820d1d58b16e8aa615501688c2f6648f224cdbb,57.59999999999994,58,5,0.993103448275862,0.993103448275862,0.993103448275862,0.993103448275861,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hxab87980942fa3b7d89ebd64019db0fd1c12f02bd,8.99999999999999,58,5,0.15517241379310343,0.15517241379310345,0.15517241379310343,0.15517241379310326,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx618f7b5fab642da2588cf3ea0fcec0ce594904f7,1.0000000000000007,58,5,0.017241379310344827,0.01724137931034486,0.017241379310344827,0.017241379310344838,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
2021-07 & 2021-08,hx1cc6ddf039c9f22f2812d71951454e983bbc7724,1.0000000000000007,58,5,0.017241379310344827,0.01724137931034486,0.017241379310344827,0.017241379310344838,1.72414%,1.72414%,1.72414%,1.72414%,not_enough
