IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,849.0,18989.008942166805,48142.310532405296,1716.0,0.03211283417455924,1545.986034907268
bnUSD,9796.0,1368874.980413216,152280.39911420195,932.0,0.9915433446629806,150992.61626430938
sICX,12026.0,1217514.5614923863,433083.6732594068,848.0,0.297388381045303,128794.05244776799
GBET,2801.0,12170.289609671747,311422.64865056553,300.0,0.004701619614650328,1464.1908333418564
BALN,16368.0,607742.4033008437,170605.00936141386,288.0,0.11407326176408866,19461.46989114936
$unknown,,,17361.353700074684,183.0,,
CODE,240.0,25.52042903338438,824979.3280370014,144.0,1.8177515800372743e-05,14.99607477037348
CFT,19046.0,89807.01318417866,327693.54616374505,134.0,0.006853825479935005,2245.9543763073334
FIN,2253.0,18327.82500747571,6767.906964518239,128.0,0.0922474523556504,624.3221752568708
OMM,13881.0,83815.91633323836,2444301.7666606964,111.0,0.003800791058441242,9290.280298856105
BTCB,127.0,225601.0994856076,0.5753194107905785,84.0,26913.23915991964,15483.708895950891
IUSDC,5578.0,144978.01701064483,12812.474325000001,71.0,0.9788284981821379,12541.215001536952
USDS,5426.0,46564.968565466545,1344.3423738225563,58.0,0.9771247224816798,1313.590168941728
CROWN,1125.0,18173.267699756878,606129.305734533,36.0,0.007631323921742398,4625.569070521054
ETH,102.0,37312.371552225675,0.4840848637282852,26.0,1796.031134060628,869.4314867834966
XCROWN,1125.0,18173.267699756878,160561.4915946719,8.0,0.007631323921742398,1225.2967517170607
VOID,150.0,596.7934362850948,2494.9216550518977,7.0,0.008054519729268081,20.095395693593684
oUSDS,5426.0,46564.968565466545,3.168428022645548,6.0,0.9771247224816798,3.0959493523307087
oIUSDC,5578.0,144978.01701064483,8.324438,6.0,0.9788284981821379,8.14819714575032
finMICX,12026.0,1217514.5614923863,282.11841845665884,4.0,0.297388381045303,83.8987397278871
obnUSD,9796.0,1368874.980413216,25.87657082035748,2.0,0.9915433446629806,25.657741579625743
IUSDT,3478.0,12742.53925428729,39.547686,2.0,0.9837350853674112,38.90444626329357
METX,11414.0,1208.0773028113567,298.91716952693935,2.0,6.409674870809773e-05,0.019159618699704083
UP,,,0.01760396565577476,1.0,0.7366642200300527,0.01296821162924715
BUSD,55.0,446.41437821145456,3.0,1.0,0.991299705320043,2.973899115960129
IDOGE,1732.0,45.123519604374394,100000.0,1.0,9.587151062854887e-08,0.009587151062854887
TAP,9230.0,10.637289666552837,6322.095555084269,1.0,0.0005386979385523094,3.405699842854614
ICX,,,,,0.250822843,
