validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,36873261.1473833
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,24362479.11268533
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,20294322.00964197
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,18290172.27776569
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,17709676.01914137
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,16100309.42363492
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,15006118.64158545
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,14544726.9425088
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,11922907.80172031
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,11740989.54621966
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,9978059.15141979
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,9573110.40011985
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,7550939.71020928
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,7348358.09526002
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,6732350.0949074
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6594973.01161108
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,6589172.56289421
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,6126511.56649019
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,5987743.5633835
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,5621199.39032631
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),5450986.7121321
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5423582.73854718
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5398133.93300687
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4244816.20312165
hx15686bf1f501115a2b5de381a20edc1963cb2ec3,ICONbet,3780157.9907302
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,3300747.70094867
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,3250874.15313355
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,3248944.15776671
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3163010.13634633
hxb11448743cbb63fcf29609401cdc5782793be211,GPS Gaming,3041921.63485584
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2555753.01575005
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,2498058.32925904
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,2476939.30824268
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,2312440.06241885
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2277714.09500912
