validator,validator_name,rank,delegation,bond,power
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,1,36297339.10297416,2000000.0,38297339.10297416
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,2,19004233.18048807,1133900.1914,20138133.371888068
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,3,23801010.008091353,1108000.2696,22160005.392
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,4,14291103.389191797,1000000.01,15291103.399191797
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,5,14287187.316369584,939049.6874,15226237.003769584
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,6,17466389.72183964,909034.3644,18180687.288
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,7,19058793.99294023,594822.7382,11896454.764
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,8,11922726.355951678,579865.5848,11597311.696
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,9,15393978.133184975,553600.4238,11072008.476
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,10,7175197.150718887,421706.8438,7596903.994518887
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,11,5153383.764112446,375000.0,5528383.764112446
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,12,6488069.943157529,364111.6199,6852181.56305753
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,13,6749042.0539945755,364082.1361,7113124.190094575
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,14,6833981.309733661,359086.405,7181728.1
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,15,9457649.97302122,353776.7439,7075534.878
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,16,7220587.1730592875,325000.0,6500000.0
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,17,5428977.73034709,319997.9963,5748975.72664709
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,18,6024404.035556039,310205.7649,6204115.298
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,19,6868459.488279478,288350.0,5767000.0
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),20,5469417.23611774,268544.6114,5370892.228
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,21,7239951.843335334,256000.0,5120000.0
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,22,5080311.877381957,236408.0,4728160.0
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,23,3772781.679945548,199573.5795,3972355.259445548
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,24,3431105.0657273885,195649.3107,3626754.3764273888
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,25,3226345.8644546214,162080.0,3241600.0
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,26,2378864.2565780063,154024.4268,2532888.6833780063
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,27,2025937.9486724099,150000.0,2175937.94867241
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,28,1706907.4713381282,137694.4885,1844601.9598381282
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,29,2597669.584330008,131419.7373,2628394.746
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,30,1748177.2267653232,130000.0,1878177.2267653232
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,31,2418982.351257886,119771.8034,2395436.068
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,32,2005613.1708486814,105065.6299,2101312.598
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,33,6443119.951279519,73132.2984,1462645.968
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,34,2438582.4136041626,71430.3704,1428607.408
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,35,1214371.7801868184,63377.1084,1267542.168
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,36,1159028.5140149074,60000.0,1200000.0
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,37,819007.6703649691,54998.0,874005.6703649691
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,38,785172.1206179635,50000.0,835172.1206179635
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),39,949614.0945853927,41193.8246,823876.492
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,40,817612.8552543935,40000.0,800000.0
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,41,778216.41111091,39587.3767,791747.534
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,ICONOASIS,42,717251.695638755,39455.0,756706.695638755
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,43,581294.0365176186,35000.0,616294.0365176186
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,44,484975.38991944055,30100.0,515075.38991944055
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,45,461620.39046195365,30000.0,491620.39046195365
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,46,266971.8882889922,30000.0,296971.8882889922
hx38c8507ed599b3d51a825d6a37e165bc5303daa1,Red Hot ICE ,47,46822.71511798625,25870.7295,72693.44461798624
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,48,329393.8383586194,25000.0,354393.8383586194
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,49,402350.34239975404,23391.3537,425741.6960997541
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,50,344357.7569516225,20333.0017,364690.7586516225
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,51,264907.9893394679,20178.7611,285086.7504394679
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,52,341176.7437123759,20000.0,361176.7437123759
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,53,324978.0889045306,20000.0,344978.0889045306
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,54,287477.22556154325,15000.0,300000.0
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},55,242889.36330229824,14000.0,256889.36330229824
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,56,2136409.565295212,13563.9615,271279.23
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,57,91777.84109582,5000.0,96777.84109582
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,58,50413.91839072845,3912.8015,54326.71989072845
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,59,12570661.618567407,2000.0,40000.0
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,60,4379735.584292737,0.0,0.0
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,61,2331644.9112773216,0.0,0.0
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,62,2322639.9136610776,0.0,0.0
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,63,2078431.0951364501,0.0,0.0
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,64,1662770.0157276923,0.0,0.0
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,65,1469869.7080253232,0.0,0.0
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,66,1030684.5146185879,0.0,0.0
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,67,919335.9617134631,0.0,0.0
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,68,884081.553245023,0.0,0.0
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,69,735792.1600459602,0.0,0.0
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,70,705426.80710689,0.0,0.0
