rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,37580255.42734547,2000000.0,39580255.42734547
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,22904078.252468184,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,21488641.70701861,1134020.1914,22622661.898418613
4,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,19529347.790609688,1009034.3607,20180687.214
5,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19968417.407027718,1000000.01,20000000.2
6,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,21322835.574444823,986691.713,19733834.26
7,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,15973757.827163326,685406.8057,13708136.114
8,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,13855733.02536566,624383.2596,12487665.192
9,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,11351874.357663494,615105.513,11966979.870663494
10,ICONLOOP,hxe44c986d1c6013c8cafc35edcbd6937985641fce,8283280.379584733,3611999.0,11895279.379584733
11,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,9471542.419489631,488674.2473,9773484.946
12,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,12289811.179212524,481849.1321,9636982.642
13,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14870094.2036326,430000.0,8600000.0
14,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7816289.268374172,399053.176,7981063.52
15,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,6671954.257264395,364082.1361,7036036.393364396
16,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,6578359.811001815,421706.8438,7000066.654801815
17,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,7067053.570650576,320000.0,6400000.0
18,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6002203.578199634,359086.405,6361289.983199635
19,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5513342.906061109,287388.3997,5747767.994
20,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,5803286.596415547,280882.0,5617640.0
21,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,4914674.166723466,468444.6114,5383118.778123465
22,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,4719615.814055429,272142.0448,4991757.858855429
25,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,4327938.128544896,288350.0,4616288.128544896
26,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,4220282.795943207,213583.4887,4271669.774
23,NEOPLY,hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,3065356.190803823,162080.0,3227436.190803823
27,GPS Gaming,hxb11448743cbb63fcf29609401cdc5782793be211,2946584.4238131125,206391.4363,3152975.8601131127
28,Ubik Capital,hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,2723883.7736097896,155317.5869,2879201.3605097895
29,Mineable,hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,2623265.710230473,139100.0,2762365.710230473
30,ICONTROL,hxe8767c80a009c7bb8344d81c430144463cbb325e,2466342.6602693344,132699.9434,2599042.6036693347
31,FOMOmental,hx437e3ce53016ffc71be609a4d1194e41a5d89678,1970097.3764302214,99626.8253,1992536.506
32,Unifi Protocol,hx80a3bb927f9edc899f98eb46bd7a7c601da12980,1524444.270858779,130000.0,1654444.270858779
24,InterBlock,hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,1393695.395604186,157169.9999,1550865.395504186
33,Inanis Invictus,hxc5e0b88cb9092bbd8b004a517996139334752f62,1410121.987358444,137517.4404,1547639.427758444
34,ICON Sweden,hx1cb5883939f2fd478e92da1260438aa1f03440ca,1058920.6184849455,63377.1084,1122297.7268849453
35,ICX Belgium,hx9a20bc2de732aad6de56dcaabb800c24aab86c28,968226.2896904099,50000.0,1000000.0
36,ICON Chicago,hxf6672e670d2b5816061da22231f3a90f0b5955b5,828769.5570186067,47129.0022,875898.5592186067
37,ICON Slovenia,hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,617839.6104228931,33000.0,650839.6104228931
39,Eye on ICON,hx2e7db537ca3ff73336bee1bab4cf733a94ae769b,571486.427166381,67749.0,639235.427166381
38,Silicon Valley ICON,hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,577421.1103125757,50000.0,627421.1103125757
40,DSNC,hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,454226.0599503106,26150.3715,480376.4314503106
41,Arcade Node,hx8d7f98f88560fc957d410afb53c5b269bebc8799,2418865.2175650704,23548.8448,470976.896
42,Blockmove,hx5b97bbec2e555289351806103833a465b7fbbd47,434681.1673043667,30100.0,464781.1673043667
43,ICONologist,hx30af89a52479d8ce8ac6682651203750d639a20f,469513.00991617446,23000.0,460000.0
44,Citadel.one,hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,1729353.7748348734,13563.9615,271279.23
45,RemICX,hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,244322.51779648036,25000.0,269322.51779648033
46,Espanicon,hx9fa9d224306b0722099d30471b3c2306421aead7,247135.6071783618,20000.0,267135.6071783618
47,Transcranial Solutions,hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,219769.17047107223,20000.0,239769.17047107223
48,PiconbelloDAO,hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,211252.66207142777,20333.0017,231585.66377142776
49,ICON 4 ALL,hx69d49e8365659d7771f7e721d7f9b04367212557,161731.0303980795,20000.0,181731.0303980795
50,ICON Guide Star,hx135d9c1b6ad2b7750f153d1649b676f8625e470c,163288.21928975446,15495.892,178784.11128975445
51,Staked Tech,hx55f2cc3244350085734f4e405f761ecf3d2095b3,140547.90369862286,30000.0,170547.90369862286
52,UNBLOCK {ICX GROWTH INCUBATOR},hx554ea6c0c56e6f30682dcaa79a326da3a364899f,118546.1840878664,6000.0,120000.0
53,A_Block,hxa19a398f4941abed1d0af82fb2f6081b76f29107,146541.40968073835,5000.0,100000.0
54,FOMO MASTERNODE,hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,76589.1637307734,3912.8015,78256.03
55,VELIC,hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,5120030.602259062,0.0,0.0
56,Spartan Node,hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,4751426.672840636,0.0,0.0
57,Atomic Wallet,hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,3924024.9229978016,0.0,0.0
58,ICON Forge,hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,2420158.2966806493,0.0,0.0
59,Danal,hxa69031aef1bbb11ea0ee3647b278c158ecdab767,2188364.1728277234,0.0,0.0
60,Band Protocol,hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,2179408.120182768,0.0,0.0
61,ICON Hyperconnect,hxd5059fec8665bc7b769f4893aef65cf00049377a,1714177.9128703482,0.0,0.0
62,ICONbet,hx15686bf1f501115a2b5de381a20edc1963cb2ec3,1627887.1287404837,0.0,0.0
63,ICONPLUS,hxd6f20327d135cb0227230ab98792173a5c97b03e,1328985.8060902779,0.0,0.0
64,weBloc asia,hxf75bfd0df8d96ee0963965135af2485cee6d5000,1271170.941678228,0.0,0.0
65,Alice,hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,951364.1730678187,0.0,0.0
66,MinerGate,hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,795279.9042836524,0.0,0.0
67,TNTXT,hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,743722.2815165735,0.0,0.0
68,Studio Mirai,hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,603169.4618778782,0.0,0.0
69,block42,hx168d2cfe6d73acb8cb690d3abda54d3af266addf,602741.6524750068,0.0,0.0
70,DEMOS,hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,528247.2802664904,0.0,0.0
71,RHYTHM (Australia),hx18a807c44b0efdc2e02ea503d7bc011cc4242318,526903.5048559466,0.0,0.0
72,Catena,hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,418513.83053340676,0.0,0.0
73,ICX Australia,hx040b667627bbd02619e89439fab48b053e71c666,395735.8596396639,0.0,0.0
74,Blockchain at Berkeley,hx2cf560d42b3b505314c526336dad5d1f624bdb1f,368626.0985295136,0.0,0.0
75,HOLA ICON,hxa615b432cb84c3f2ed22194b32df317b474ec2c9,315776.19997714716,0.0,0.0
76,Symmetry SLC,hxab751d4e83b6fda412a38cb5f7f96860396b1327,311672.07305538235,0.0,0.0
77,Deblock with STAYGE,hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,286339.47503473394,0.0,0.0
78,ICON Labs,hx50040d39a04b7bc9197e9784779f07f9a6887811,263706.29457840155,0.0,0.0
79,ICXburners  (We burn our node rewards!),hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,261255.5710131579,0.0,0.0
80,StakingTeam,hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,255248.94278084926,0.0,0.0
81,Newroad,hx9571df0bd727ce18adc177e8fd6bc45f885b3382,247842.7843479418,0.0,0.0
82,ICON4Education,hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,233484.0374793329,0.0,0.0
