validator,validator_name,rank,delegation,bond,power
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,1,36080233.24686193,2000000.0,38080233.24686193
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,2,22832704.78865995,1156415.4028,23128308.056
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,3,19134375.085725367,1134020.1914,20268395.277125366
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,4,14550766.18423872,1000000.01,15550766.19423872
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,5,18639446.884802576,909034.3644,18180687.288
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,6,15036154.777663846,883691.713,15919846.490663847
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,7,11906358.791385565,615105.513,12302110.26
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,8,16218878.208786484,600822.1366,12016442.732
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,9,11247542.011803117,589770.1472,11795402.944
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,10,14538962.282378098,430000.0,8600000.0
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,11,7069815.640363204,421706.8438,7491522.484163205
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,12,7169533.066167214,387348.0052,7556881.0713672135
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,13,5055612.939248627,364082.1361,5419695.075348627
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,14,6413188.819180481,359086.405,6772275.22418048
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,15,5493268.784573127,325000.0,5818268.784573127
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,16,9961076.137651874,323396.3701,6467927.402
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,17,5373923.542804104,319997.9963,5693921.539104105
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,18,5798255.640017776,288350.0,5767000.0
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,19,5764128.530267526,285516.2815,5710325.63
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,20,5627130.887189571,280882.0,5617640.0
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,21,4889442.262529507,272734.221,5162176.483529507
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),22,5392439.492607758,268544.6114,5370892.228
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,23,9540331.189661754,234000.0,4680000.0
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,24,3123833.1366554983,227621.1457,3351454.2823554985
hx15686bf1f501115a2b5de381a20edc1963cb2ec3,ICONbet,25,3789232.9232091415,200000.0,3989232.9232091415
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,26,3313563.080178529,195649.3107,3509212.3908785293
hxb11448743cbb63fcf29609401cdc5782793be211,GPS Gaming,27,2992924.8075889745,175006.4363,3167931.243888974
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,28,3166484.900745118,162080.0,3241600.0
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,29,2131768.8553416054,160575.2962,2292344.1515416056
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,30,3706735.8288140725,150000.0,3000000.0
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,31,1384970.2936489559,147293.6825,1532263.976148956
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,32,1673730.4548248767,130000.0,1803730.4548248767
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,33,2485709.339316628,113617.9789,2272359.578
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,34,372439.24605950905,105065.6299,477504.87595950905
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,35,1168569.0260539216,63377.1084,1231946.1344539216
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,36,1304835.9422641688,60000.0,1200000.0
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,37,794407.1768564555,54998.0,849405.1768564555
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,38,674841.1957961081,50000.0,724841.1957961081
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),39,606333.8952898622,43107.598,649441.4932898622
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,40,756531.5935181314,42062.8021,798594.3956181314
hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,Studio Mirai,41,1314686.1369366127,39800.4274,796008.548
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,42,540679.3434569526,35000.0,575679.3434569526
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,43,412182.8661913329,30100.0,442282.8661913329
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,44,234453.20921219897,30000.0,264453.20921219897
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,45,456575.57007157616,25000.0,481575.57007157616
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,46,323412.763557969,25000.0,348412.763557969
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,47,292458.3150714141,20333.0017,312791.31677141413
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,48,329677.63258617773,20000.0,349677.63258617773
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,49,291729.9175037462,20000.0,311729.9175037462
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,50,288206.9320169723,20000.0,308206.9320169723
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,51,246566.66185514984,15495.892,262062.55385514986
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,52,243426.22667038228,15000.0,258426.22667038228
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,53,1830225.3695785762,13563.9615,271279.23
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,54,2503015.3652551435,10095.1213,201902.426
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},55,209590.66742021064,10076.0624,201521.248
hx437e3ce53016ffc71be609a4d1194e41a5d89678,FOMOmental,56,162274.12246096035,8273.1388,165462.776
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,57,237143.27195678034,5000.0,100000.0
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,58,167892.04725330466,3912.8015,78256.03
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,59,4244518.316846524,0.0,0.0
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,60,2563534.205500481,0.0,0.0
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,61,2320316.7162607573,0.0,0.0
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,62,2284982.5352329263,0.0,0.0
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,63,1891952.8601378659,0.0,0.0
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,64,1523064.636314441,0.0,0.0
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,65,1418032.9957301095,0.0,0.0
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,66,1041728.6885537256,0.0,0.0
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,67,872549.3859226463,0.0,0.0
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,68,851876.0567159967,0.0,0.0
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,69,708410.4802618074,0.0,0.0
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,70,625692.0156417286,0.0,0.0
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,71,572074.0427231881,0.0,0.0
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,72,565132.8588898567,0.0,0.0
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,73,523019.8061445509,0.0,0.0
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,74,465709.9599063,0.0,0.0
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,75,461987.1917070649,0.0,0.0
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,76,435362.5417685777,0.0,0.0
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,77,404840.8787547371,0.0,0.0
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,78,399199.009025258,0.0,0.0
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,79,383200.6228308588,0.0,0.0
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,80,366117.50105653267,0.0,0.0
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),81,351494.8023702566,0.0,0.0
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,Oasis,82,350106.4477051644,0.0,0.0
hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,ICON4Education,83,339161.54177976475,0.0,0.0
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,84,334419.17617502296,0.0,0.0
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),85,322368.0793307698,0.0,0.0
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,86,319492.0783435288,0.0,0.0
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,Coda Labs,87,313597.1645107124,0.0,0.0
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,88,290272.522387561,0.0,0.0
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,89,273828.373718625,0.0,0.0
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,90,270961.7744714649,0.0,0.0
hx05493cc93caf332f46715411e12c927750d210b6,ICX Malta,91,265183.64444051404,0.0,0.0
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,ICON Slovenia,92,262941.84025523736,0.0,0.0
hx475e37c2decf56f5bf678060e3937c944921ccba,ICON London,93,257445.7792339154,0.0,0.0
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,94,257152.20639782675,0.0,0.0
hx004783f10b0bd56764535cf931650dfe6d42cd9e,DELIGHT,95,254605.2219892101,0.0,0.0
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,icon-node-NL,96,242487.87854400894,0.0,0.0
hx3571351614f64721081996247e53f6436ed05e55,ICONNECT-Global,97,239282.4487520383,0.0,0.0
hxd2de5d155251ff62bf2f6c2aa616da6472886165,Chainode Tech,98,236757.70513888175,0.0,0.0
hxf0e7b39f0d43591c9a5c823eb19b90462fa51c30,ICON France,99,224609.00392298878,0.0,0.0
hx54ebaf568d1d3e61a4ff7d648d3e5cb7ff6179ce,ICON Spark,100,222182.64507891022,0.0,0.0
hxd19d4bc5a9eef4e044d83abc82d903ac80504ac8,ICON BOOM,101,206723.00075753842,0.0,0.0
hxe0df49d9382805d4dfa24487e8ef31165fe782c0,loop57,102,131795.72515875,0.0,0.0
hxadad43bd60785979ed2ecea55df1eb8049162b04,Gilga Capital (NEW - LETS GROW ICON),103,114668.58721615,0.0,0.0
hxd243919468353a59250114d3ea891de8486f37c0,Iconserve,104,93237.3950143,0.0,0.0
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,HypoICON,105,90958.89472743,0.0,0.0
hx8e882ac085ca90e5ef19364ffda6646acceed3b8,Icon Panda,106,90133.59244812,0.0,0.0
hxc1717a36b5288b92586b93d3c20f247b2bab1a26,ICONPool,107,87081.4830907,0.0,0.0
hx42805d6c22012d5bd56cdab423da9fde5850622f,Noris,108,87057.4507,0.0,0.0
hx0315df35eef97e1e73f1a72b1e78ff7f28ba3176,Blockheads Development,109,77981.14422647,0.0,0.0
hxecf2a15a708dde0cf35aedb22344bd0fe0f88f98,manifest-icon,110,73891.22405614,0.0,0.0
hx704cf476389a2e3ab13ca33eeea9480ee172cf60,ICON Russia,111,64729.51971359,0.0,0.0
hx6f09a1d35ea1f22467df4f0d04a78b4422dcd30e,FOCUS,112,63625.68462956,0.0,0.0
hxfbddc0f1c0ab85e59578de4b883cdcf94ab33694,Bara-Node,113,60570.92750202,0.0,0.0
hx5f4e22b12f50da1927660eaafb87aa8a1bc91610,ICON WHALE,114,60244.34419479,0.0,0.0
hxf85e4d956f1dfad8d713421ab58b24863c28b28a,DRAICON BALL,115,58508.18916361,0.0,0.0
hx1be230522449d87274fa8f326fed22e3cacfe4c0,ICON Thailand,116,54210.15790886,0.0,0.0
hx0d0882a489794eeb9d176bcc80b664ff9d54e616,CCBR_POSTECH,117,53874.1632,0.0,0.0
hxfe9a226b2910584cebd9596e4effd8a8c0e3e039,Nodeasy.com,118,52940.68635907,0.0,0.0
hx800853ad662997466bd41653329ba97a2ed1f838,ICON Econ,119,52652.71421167,0.0,0.0
hxa1c5965588ea0615e64313a770c20b069033db7b,OZYS node,120,47123.06315076,0.0,0.0
hx6deee24065b8fa75298b0a22c5a221e2587ba09d,Sunrise,121,41743.09552584,0.0,0.0
hxd5ff5a97308534af8234bfe78fd979e74d9f2920,X-node,122,40740.60113004,0.0,0.0
hxa83c659bcebca1c6cbf9a94477a7005d09461569,ICXmerch,123,37657.18080821,0.0,0.0
hx29fbc9cfb184d75d74cab33c70820a696998b596,VOTE for PREP DEVSHACK,124,37431.69734467,0.0,0.0
hx77b13a82be3a1bd2a71dd389bdfa624a59e8ff2b,InfStones,125,35586.75199188,0.0,0.0
hx55d5b995fca77274cab59c850803f9ec3e00421f,Orangebloc,126,34995.88009844,0.0,0.0
hxe36c036b294cd8a7dc511d7f58c541cdc93704bb,ICONSG,127,34845.76656527,0.0,0.0
hx2f8b9e265975bd6d99c6ea45219105174e8674d8,iconic innovation,128,34126.30546172,0.0,0.0
hxc7a057d0cbb75606352ec8cc698267b7247cc100,Cardinal,129,29900.75031193,0.0,0.0
hxa224bb59e9ba930f3919b57feef7656f1139d24b,Catalyst,130,26364.82687776,0.0,0.0
hxbb5355790905d790dff2aa04de5ff786a5211958,Xangle,131,23291.47771411,0.0,0.0
hx352a4b557e9035f89b237fe85d6bb92f517fdbd7,Hourglass,132,23253.35681845,0.0,0.0
hx958eb3e5e9e41e53d000f684af78fd7384f2fe12,Yudus Lab,133,18911.1073,0.0,0.0
hx03b3f70f1a5acdd9cd5967460a665092c921411a,neo_icon,134,18576.1884,0.0,0.0
hxdb0266079cb558e14b41ad7125b729c2c96b2d36,Midos / EPICX,135,18513.85158282,0.0,0.0
hxb58637355ffd78ac0a66bb3be8c038712fc5912b,IFnLIFE,136,18325.9563515,0.0,0.0
hx9d068caab70c41f7ddf3ab3d9bcce8a8dbffa089,Noris [New Node],137,17475.9493,0.0,0.0
hxf825b64910cdbe57c6f8afb9dd235b10b884eac5,Azabu Research,138,17287.17079193,0.0,0.0
hx34f817bad3d0554da6c6642b06056bda32b06396,GagarinCrypto,139,17157.89644704,0.0,0.0
hxa5772c57dd9c67ed09578270847de6fc2bf73b53,Wiz node,140,16028.0128923,0.0,0.0
hx468a3871c1e8d7e61581fae29258fcacf13e5150,ICX FREEZER,141,14594.0833642,0.0,0.0
hxab1b04e7975ed14074bbbd530333e815c4f36340,The Iconist,142,14172.10802178,0.0,0.0
hx5ac1e54766ae2e3340e0a6579c2ccde8b766cd76,Progression,143,13987.77179164,0.0,0.0
hxd4f3fc3fbdc475874285abf9459119f8dede31dd,Sicko Node,144,13419.9147,0.0,0.0
hxf77557cf000d80e369c9e13c2b7775a30d1f7c6b,nel node,145,12343.20575904,0.0,0.0
hxa30a0e0f59956381a02f8010eab27491026c5c33,PakChina,146,11040.8965706,0.0,0.0
hxd17cc393d0b0a59f0a03e4fb4ac1ab196743162f,Hermes Greece,147,9505.72741557,0.0,0.0
hx4d345781b9701df7b5e884a3653327fc63ffb69e,Cobo ICON,148,9378.93212241,0.0,0.0
hx8f0eca05fa5f8e0d3f8f440693b9a718ec31fae8,HASHRATE PLUS,149,9363.45673203,0.0,0.0
hx5ccbcb12e2248acfd420b9adb79ceb8f324107d6,Frontlines Media,150,8547.41832877,0.0,0.0
hx87d5c36add6d96c2c0dcc349223c528a99fb26f6,DFG Crypto,151,7378.21200334,0.0,0.0
hx5c6713beb2ff74c9b9d64e0216f33a79929ab4b6,StakeBowl,152,6551.0954,0.0,0.0
hx4109ae2bda803171fac8b75e713b3a3f033e969b,MW node,153,6092.32682505,0.0,0.0
hx364b02bc9ec8a8823e44330874539b419e0bc889,Cypher Core,154,5599.9744,0.0,0.0
hx38c8507ed599b3d51a825d6a37e165bc5303daa1,Red Hot ICE ,155,4831.1652,0.0,0.0
hxb027c59078f71f0d6c06d5becad464d488fd20bb,Bit Cat,156,4747.13065164,0.0,0.0
