validator,validator_name,rank,delegation,bond,power
hxe44c986d1c6013c8cafc35edcbd6937985641fce,ICONLOOP,1,8210628.679461825,3611999.0,11822627.679461826
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,2,38061454.497257344,2000000.0,40000000.0
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,3,22013027.990541868,1156415.4028,23128308.056
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,4,21475640.492094845,1134020.1914,22609660.683494844
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,5,19451756.927172504,1009034.3607,20180687.214
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,6,19960232.27682036,1000000.01,20000000.2
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,7,19752901.3507328,986691.713,19733834.26
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,8,15997166.031062003,685406.8057,13708136.114
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,9,13852543.652501207,624383.2596,12487665.192
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,10,11403800.19980406,615105.513,12018905.712804059
hxca60d4371ad90d624dc7119f81009d799c168aa1,FRĀMD,11,9459445.068639891,484404.4132,9688088.264
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,12,12279080.454152748,479926.236,9598524.72
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,13,15102367.107669776,430000.0,8600000.0
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,14,5969943.6487744795,421706.8438,6391650.492574479
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,15,7746451.460851865,399053.176,7981063.52
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,16,6719587.421152462,364082.1361,7083669.557252462
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,17,5970856.273034974,359086.405,6329942.678034974
