rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,36682671.715736665,2000000.0,38682671.715736665
2,ICX_Station,hxfba37e91ccc13ec1dab115811f73e429cde44d48,23248556.286464572,1120515.0,22410300.0
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,19684952.206060614,1133900.1914,20818852.397460613
4,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,18202534.6315943,909034.3644,18180687.288
6,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,16789185.828293003,939049.6874,17728235.515693
5,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,14504967.100903504,1000000.01,15504967.110903503
7,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,12924688.0797784,883691.713,13808379.792778399
8,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,17658830.39576181,595822.7382,11916454.764
9,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,11666303.902674483,589770.1472,11795402.944
10,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14408166.734932153,530000.0,10600000.0
11,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,7459137.807302404,421706.8438,7880844.651102404
12,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7243810.554117112,372674.4467,7453488.934
13,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6995961.006506461,359086.405,7181728.1
14,Spartan Node,hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,9001199.84983014,356564.0642,7131281.284
16,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,6550229.150017149,325000.0,6500000.0
17,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,6066522.861154503,364082.1361,6430604.997254504
18,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,6012584.442988119,310537.0869,6210741.738
19,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,6735014.163352971,288350.0,5767000.0
20,VELIC,hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,5339884.41160652,319997.9963,5659882.40790652
21,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,5546836.554169239,280882.0,5617640.0
22,Trustseers,hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,5926208.683735384,272734.221,5454684.42
25,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,5360917.281350498,268544.6114,5370892.228
26,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,6899136.967441503,256000.0,5120000.0
27,Ubik Capital,hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,3551182.5506847976,226488.3184,3777670.869084798
28,Mineable,hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,3198822.5620509568,195649.3107,3394471.872750957
29,NEOPLY,hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,3170507.1822706023,162080.0,3241600.0
30,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,2824924.492215658,157414.4705,2982338.962715658
31,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,2735838.269075271,150000.0,2885838.269075271
32,ICON Forge,hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,2543072.5690363036,131419.7373,2628394.746
33,Arcade Node,hx8d7f98f88560fc957d410afb53c5b269bebc8799,2505380.8969129478,121404.0725,2428081.45
34,ICONoscope,hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,1952387.1679727419,105065.6299,2057452.797872742
35,Unifi Protocol,hx80a3bb927f9edc899f98eb46bd7a7c601da12980,1687188.994191477,130000.0,1817188.994191477
36,InterBlock,hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,1344320.7600955223,143838.1164,1488158.8764955222
37,ICONTROL,hxe8767c80a009c7bb8344d81c430144463cbb325e,2398961.092694722,74038.8353,1480776.706
38,ICON Sweden,hx1cb5883939f2fd478e92da1260438aa1f03440ca,1165325.1330343569,63377.1084,1228702.241434357
39,ICX Belgium,hx9a20bc2de732aad6de56dcaabb800c24aab86c28,1109786.7804469068,60000.0,1169786.7804469068
40,RHYTHM (Australia),hx18a807c44b0efdc2e02ea503d7bc011cc4242318,885852.9529429491,43107.598,862151.96
42,ICX_Stratos,hx3ec5c0c906e857de231a7ae16e49ab92c5708699,771175.0385206537,54998.0,826173.0385206537
43,ICON Chicago,hxf6672e670d2b5816061da22231f3a90f0b5955b5,736026.579043704,42062.8021,778089.3811437039
41,Silicon Valley ICON,hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,674016.8032710307,50000.0,724016.8032710307
44,Oasis,hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,665367.5719319634,39455.0,704822.5719319634
45,ICONologist,hx30af89a52479d8ce8ac6682651203750d639a20f,580098.7754985056,35000.0,615098.7754985056
46,DSNC,hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,450283.14802152215,24000.0,474283.14802152215
47,Blockmove,hx5b97bbec2e555289351806103833a465b7fbbd47,407562.30541108665,30100.0,437662.30541108665
48,Espanicon,hx9fa9d224306b0722099d30471b3c2306421aead7,328390.49267259816,20000.0,348390.49267259816
49,PiconbelloDAO,hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,282133.37431779905,20333.0017,302466.376017799
50,ICON 4 ALL,hx69d49e8365659d7771f7e721d7f9b04367212557,278308.5912492727,20000.0,298308.5912492727
23,Transcranial Solutions,hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,276411.8664558005,20000.0,296411.8664558005
24,RemICX,hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,271063.11630688113,25000.0,296063.11630688113
51,Citadel.one,hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,1757301.9419671556,13563.9615,271279.23
52,ICON Guide Star,hx135d9c1b6ad2b7750f153d1649b676f8625e470c,243650.0118634422,15495.892,259145.9038634422
53,Staked Tech,hx55f2cc3244350085734f4e405f761ecf3d2095b3,215377.92984963465,30000.0,245377.92984963465
54,UNBLOCK {ICX GROWTH INCUBATOR},hx554ea6c0c56e6f30682dcaa79a326da3a364899f,190136.84883316167,9600.0,192000.0
55,A_Block,hxa19a398f4941abed1d0af82fb2f6081b76f29107,213307.75567812493,5000.0,100000.0
56,FOMO MASTERNODE,hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,147457.10243972507,3912.8015,78256.03
15,ICONbet Community,hxb11448743cbb63fcf29609401cdc5782793be211,3757052.7330104136,0.0,0.0
57,Atomic Wallet,hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,4078844.693295162,0.0,0.0
58,Danal,hxa69031aef1bbb11ea0ee3647b278c158ecdab767,2301217.6693875566,0.0,0.0
59,Band Protocol,hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,2265851.3945660493,0.0,0.0
60,ICON Hyperconnect,hxd5059fec8665bc7b769f4893aef65cf00049377a,1961149.953758128,0.0,0.0
61,ICONPLUS,hxd6f20327d135cb0227230ab98792173a5c97b03e,1552325.8427392438,0.0,0.0
62,weBloc asia,hxf75bfd0df8d96ee0963965135af2485cee6d5000,1396420.9441367176,0.0,0.0
63,Alice,hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,985327.6449750701,0.0,0.0
64,TNTXT,hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,852683.8028868445,0.0,0.0
65,MinerGate,hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,832723.5280024171,0.0,0.0
66,block42,hx168d2cfe6d73acb8cb690d3abda54d3af266addf,656627.686681462,0.0,0.0
67,DEMOS,hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,604110.6197423484,0.0,0.0
68,Catena,hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,571065.4169575019,0.0,0.0
69,ICX Australia,hx040b667627bbd02619e89439fab48b053e71c666,564928.8471839265,0.0,0.0
70,Foundry Box Media,hxc5e0b88cb9092bbd8b004a517996139334752f62,547511.5119904765,0.0,0.0
