rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,36055205.2349233,2000000.0,38055205.2349233
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,22915109.479903355,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,19253545.978713613,1134020.1914,20387566.170113612
4,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,18470544.579440482,909034.3644,18180687.288
5,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,15058532.361213703,883691.713,15942224.074213702
6,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,14548181.006121801,1000000.01,15548181.016121803
7,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,11927941.441979736,615105.513,12302110.26
8,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,16334464.115349801,600822.1366,12016442.732
9,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,11293147.190427149,589770.1472,11795402.944
10,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14659202.316493614,430000.0,8600000.0
11,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7287643.4455443425,387348.0052,7674991.450744342
12,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,7077778.385036041,421706.8438,7499485.228836041
13,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6413182.218334997,359086.405,6772268.623334996
14,Spartan Node,hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,9963051.91144585,323396.3701,6467927.402
15,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,5532380.04183073,325000.0,5857380.04183073
16,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,5867654.449137207,288350.0,5767000.0
17,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5787488.319236745,285516.2815,5710325.63
18,VELIC,hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,5377348.366169337,319997.9963,5697346.362469337
19,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,5627878.025601923,280882.0,5617640.0
20,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,5094714.736147668,364082.1361,5458796.872247668
21,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,5405098.047892447,268544.6114,5370892.228
22,Trustseers,hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,4928544.059428548,272734.221,5201278.280428548
23,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,9541448.41405057,234000.0,4680000.0
24,ICONbet,hx15686bf1f501115a2b5de381a20edc1963cb2ec3,3790388.371991549,200000.0,3990388.371991549
25,Mineable,hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,3316503.5471125147,195649.3107,3512152.857812515
26,Ubik Capital,hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,3125010.1296249325,227621.1457,3352631.2753249323
27,NEOPLY,hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,3167605.3222339335,162080.0,3241600.0
28,GPS Gaming,hxb11448743cbb63fcf29609401cdc5782793be211,3007565.9754265742,175006.4363,3182572.4117265744
29,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,3707857.600302888,150000.0,3000000.0
30,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,2145199.265857036,159814.7995,2305014.0653570364
31,ICONTROL,hxe8767c80a009c7bb8344d81c430144463cbb325e,2486728.285953193,113617.9789,2272359.578
32,Unifi Protocol,hx80a3bb927f9edc899f98eb46bd7a7c601da12980,1675441.0344548826,130000.0,1805441.0344548826
33,InterBlock,hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,1384348.0098377713,147293.6825,1531641.6923377714
34,ICON Sweden,hx1cb5883939f2fd478e92da1260438aa1f03440ca,1169314.4116919637,63377.1084,1232691.5200919637
35,ICX Belgium,hx9a20bc2de732aad6de56dcaabb800c24aab86c28,1305913.2078529843,60000.0,1200000.0
36,ICX_Stratos,hx3ec5c0c906e857de231a7ae16e49ab92c5708699,795527.698345271,54998.0,850525.698345271
37,ICON Chicago,hxf6672e670d2b5816061da22231f3a90f0b5955b5,757653.3650069468,42062.8021,799716.1671069469
38,Studio Mirai,hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,1326212.485890298,39800.4274,796008.548
39,Silicon Valley ICON,hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,675983.4806302923,50000.0,725983.4806302923
40,RHYTHM (Australia),hx18a807c44b0efdc2e02ea503d7bc011cc4242318,607452.5001786777,43107.598,650560.0981786777
41,ICONologist,hx30af89a52479d8ce8ac6682651203750d639a20f,541761.0406055044,35000.0,576761.0406055044
42,DSNC,hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,459655.6877349098,25000.0,484655.6877349098
43,ICONoscope,hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,373561.01754832454,105065.6299,478626.64744832454
44,Blockmove,hx5b97bbec2e555289351806103833a465b7fbbd47,413291.27298014844,30100.0,443391.27298014844
45,Espanicon,hx9fa9d224306b0722099d30471b3c2306421aead7,330799.4040749933,20000.0,350799.4040749933
46,RemICX,hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,324442.9186222201,25000.0,349442.9186222201
47,Transcranial Solutions,hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,293038.08698561526,20000.0,313038.08698561526
48,ICON 4 ALL,hx69d49e8365659d7771f7e721d7f9b04367212557,289369.03296296165,20000.0,309369.03296296165
49,Citadel.one,hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,1831360.9119407125,13563.9615,271279.23
50,ICON Guide Star,hx135d9c1b6ad2b7750f153d1649b676f8625e470c,247698.43314112633,15495.892,263194.32514112635
51,devshack,hxca60d4371ad90d624dc7119f81009d799c168aa1,245568.67342586216,15000.0,260568.67342586216
52,Arcade Node,hx8d7f98f88560fc957d410afb53c5b269bebc8799,2504272.452041994,10095.1213,201902.426
53,UNBLOCK {ICX GROWTH INCUBATOR},hx554ea6c0c56e6f30682dcaa79a326da3a364899f,210712.43890902615,10065.1214,201302.428
54,FOMOmental,hx437e3ce53016ffc71be609a4d1194e41a5d89678,163395.89394977587,8273.1388,165462.776
55,A_Block,hxa19a398f4941abed1d0af82fb2f6081b76f29107,238265.04344559586,5000.0,100000.0
56,Atomic Wallet,hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,4240956.687776338,0.0,0.0
57,ICON Forge,hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,2564699.2251692503,0.0,0.0
58,Danal,hxa69031aef1bbb11ea0ee3647b278c158ecdab767,2321438.487749573,0.0,0.0
59,Band Protocol,hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,2286114.397036944,0.0,0.0
60,ICON Hyperconnect,hxd5059fec8665bc7b769f4893aef65cf00049377a,1890928.4536635263,0.0,0.0
61,ICONPLUS,hxd6f20327d135cb0227230ab98792173a5c97b03e,1523872.251683898,0.0,0.0
62,weBloc asia,hxf75bfd0df8d96ee0963965135af2485cee6d5000,1419152.399018925,0.0,0.0
63,Alice,hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,1042850.4600425411,0.0,0.0
64,TNTXT,hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,873670.0392114618,0.0,0.0
65,MinerGate,hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,852996.7662048122,0.0,0.0
66,block42,hx168d2cfe6d73acb8cb690d3abda54d3af266addf,709531.000550623,0.0,0.0
67,DEMOS,hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,626811.1871305442,0.0,0.0
68,ICX Australia,hx040b667627bbd02619e89439fab48b053e71c666,576022.4318120036,0.0,0.0
