validator,validator_name,rank,delegation,bond,power
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,1,38664193.34393398,2000000.0,40000000.0
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,2,21824421.70268207,1156415.4028,22980837.10548207
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,3,17361073.544819318,1134020.1914,18495093.736219317
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,4,19253852.625350848,1009034.3607,20180687.214
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,5,19792452.178596992,1000000.01,20000000.2
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,6,19308907.454041477,986691.713,19733834.26
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,7,15639426.22772608,685406.8057,13708136.114
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,8,13924933.982295822,624383.2596,12487665.192
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,9,10810766.299078235,615105.513,11425871.812078236
hxca60d4371ad90d624dc7119f81009d799c168aa1,FRĀMD,10,10877408.951990213,542596.0725,10851921.45
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),11,4932214.703906123,468444.6114,5400659.315306122
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,12,14444043.636169031,430000.0,8600000.0
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,13,6145870.599674979,421706.8438,6567577.443474979
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,14,7434231.031250844,399053.176,7833284.207250844
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,15,6534482.6757278,364082.1361,6898564.8118278
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,16,6165104.6497624125,359086.405,6524191.054762413
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,17,7029912.586966773,320000.0,6400000.0
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,18,5580350.762639926,319997.9963,5900348.758939926
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,19,4502248.141000013,288350.0,4790598.141000013
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,20,5338962.885296841,287388.3997,5626351.284996841
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,21,6084418.454053906,280882.0,5617640.0
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,22,12255095.43854953,234000.0,4680000.0
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,23,4224088.826008271,213583.4887,4271669.774
hxb11448743cbb63fcf29609401cdc5782793be211,GPS Gaming,24,2956520.1207666495,206391.4363,3162911.5570666497
hx15686bf1f501115a2b5de381a20edc1963cb2ec3,ICONbet,25,1837071.981354639,200000.0,2037071.981354639
hxe872d22ad693279cd7ff33f51583f4117a4610b3,CODE METAL,26,4454484.253124822,199726.05,3994521.0
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,27,3077187.025524632,162080.0,3239267.025524632
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,28,1381448.340990516,154704.4052,1536152.7461905158
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,29,2780062.8652042295,154649.3107,2934712.1759042297
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,30,2949549.190911797,148917.5869,2978351.738
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,31,2441979.6803432847,130426.4458,2572406.1261432846
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,32,1535082.976622445,130000.0,1665082.976622445
hx437e3ce53016ffc71be609a4d1194e41a5d89678,FOMOmental,33,1877892.652243345,95126.8253,1902536.506
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,34,1204320.2776047988,65000.0,1269320.2776047988
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,35,1086313.808681506,63377.1084,1149690.917081506
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,36,594725.1621743774,50000.0,644725.1621743774
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,37,799726.585989238,47129.0022,846855.588189238
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,38,464060.14949527703,30100.0,494160.14949527703
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,39,143206.476773188,30000.0,173206.476773188
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,40,437169.3082006205,26150.3715,463319.67970062053
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,41,246119.60142645548,25000.0,271119.6014264555
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,42,424340.1622023228,23000.0,447340.1622023228
hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,Studio Mirai,43,601322.7216229405,22000.0,440000.0
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,44,215803.58218608482,20333.0017,236136.58388608485
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,45,250061.49862821703,20000.0,270061.498628217
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,46,217289.61931152537,20000.0,237289.61931152537
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,47,190852.3356225195,20000.0,210852.3356225195
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,48,165111.63967608442,15495.892,180607.5316760844
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,49,1735731.1095387125,13563.9615,271279.23
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},50,121440.71486224994,6000.0,120000.0
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,51,148075.6323369162,5000.0,100000.0
hxc5e0b88cb9092bbd8b004a517996139334752f62,Inanis Invictus,52,549840.7599877676,4499.6529,89993.058
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,53,79929.69191692174,3912.8015,78256.03
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,54,5264433.915038402,0.0,0.0
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,55,4448343.26417747,0.0,0.0
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,56,3756876.2531825607,0.0,0.0
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,57,2422827.1957669794,0.0,0.0
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,58,2421920.35336666,0.0,0.0
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,59,2198603.5262815426,0.0,0.0
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,60,2179699.2266551666,0.0,0.0
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,61,1707192.997491782,0.0,0.0
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,62,1314955.0414619213,0.0,0.0
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,63,1307285.4955853268,0.0,0.0
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,64,954789.5811238615,0.0,0.0
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,65,799047.0253580359,0.0,0.0
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,66,754795.6400001922,0.0,0.0
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,67,602771.6607303427,0.0,0.0
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,68,532743.0698822197,0.0,0.0
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),69,527332.6875319014,0.0,0.0
