validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,39117466.27734279
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,21525902.73417176
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,19685053.68919445
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,19147483.76726624
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,18652994.82858363
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,15538252.60047629
hxca60d4371ad90d624dc7119f81009d799c168aa1,FRĀMD,15042158.46985739
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,14939198.85706814
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,14064838.31787412
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,13131796.1518798
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,11946726.39991444
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,10857657.79809375
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,6649158.34240378
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,6376323.75100501
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6297623.45380449
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,6213801.78327067
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,6098781.01355709
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,5795893.16366453
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,5615228.58885774
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5591490.33617547
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5309849.10245176
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),4987082.64626123
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,4635952.09421783
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,4594481.54724493
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,4280093.01205696
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,4231536.75741814
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,3735505.45856373
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3084573.62383805
hxb11448743cbb63fcf29609401cdc5782793be211,GPS Gaming,3042679.33243947
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,3020826.10068359
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,2929913.96102029
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,2445470.06620056
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,2432481.71528505
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2427420.81781899
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,2215099.42190655
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2187500.1564454
hx437e3ce53016ffc71be609a4d1194e41a5d89678,FOMOmental,1896728.36049944
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,1877473.37064253
hx15686bf1f501115a2b5de381a20edc1963cb2ec3,ICONbet,1833724.82643445
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,1764996.12205616
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,1713561.19214766
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,1543332.32077446
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,1362526.48774727
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,1332262.39501034
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1209764.01944253
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1090286.09475199
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,962240.15954887
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,807362.10301005
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,794339.50495639
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,763902.14405221
hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,Studio Mirai,758267.57782779
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,652514.99397369
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,626510.23283791
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,540400.49094937
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),534355.77328391
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,490396.77616367
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,466899.28389228
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,433162.84345434
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,427115.8537386
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,376624.43650221
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,373320.78497894
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,358652.98865779
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,345695.84883896
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,342515.779133
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,327175.93736558
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,303157.67058855
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),279884.71358682
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,274184.31107366
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,Oasis,259303.1773146
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,256518.86728023
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,256120.39413574
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,246681.99325501
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,245188.63393868
