validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,36148059.95123861
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,23266765.18479947
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,18555584.19464394
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,17898082.06028615
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,17264079.47435294
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,14532647.13493955
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,14481024.81629428
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,14051860.01681554
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,11835416.96537581
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,11621342.56100939
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,9287304.12848369
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,7926138.88909912
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,7019895.80413617
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,6978669.73739856
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,6899567.49815051
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,6849483.83579241
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6614174.27307915
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,6363648.17281714
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,6344431.867305
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,6217370.02190725
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5875419.22210703
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,5544872.73636044
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5364703.54579285
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),5336151.10200276
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4196695.93573193
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,3594740.23691553
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,3373412.45849093
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3174874.90741232
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2546389.47598278
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,2505607.70455602
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2470173.30012762
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,2399934.07061858
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,2302510.0671754
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2268664.99695754
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,2137738.06531699
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,1981560.22115326
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,1954277.97115508
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,1762775.45882276
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,1692997.76566413
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,1571630.75921079
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,1398723.15813088
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,1345728.03017786
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1159471.93846577
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1111048.96062924
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,987205.16729577
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),897660.01612528
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,858694.83518149
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,837747.51758475
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,773713.76330299
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,737458.78043155
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,679537.04813046
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,Oasis,676885.28001981
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,667618.54151511
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,604169.10670366
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,576053.86650462
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,573436.09449922
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,552249.04295131
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,548920.21138944
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,536452.07855292
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,528161.30423356
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,449762.52111577
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,448255.37134565
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,428643.53429681
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,374455.70870054
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,371882.557092
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,367741.09829401
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,364284.52531679
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,347713.39609498
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),332345.50695055
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,328366.66781044
hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,ICON4Education,323810.38411241
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,309021.97138557
hx475e37c2decf56f5bf678060e3937c944921ccba,ICON London,306434.67249978
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,Coda Labs,305790.13668048
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,280880.20926305
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,280332.13372413
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,278589.53070424
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,272919.58041372
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,272198.86260747
hx3571351614f64721081996247e53f6436ed05e55,ICONNECT-Global,265324.58942741
hxe0df49d9382805d4dfa24487e8ef31165fe782c0,loop57,257127.11084107
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,255126.78424022
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,253555.7070147
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,253281.707594
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,248616.71443987
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,ICON Slovenia,248539.52772399
hxf0e7b39f0d43591c9a5c823eb19b90462fa51c30,ICON France,245071.43529521
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,242679.91365297
hx004783f10b0bd56764535cf931650dfe6d42cd9e,DELIGHT,242508.25615796
hx05493cc93caf332f46715411e12c927750d210b6,ICX Malta,242214.80345091
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,icon-node-NL,226280.14210417
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,217444.60238161
hxd2de5d155251ff62bf2f6c2aa616da6472886165,Chainode Tech,216712.10649941
hx54ebaf568d1d3e61a4ff7d648d3e5cb7ff6179ce,ICON Spark,206315.54080615
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),197625.43635057
hxd19d4bc5a9eef4e044d83abc82d903ac80504ac8,ICON BOOM,194280.81739136
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},192437.3046338
hx5f4e22b12f50da1927660eaafb87aa8a1bc91610,ICON WHALE,188005.49291752
hxfbddc0f1c0ab85e59578de4b883cdcf94ab33694,Bara-Node,185342.8403968
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,149915.90030184
hx38c8507ed599b3d51a825d6a37e165bc5303daa1,Red Hot ICE ,146964.18230565
hxadad43bd60785979ed2ecea55df1eb8049162b04,Gilga Capital (NEW - LETS GROW ICON),112709.52668888
hxecf2a15a708dde0cf35aedb22344bd0fe0f88f98,manifest-icon,108157.46635614
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,HypoICON,100159.13512743
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,93205.70549582
hx8e882ac085ca90e5ef19364ffda6646acceed3b8,Icon Panda,89975.43874812
hxd243919468353a59250114d3ea891de8486f37c0,Iconserve,89329.3396869
hxc1717a36b5288b92586b93d3c20f247b2bab1a26,ICONPool,89295.15712706
hx42805d6c22012d5bd56cdab423da9fde5850622f,Noris,87057.4507
hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,Studio Mirai,78939.3142
hx0315df35eef97e1e73f1a72b1e78ff7f28ba3176,Blockheads Development,78789.42386398
hx6f09a1d35ea1f22467df4f0d04a78b4422dcd30e,FOCUS,64543.06884573
hx704cf476389a2e3ab13ca33eeea9480ee172cf60,ICON Russia,61678.44531359
hxf85e4d956f1dfad8d713421ab58b24863c28b28a,DRAICON BALL,60987.24696955
hx800853ad662997466bd41653329ba97a2ed1f838,ICON Econ,56984.63731167
hx1be230522449d87274fa8f326fed22e3cacfe4c0,ICON Thailand,54390.02740886
hx0d0882a489794eeb9d176bcc80b664ff9d54e616,CCBR_POSTECH,53907.9632
hxfe9a226b2910584cebd9596e4effd8a8c0e3e039,Nodeasy.com,51772.20915907
hxa1c5965588ea0615e64313a770c20b069033db7b,OZYS node,49395.65135076
hx6deee24065b8fa75298b0a22c5a221e2587ba09d,Sunrise,43088.00532584
hxd5ff5a97308534af8234bfe78fd979e74d9f2920,X-node,40253.48053004
hx29fbc9cfb184d75d74cab33c70820a696998b596,VOTE for PREP DEVSHACK,37977.11264467
hx2f8b9e265975bd6d99c6ea45219105174e8674d8,iconic innovation,36893.79720041
hxe36c036b294cd8a7dc511d7f58c541cdc93704bb,ICONSG,35737.50626527
hxa83c659bcebca1c6cbf9a94477a7005d09461569,ICXmerch,35524.33820821
hx77b13a82be3a1bd2a71dd389bdfa624a59e8ff2b,InfStones,35016.92889188
hx55d5b995fca77274cab59c850803f9ec3e00421f,Orangebloc,34405.51881833
hxc7a057d0cbb75606352ec8cc698267b7247cc100,Cardinal,30694.24483183
hxa224bb59e9ba930f3919b57feef7656f1139d24b,Catalyst,25904.80737776
hx352a4b557e9035f89b237fe85d6bb92f517fdbd7,Hourglass,24460.19843834
hxbb5355790905d790dff2aa04de5ff786a5211958,Xangle,23157.18261411
hx958eb3e5e9e41e53d000f684af78fd7384f2fe12,Yudus Lab,20178.1901
hxdb0266079cb558e14b41ad7125b729c2c96b2d36,Midos / EPICX,19550.51771988
