rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,36409279.42442235,2000000.0,38409279.42442235
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,22793298.505897008,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,19342721.643293463,1134020.1914,20476741.83469346
4,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,18718550.208690204,909034.3644,18180687.288
5,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,15074041.667752273,883691.713,15957733.380752273
6,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,14552973.432855157,1000000.01,15552973.442855157
7,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,11815324.421032935,615105.513,12302110.26
8,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,16373858.611913158,600822.1366,12016442.732
9,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,12367136.628609005,589770.1472,11795402.944
10,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14997543.649519911,430000.0,8600000.0
11,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7655914.6054332,387348.0052,7746960.104
12,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,7187538.473864975,421706.8438,7609245.317664975
13,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6450426.253827335,359086.405,6809512.658827336
14,VELIC,hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,5762715.568664947,319997.9963,6082713.564964947
15,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,6013815.8480212465,292205.7649,5844115.298
16,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,5616335.819017934,288350.0,5767000.0
17,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,5311607.066299742,325000.0,5636607.066299742
18,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,6022249.5481650485,280882.0,5617640.0
19,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,5489855.390143138,268544.6114,5370892.228
20,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,4831289.497831396,364082.1361,5195371.6339313965
21,Trustseers,hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,4656492.087212277,272734.221,4929226.308212277
22,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,9531535.30997806,234000.0,4680000.0
25,ICONbet,hx15686bf1f501115a2b5de381a20edc1963cb2ec3,3805801.7907668743,200000.0,4000000.0
26,Mineable,hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,3259019.463628882,195649.3107,3454668.774328882
27,Spartan Node,hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,10362910.174936559,171985.6411,3439712.822
28,Ubik Capital,hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,3129856.2226862144,227621.1457,3357477.3683862146
24,NEOPLY,hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,3168827.9227544935,162080.0,3241600.0
29,GPS Gaming,hxb11448743cbb63fcf29609401cdc5782793be211,3050124.3647074117,175006.4363,3225130.801007412
30,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,3709009.530223448,150000.0,3000000.0
31,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,2263438.8220667513,161392.1218,2424830.943866751
32,ICONTROL,hxe8767c80a009c7bb8344d81c430144463cbb325e,2485078.057075372,114909.86,2298197.2
33,Unifi Protocol,hx80a3bb927f9edc899f98eb46bd7a7c601da12980,1680515.2212783843,130000.0,1810515.2212783843
34,InterBlock,hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,1391157.2348823748,149332.0661,1540489.3009823747
35,ICON Sweden,hx1cb5883939f2fd478e92da1260438aa1f03440ca,1177275.141425716,63377.1084,1240652.249825716
23,ICX Belgium,hx9a20bc2de732aad6de56dcaabb800c24aab86c28,1308221.9470975876,60000.0,1200000.0
36,Studio Mirai,hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,1431828.6010813764,46900.0,938000.0
37,ICX_Stratos,hx3ec5c0c906e857de231a7ae16e49ab92c5708699,796667.7104898744,54998.0,851665.7104898744
38,ICON Chicago,hxf6672e670d2b5816061da22231f3a90f0b5955b5,784014.4429310373,44247.8835,828262.3264310373
39,Silicon Valley ICON,hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,675467.3129331326,50000.0,725467.3129331326
40,ICONologist,hx30af89a52479d8ce8ac6682651203750d639a20f,499315.88966308197,35462.2596,534778.149263082
41,DSNC,hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,467907.3729793401,26000.0,493907.3729793401
42,ICONoscope,hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,374145.36399292777,105065.6299,479210.99389292777
43,Blockmove,hx5b97bbec2e555289351806103833a465b7fbbd47,421072.2770580851,30100.0,451172.2770580851
44,Espanicon,hx9fa9d224306b0722099d30471b3c2306421aead7,340192.9869195965,20000.0,360192.9869195965
45,RemICX,hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,326478.11079045903,25000.0,351478.11079045903
47,Transcranial Solutions,hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,300999.39016161964,20000.0,320999.39016161964
46,PiconbelloDAO,hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,296082.25577790337,20333.0017,316415.2574779034
48,ICON 4 ALL,hx69d49e8365659d7771f7e721d7f9b04367212557,278059.2005900258,20000.0,298059.2005900258
49,Citadel.one,hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,1821751.8859519751,13563.9615,271279.23
51,ICON Guide Star,hx135d9c1b6ad2b7750f153d1649b676f8625e470c,255117.9026418767,15495.892,270613.7946418767
50,Staked Tech,hx55f2cc3244350085734f4e405f761ecf3d2095b3,237122.17460047922,30000.0,267122.1746004792
52,devshack,hxca60d4371ad90d624dc7119f81009d799c168aa1,245450.3824045471,15000.0,260450.3824045471
53,UNBLOCK {ICX GROWTH INCUBATOR},hx554ea6c0c56e6f30682dcaa79a326da3a364899f,212165.1661536294,10244.3135,204886.27
54,FOMOmental,hx437e3ce53016ffc71be609a4d1194e41a5d89678,184958.56387033578,8273.1388,165462.776
55,A_Block,hxa19a398f4941abed1d0af82fb2f6081b76f29107,239784.47641615578,5000.0,100000.0
56,FOMO MASTERNODE,hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,170149.2308867234,3912.8015,78256.03
57,Atomic Wallet,hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,4280982.687787596,0.0,0.0
58,ICON Forge,hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,2567069.2969283885,0.0,0.0
59,Danal,hxa69031aef1bbb11ea0ee3647b278c158ecdab767,2301029.410970133,0.0,0.0
