rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,36676654.410157435,2000000.0,38676654.410157435
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,22720466.69819827,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,20097922.482337225,1134020.1914,21231942.673737228
5,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19647701.856450226,1000000.01,20000000.2
4,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,18918529.32251885,1009034.3607,19927563.68321885
6,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,16718676.278748006,883691.713,17602367.991748005
7,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,16311137.154393822,600822.1366,12016442.732
8,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,11295919.398645125,615105.513,11911024.911645126
9,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,12234011.678345967,589770.1472,11795402.944
10,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14947657.409907827,430000.0,8600000.0
11,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7356734.532472456,389239.4485,7745973.980972456
12,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,6930756.51171778,421706.8438,7352463.3555177795
13,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6355138.147101747,359086.405,6714224.552101747
14,VELIC,hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,5713983.449485746,319997.9963,6033981.445785747
15,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,5502528.493673141,468444.6114,5970973.105073141
16,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5824974.604964774,292405.7649,5848115.298
17,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,5680486.653967302,288350.0,5767000.0
18,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,6064489.400511054,280882.0,5617640.0
19,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,5029687.8334850455,325000.0,5354687.8334850455
20,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,4619536.749993336,364082.1361,4983618.886093336
21,Trustseers,hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,4433768.529774217,272734.221,4706502.750774217
22,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,10564723.905199232,234000.0,4680000.0
24,ICONbet,hx15686bf1f501115a2b5de381a20edc1963cb2ec3,3892127.401727669,200000.0,4000000.0
25,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,3589441.6586675574,191887.1303,3781328.7889675577
26,Mineable,hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,3246411.887862682,195649.3107,3442061.198562682
27,NEOPLY,hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,3178292.33574215,162080.0,3241600.0
28,GPS Gaming,hxb11448743cbb63fcf29609401cdc5782793be211,2881065.9356784774,175006.4363,3056072.3719784776
29,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,3722953.3587879096,150000.0,3000000.0
30,ICONTROL,hxe8767c80a009c7bb8344d81c430144463cbb325e,2499638.609249149,117906.4095,2358128.19
31,Unifi Protocol,hx80a3bb927f9edc899f98eb46bd7a7c601da12980,1676475.5665008565,130000.0,1806475.5665008565
32,FOMOmental,hx437e3ce53016ffc71be609a4d1194e41a5d89678,1595033.2954957953,79253.9298,1585078.596
33,InterBlock,hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,1373051.8994656806,149904.3028,1522956.2022656805
35,ICX Belgium,hx9a20bc2de732aad6de56dcaabb800c24aab86c28,1290787.9294627116,65000.0,1300000.0
34,ICON Sweden,hx1cb5883939f2fd478e92da1260438aa1f03440ca,1191360.0947376264,63377.1084,1254737.2031376264
36,Ubik Capital,hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,3077632.0217625513,50166.2256,1003324.512
37,ICX_Stratos,hx3ec5c0c906e857de231a7ae16e49ab92c5708699,833758.2084731803,54998.0,888756.2084731803
38,ICON Chicago,hxf6672e670d2b5816061da22231f3a90f0b5955b5,857440.0143879867,44247.8835,884957.67
40,ICONoscope,hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,659166.2323832104,105065.6299,764231.8622832105
41,Silicon Valley ICON,hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,691048.5719438504,50000.0,741048.5719438504
39,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,655141.6522693272,58149.346,713290.9982693272
42,ICONologist,hx30af89a52479d8ce8ac6682651203750d639a20f,523937.5761436509,30000.0,553937.5761436509
43,DSNC,hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,475982.0281754575,26000.0,501982.0281754575
44,Blockmove,hx5b97bbec2e555289351806103833a465b7fbbd47,436963.86187472445,30100.0,467063.86187472445
45,Studio Mirai,hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,1085774.0767316038,22000.0,440000.0
46,Espanicon,hx9fa9d224306b0722099d30471b3c2306421aead7,351408.42850290245,20000.0,371408.42850290245
23,RemICX,hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,340243.86090023845,25000.0,365243.86090023845
47,Transcranial Solutions,hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,303858.338682059,20000.0,323858.338682059
48,ICON 4 ALL,hx69d49e8365659d7771f7e721d7f9b04367212557,291916.5275778001,20000.0,311916.5275778001
49,ICON Guide Star,hx135d9c1b6ad2b7750f153d1649b676f8625e470c,265665.32223386434,15495.892,281161.21423386433
50,Staked Tech,hx55f2cc3244350085734f4e405f761ecf3d2095b3,247140.10311836755,30000.0,277140.10311836755
51,Citadel.one,hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,1837483.7501954192,13563.9615,271279.23
52,Arcade Node,hx8d7f98f88560fc957d410afb53c5b269bebc8799,2535580.621548771,12937.3818,258747.636
53,UNBLOCK {ICX GROWTH INCUBATOR},hx554ea6c0c56e6f30682dcaa79a326da3a364899f,223025.21813693535,10495.0356,209900.712
54,FOMO MASTERNODE,hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,180223.80709160716,3912.8015,78256.03
55,Spartan Node,hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,7793552.398983749,0.0,0.0
