rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,38780035.29761956,2000000.0,40000000.0
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,21852825.17132591,1156415.4028,23009240.574125912
3,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,19220759.215992175,1009034.3607,20180687.214
4,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19782958.733633775,1000000.01,20000000.2
5,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,18494891.09905692,986691.713,19481582.812056918
6,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,17354958.390890058,1134020.1914,18488978.58229006
7,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,15711135.31212747,685406.8057,13708136.114
8,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,13972600.091246309,624383.2596,12487665.192
9,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,10867451.586720077,798108.6673,11665560.254020078
10,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,10837886.009875795,615105.513,11452991.522875795
11,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14551755.078237869,430000.0,8600000.0
12,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7567406.55964072,399053.176,7966459.7356407195
13,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,6547962.10754788,364082.1361,6912044.24364788
15,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6227399.802600604,359086.405,6586486.207600604
14,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,6156178.5513590155,421706.8438,6577885.395159015
16,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,7028944.831346854,320000.0,6400000.0
17,VELIC,hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,5593089.987393117,319997.9963,5913087.983693116
18,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5413746.645424875,287388.3997,5701135.045124875
19,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,6095566.243082505,280882.0,5617640.0
20,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,4959964.79684702,468444.6114,5428409.408247021
21,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,4497721.492836681,288350.0,4786071.492836681
22,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,12125891.719244832,234000.0,4680000.0
24,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,4232039.953378386,213583.4887,4271669.774
25,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,4472439.230266738,211526.8519,4230537.038
31,CODE METAL,hxe872d22ad693279cd7ff33f51583f4117a4610b3,3972998.097692753,199726.05,3994521.0
26,NEOPLY,hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,3085217.526894746,162080.0,3241600.0
27,GPS Gaming,hxb11448743cbb63fcf29609401cdc5782793be211,2996126.6988486033,206391.4363,3202518.1351486035
28,Mineable,hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,2921165.6843912643,154649.3107,3075814.9950912646
29,Ubik Capital,hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,2961707.5873849895,147522.5869,2950451.738
30,ICONTROL,hxe8767c80a009c7bb8344d81c430144463cbb325e,2448836.2981009623,130426.4458,2579262.7439009626
32,ICONbet,hx15686bf1f501115a2b5de381a20edc1963cb2ec3,1846448.610122782,200000.0,2046448.610122782
33,InterBlock,hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,1888708.74586063,154704.4052,2043413.1510606299
34,FOMOmental,hx437e3ce53016ffc71be609a4d1194e41a5d89678,1889098.2530606897,95126.8253,1902536.506
35,Unifi Protocol,hx80a3bb927f9edc899f98eb46bd7a7c601da12980,1543368.092792559,130000.0,1673368.092792559
36,ICX Belgium,hx9a20bc2de732aad6de56dcaabb800c24aab86c28,1211313.0818749128,65000.0,1276313.0818749128
37,ICON Sweden,hx1cb5883939f2fd478e92da1260438aa1f03440ca,1094264.3884700858,63377.1084,1157641.4968700858
38,ICON Chicago,hxf6672e670d2b5816061da22231f3a90f0b5955b5,803010.145259352,47129.0022,850139.147459352
39,Silicon Valley ICON,hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,602676.2895444913,50000.0,652676.2895444913
40,DSNC,hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,448659.34395754326,26150.3715,474809.7154575432
41,ICONologist,hx30af89a52479d8ce8ac6682651203750d639a20f,432658.2895724368,23000.0,455658.2895724368
42,Studio Mirai,hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,723761.1047434713,22000.0,440000.0
23,Blockmove,hx5b97bbec2e555289351806103833a465b7fbbd47,339008.745165391,30100.0,369108.745165391
43,Espanicon,hx9fa9d224306b0722099d30471b3c2306421aead7,258012.62599833106,20000.0,278012.62599833106
44,RemICX,hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,247261.12879656948,25000.0,272261.1287965695
45,Citadel.one,hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,1749722.8428443363,13563.9615,271279.23
46,Transcranial Solutions,hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,225232.74668163937,20000.0,245232.74668163937
47,PiconbelloDAO,hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,223799.11378205603,20333.0017,244132.11548205602
48,ICON 4 ALL,hx69d49e8365659d7771f7e721d7f9b04367212557,198803.46299263352,20000.0,218803.46299263352
49,ICON Guide Star,hx135d9c1b6ad2b7750f153d1649b676f8625e470c,173062.76704619842,15495.892,188558.65904619842
50,Staked Tech,hx55f2cc3244350085734f4e405f761ecf3d2095b3,151183.22914330201,30000.0,181183.22914330201
51,Arcade Node,hx8d7f98f88560fc957d410afb53c5b269bebc8799,2429903.2287158673,7352.537,147050.74
52,UNBLOCK {ICX GROWTH INCUBATOR},hx554ea6c0c56e6f30682dcaa79a326da3a364899f,130944.39003236394,6000.0,120000.0
53,Inanis Invictus,hxc5e0b88cb9092bbd8b004a517996139334752f62,646619.4070153271,4499.6529,89993.058
