validator,validator_name,rank,delegation,bond,power
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,1,36374049.41255102,2000000.0,38374049.41255102
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,2,18815450.860517714,1133900.1914,19949351.051917717
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,3,23387869.742856886,1108000.2696,22160005.392
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,4,14301349.637203848,1000000.01,15301349.647203848
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,5,14186629.074965347,939049.6874,15125678.762365347
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,6,17370132.921880677,909034.3644,18180687.288
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,7,18584265.958775915,595822.7382,11916454.764
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,8,11722257.245149473,579865.5848,11597311.696
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,9,14933529.741752319,553600.4238,11072008.476
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,10,7244457.556661485,421706.8438,7666164.400461485
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,11,6532344.130238821,375000.0,6907344.130238821
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,12,7440008.057073908,371798.7335,7435974.67
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,13,6536418.363466792,364082.1361,6900500.499566792
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,14,6803321.010215026,359086.405,7162407.415215026
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,15,9517089.23598197,353776.7439,7075534.878
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,16,7025516.633454377,325000.0,6500000.0
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,17,5410119.8122308655,319997.9963,5730117.808530865
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,18,5946222.523557993,310205.7649,6204115.298
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,19,6850899.626947491,288350.0,5767000.0
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,20,5594150.759560011,280882.0,5617640.0
