IRC Token,Amount,No. of Transactions
IWIN,459370.1981,11710
BALN,683792.3862550161,3857
sICX,8038836.882391504,2825
bnUSD,2414355.9449709933,2699
PGT,3000.0,1996
METX,454318.0614008956,853
UP,2.1094850866221773,74
TAP,427461.56375493243,62
SEED,7395.462259,39
IAM,47902.13828065363,25
LDX,5450.0,11
ACT,340.0,6
IUSDC,65999.991143,6
USDS,7909.94,3
EPX,216.05,2
uMETX,0.3744139798540704,1
