IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,4139405.9041637736,4444.0,0.7192570844423792,2977297.0219524065
bnUSD,2456881.4883369715,4277.0,1.0118938036166953,2486103.154268746
GBET,1461667.7456996466,2256.0,0.17688405179335753,258545.71323501645
BALN,580472.1590501118,2233.0,0.5847744134936348,339445.26635791303
FIN,30364.0826274172,1260.0,4.010079708662635,121762.39161636135
METX,6202778.2263292065,1087.0,0.001028982052966842,6382.547473426253
OMM,2277753.826890123,1085.0,0.08094106884719558,184363.82931927667
IWIN,16635.1819,979.0,,
IUSDC,340467.401585,601.0,0.994815607038594,338702.2847846345
CFT,2208886.6764306226,460.0,0.10046177663887003,221908.67990814918
USDS,172750.7943462738,427.0,1.0032170314449036,173306.53908381783
obnUSD,104971.57466119675,74.0,1.0118938036166953,106220.08595555229
oICX,122241.43203345635,68.0,0.7192570844423792,87923.01600244507
oOMM,161228.74586199285,66.0,0.08094106884719558,13050.027018962563
TAP,735720.5512086033,59.0,0.0016112954938587857,1185.4632089017246
oIUSDC,57500.91083,54.0,0.994815607038594,57202.80351261851
finICX,187929.7944804418,53.0,4.010079708662635,753613.455499159
UP,6.389962994034235,39.0,1.9771259627571494,12.633761736562494
dbnUSD,40916.30046412743,37.0,1.0118938036166953,41402.950906569466
oUSDS,66032.12270164977,30.0,1.0032170314449036,66244.55011675472
dUSDS,3049.712572190469,22.0,1.0032170314449036,3059.5235934331236
oBALN,40582.025004589785,19.0,0.5847744134936348,23731.329870443013
dIUSDC,23223.751261,18.0,0.994815607038594,23103.35020842503
IUSDT,5.154694,5.0,1.0021421007571565,5.16573587392031
dBALN,46.60927987460104,4.0,0.5847744134936348,27.2559143020305
LDX,3750.0,3.0,,
HGC,73000.0,3.0,,
ICX,,,0.6651645,
