validator,validator_name,rank,delegation,bond,power
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,1,38657613.21923205,2000000.0,40000000.0
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,2,21823292.956874967,1156415.4028,22979708.359674964
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,3,17399052.760110356,1134020.1914,18533072.95151036
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,4,19216819.803529646,1009034.3607,20180687.214
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,5,19776495.07405215,1000000.01,20000000.2
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,6,18476653.36798448,986691.713,19463345.08098448
hxca60d4371ad90d624dc7119f81009d799c168aa1,FRĀMD,7,10886628.44458191,782615.299,11669243.74358191
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,8,15640088.377973821,685406.8057,13708136.114
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,9,13898107.798372261,624383.2596,12487665.192
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,10,10817377.00494715,615105.513,11432482.51794715
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),11,4934089.523189776,468444.6114,5402534.134589775
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,12,14465651.832071973,430000.0,8600000.0
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,13,6153842.4269795045,421706.8438,6575549.270779504
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,14,7476497.232560277,399053.176,7875550.408560277
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,15,6526462.155924013,364082.1361,6890544.292024013
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,16,6180316.36050925,359086.405,6539402.765509251
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,17,7021606.122562986,320000.0,6400000.0
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,18,5580644.945395085,319997.9963,5900642.941695086
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,19,4501133.498825203,288350.0,4789483.498825203
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,20,5341039.846446717,287388.3997,5628428.246146717
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,21,6086014.344971157,280882.0,5617640.0
