validator,validator_name,rank,delegation,bond,power
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,1,39113940.808046535,2000000.0,40000000.0
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,2,21466998.56568269,1156415.4028,22623413.96848269
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,3,15314905.079578364,1134020.1914,16448925.270978365
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,4,19139064.821276918,1009034.3607,20148099.181976918
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,5,19687279.507521775,1000000.01,20000000.2
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,6,18551943.03608018,940691.713,18813834.26
hxca60d4371ad90d624dc7119f81009d799c168aa1,FRĀMD,7,14378833.743323691,784423.7225,15163257.465823691
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,8,15372612.854252372,685406.8057,13708136.114
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,9,13166036.652806615,624383.2596,12487665.192
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,10,10842425.71827126,615105.513,11457531.231271258
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),11,4979478.321955485,468444.6114,5447922.933355485
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,12,13878116.608694863,430000.0,8600000.0
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,13,6375545.932942978,421706.8438,6797252.776742978
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,14,7650922.242769671,399053.176,7981063.52
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,15,5827547.768715563,364082.1361,6191629.904815563
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,16,6303252.8437169045,359086.405,6662339.248716904
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,17,5592383.08627769,319997.9963,5912381.08257769
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,18,4609186.220720304,288350.0,4897536.220720304
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,19,5302796.267368779,287388.3997,5590184.667068779
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,20,6119055.085254452,280882.0,5617640.0
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,21,4284052.626798881,272734.221,4556786.847798881
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,22,11939582.341271706,234000.0,4680000.0
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,23,6245292.324021706,214701.2003,4294024.006
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,24,4231202.472874902,213583.4887,4271669.774
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,25,4683787.28599424,209699.893,4193997.86
hxb11448743cbb63fcf29609401cdc5782793be211,GPS Gaming,26,2979990.703693405,206391.4363,3186382.139993405
hx15686bf1f501115a2b5de381a20edc1963cb2ec3,ICONbet,27,1848434.741444444,200000.0,2048434.741444444
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,28,3038954.5836367994,195649.3107,3234603.894336799
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,29,3084325.541591263,162080.0,3241600.0
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,30,1882732.0357957433,152028.5202,2034760.5559957433
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,31,2926801.946981169,145991.3167,2919826.334
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,32,2445571.791369345,130426.4458,2575998.237169345
hx437e3ce53016ffc71be609a4d1194e41a5d89678,FOMOmental,33,1889182.9173579474,100126.8253,1989309.7426579474
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,34,1209052.7988957404,65000.0,1274052.7988957404
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,35,1091991.2126051993,63377.1084,1155368.3210051993
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,36,649896.8902129211,50000.0,699896.8902129211
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,37,796987.8261096063,47129.0022,844116.8283096063
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,38,342181.2327862187,30100.0,372281.2327862187
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,39,152547.13407841537,30000.0,182547.13407841537
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,40,467108.88845930307,26150.3715,493259.259959303
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,41,246347.44690822726,25000.0,271347.4469082272
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,42,425009.6668075502,23000.0,448009.6668075502
hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,Studio Mirai,43,757999.5523820024,22000.0,440000.0
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,44,218456.04664197366,20333.0017,238789.04834197366
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,45,256184.3209334444,20000.0,276184.3209334444
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,46,223779.95891675272,20000.0,243779.95891675272
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,47,196479.04834288775,20000.0,216479.04834288775
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,48,172217.9062813118,15495.892,187713.79828131179
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,49,1767810.3515314332,13563.9615,271279.23
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,50,2432030.549641811,7101.4951,142029.902
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},51,129892.8092674773,6000.0,120000.0
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,52,155090.35371868795,5000.0,100000.0
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,53,87048.5142221491,3912.8015,78256.03
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,54,5434695.95940922,0.0,0.0
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,55,3724278.991564068,0.0,0.0
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,56,2427617.426272207,0.0,0.0
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,57,2214855.179563314,0.0,0.0
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,58,2187168.3691986115,0.0,0.0
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,59,1702082.9108044165,0.0,0.0
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,60,1542781.33809182,0.0,0.0
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,61,1361376.6368004822,0.0,0.0
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,62,1328794.4095670986,0.0,0.0
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,63,961905.8750056332,0.0,0.0
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,64,806193.5379632633,0.0,0.0
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,65,764113.8423054196,0.0,0.0
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,66,622066.06853557,0.0,0.0
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,67,540165.944602588,0.0,0.0
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),68,534021.5820371289,0.0,0.0
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,69,494785.86725555145,0.0,0.0
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,70,426781.86469181755,0.0,0.0
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,71,376297.25865897257,0.0,0.0
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,72,372998.7049811563,0.0,0.0
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,73,358544.57245779,0.0,0.0
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,74,345334.47609217267,0.0,0.0
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,75,326818.8211223357,0.0,0.0
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,76,302843.19578721636,0.0,0.0
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,77,273852.1217268761,0.0,0.0
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),78,259562.36724003806,0.0,0.0
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,Oasis,79,258968.89277135773,0.0,0.0
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,80,256022.5969889562,0.0,0.0
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,81,244931.46659543642,0.0,0.0
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,82,241140.38868877816,0.0,0.0
hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,ICON4Education,83,240549.4912373629,0.0,0.0
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),84,232881.76844807432,0.0,0.0
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,Coda Labs,85,216575.63170378504,0.0,0.0
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,86,210204.54919011798,0.0,0.0
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,87,192743.56079301494,0.0,0.0
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,icon-node-NL,88,192441.35599127557,0.0,0.0
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,89,188381.60073719933,0.0,0.0
hx05493cc93caf332f46715411e12c927750d210b6,ICX Malta,90,187771.41746900987,0.0,0.0
hx475e37c2decf56f5bf678060e3937c944921ccba,ICON London,91,177228.18992850787,0.0,0.0
hx004783f10b0bd56764535cf931650dfe6d42cd9e,DELIGHT,92,175505.67443647678,0.0,0.0
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,ICON Slovenia,93,172731.27830250404,0.0,0.0
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,94,167917.08261640108,0.0,0.0
hx3571351614f64721081996247e53f6436ed05e55,ICONNECT-Global,95,166948.90097061262,0.0,0.0
hxd2de5d155251ff62bf2f6c2aa616da6472886165,Chainode Tech,96,155402.6676861484,0.0,0.0
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,97,146600.32871327316,0.0,0.0
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,98,139197.002709314,0.0,0.0
hx54ebaf568d1d3e61a4ff7d648d3e5cb7ff6179ce,ICON Spark,99,133932.79349947092,0.0,0.0
hxe0df49d9382805d4dfa24487e8ef31165fe782c0,loop57,100,132563.32749992,0.0,0.0
hxf0e7b39f0d43591c9a5c823eb19b90462fa51c30,ICON France,101,131298.86161735008,0.0,0.0
hxd19d4bc5a9eef4e044d83abc82d903ac80504ac8,ICON BOOM,102,125376.2804349469,0.0,0.0
hxadad43bd60785979ed2ecea55df1eb8049162b04,Gilga Capital (NEW - LETS GROW ICON),103,113185.15862524,0.0,0.0
hxecf2a15a708dde0cf35aedb22344bd0fe0f88f98,manifest-icon,104,99375.63005614,0.0,0.0
hxd243919468353a59250114d3ea891de8486f37c0,Iconserve,105,97805.67949828,0.0,0.0
hxc1717a36b5288b92586b93d3c20f247b2bab1a26,ICONPool,106,90682.44851292,0.0,0.0
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,HypoICON,107,89540.43827175,0.0,0.0
hx42805d6c22012d5bd56cdab423da9fde5850622f,Noris,108,87057.4507,0.0,0.0
hx8e882ac085ca90e5ef19364ffda6646acceed3b8,Icon Panda,109,86827.81060608,0.0,0.0
hx0315df35eef97e1e73f1a72b1e78ff7f28ba3176,Blockheads Development,110,76900.25533542,0.0,0.0
hx704cf476389a2e3ab13ca33eeea9480ee172cf60,ICON Russia,111,64718.99841359,0.0,0.0
hx6f09a1d35ea1f22467df4f0d04a78b4422dcd30e,FOCUS,112,60225.95712956,0.0,0.0
hx5f4e22b12f50da1927660eaafb87aa8a1bc91610,ICON WHALE,113,60224.31405309,0.0,0.0
hxfe9a226b2910584cebd9596e4effd8a8c0e3e039,Nodeasy.com,114,56255.14565907,0.0,0.0
hx1be230522449d87274fa8f326fed22e3cacfe4c0,ICON Thailand,115,55625.68222153,0.0,0.0
hxf85e4d956f1dfad8d713421ab58b24863c28b28a,DRAICON BALL,116,55598.41471426,0.0,0.0
hx0d0882a489794eeb9d176bcc80b664ff9d54e616,CCBR_POSTECH,117,53874.1632,0.0,0.0
hxa1c5965588ea0615e64313a770c20b069033db7b,OZYS node,118,52677.23105076,0.0,0.0
hx800853ad662997466bd41653329ba97a2ed1f838,ICON Econ,119,51472.02441167,0.0,0.0
hxfbddc0f1c0ab85e59578de4b883cdcf94ab33694,Bara-Node,120,49172.46330202,0.0,0.0
hxd5ff5a97308534af8234bfe78fd979e74d9f2920,X-node,121,40636.72723004,0.0,0.0
hx6deee24065b8fa75298b0a22c5a221e2587ba09d,Sunrise,122,39666.85592584,0.0,0.0
hxa83c659bcebca1c6cbf9a94477a7005d09461569,ICXmerch,123,38845.08790821,0.0,0.0
hx29fbc9cfb184d75d74cab33c70820a696998b596,VOTE for PREP DEVSHACK,124,37745.88744467,0.0,0.0
hx77b13a82be3a1bd2a71dd389bdfa624a59e8ff2b,InfStones,125,34673.73979636,0.0,0.0
hx55d5b995fca77274cab59c850803f9ec3e00421f,Orangebloc,126,34392.77638547,0.0,0.0
hx2f8b9e265975bd6d99c6ea45219105174e8674d8,iconic innovation,127,32920.15206172,0.0,0.0
hxe36c036b294cd8a7dc511d7f58c541cdc93704bb,ICONSG,128,30342.42881142,0.0,0.0
hxc7a057d0cbb75606352ec8cc698267b7247cc100,Cardinal,129,29401.66289896,0.0,0.0
hx352a4b557e9035f89b237fe85d6bb92f517fdbd7,Hourglass,130,25325.89080548,0.0,0.0
hxa224bb59e9ba930f3919b57feef7656f1139d24b,Catalyst,131,22746.68367776,0.0,0.0
hx958eb3e5e9e41e53d000f684af78fd7384f2fe12,Yudus Lab,132,19347.4365,0.0,0.0
hx34f817bad3d0554da6c6642b06056bda32b06396,GagarinCrypto,133,19100.38594704,0.0,0.0
hxdb0266079cb558e14b41ad7125b729c2c96b2d36,Midos / EPICX,134,18691.22957817,0.0,0.0
hx03b3f70f1a5acdd9cd5967460a665092c921411a,neo_icon,135,18575.1884,0.0,0.0
hxbb5355790905d790dff2aa04de5ff786a5211958,Xangle,136,18119.28917774,0.0,0.0
hxb58637355ffd78ac0a66bb3be8c038712fc5912b,IFnLIFE,137,18034.4122515,0.0,0.0
