validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,37957579.23286695
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,22336139.80326106
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,20435861.46446453
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,19948704.8806308
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,19851274.83179738
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,19765745.56611621
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,16014407.15203942
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,15118801.16276264
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,14030036.83822299
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,12296719.88060729
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,11049585.84314011
hxca60d4371ad90d624dc7119f81009d799c168aa1,FRĀMD,10626375.72264187
hxe44c986d1c6013c8cafc35edcbd6937985641fce,ICONLOOP,8063139.73538583
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,7822315.26156711
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,7152551.05085627
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,6698600.79415609
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6054066.02120754
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,5958838.66497494
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,5736954.67149795
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5382824.76370567
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5147293.19620765
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),4911493.99889042
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,4903444.85516587
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,4534744.99629651
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,4339771.52455285
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,4216204.43668719
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,3769891.08009937
hxe872d22ad693279cd7ff33f51583f4117a4610b3,CODE METAL,3728917.07127473
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3061133.19536041
hxb11448743cbb63fcf29609401cdc5782793be211,GPS Gaming,2960494.08277441
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,2826309.72048927
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,2751451.50021784
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,2434406.24751266
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,2420750.70294205
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2417188.98143944
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,2191535.24585331
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2176321.86261364
hx15686bf1f501115a2b5de381a20edc1963cb2ec3,ICONbet,2114446.93749411
hx437e3ce53016ffc71be609a4d1194e41a5d89678,FOMOmental,1944184.41703715
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,1711560.94355976
