rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,37655817.27412887,2000000.0,39655817.27412887
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,22445526.872517318,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,21030206.17707389,1134020.1914,22164226.368473887
4,GROW,hxf680ae11372c48afebbce77c9d8de455e1acc18a,19416089.494511444,1009034.3607,20180687.214
5,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19891635.48789378,1000000.01,20000000.2
6,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,21734793.759389803,986691.713,19733834.26
7,ICONLOOP,hxe44c986d1c6013c8cafc35edcbd6937985641fce,14066978.664470484,1000000.0,15066978.664470484
8,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,15745233.694245826,685406.8057,13708136.114
9,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,13774461.233846871,646321.0809,12926421.618
10,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,10877906.715230795,615105.513,11493012.228230795
11,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,9585913.606071638,488742.7483,9774854.966
12,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,12303722.779958671,483741.471,9674829.42
13,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14161484.872975135,430000.0,8600000.0
14,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,6891127.296392388,401886.7592,7293014.055592388
16,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,6535250.785497549,421706.8438,6956957.629297549
15,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,6553181.168075988,364082.1361,6917263.304175988
17,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,6922634.818738608,320000.0,6400000.0
18,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6036659.210854198,359086.405,6395745.615854198
19,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5605035.792493172,287388.3997,5747767.994
20,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,5765311.124630114,280882.0,5617640.0
21,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,4861532.515235823,468444.6114,5329977.126635823
22,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,4686830.3512939075,274452.174,4961282.525293907
24,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,4147760.135255168,288350.0,4436110.135255168
25,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,4235739.51747273,213583.4887,4271669.774
