validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,36315828.17572802
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,22947157.36472219
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,19535825.51908823
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,18714297.89721019
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,16494593.50535237
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,15084901.65408212
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,15068774.67578251
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,14562654.69886265
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,12428301.0322619
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,12023371.56638425
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,10374671.47419314
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,9549740.16200884
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,7724845.21322865
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,7137686.29123022
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6396896.52144132
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,6024428.5645695
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5890984.63321887
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,5849260.76851103
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5764038.49376803
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),5458425.48378962
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,5324419.3824034
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,4880433.4726044
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,4720930.48668529
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4302416.34396075
hx15686bf1f501115a2b5de381a20edc1963cb2ec3,ICONbet,3808139.12443948
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,3717298.21891786
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,3266045.92355882
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3177110.12474891
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,3138636.47416113
hxb11448743cbb63fcf29609401cdc5782793be211,GPS Gaming,3012914.56027457
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2574264.25276398
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,2515217.70803875
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,2497361.36255624
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,2304020.02386983
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2293252.70229067
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2240685.1624028
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,1880403.93654417
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,1833496.13068019
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,1689855.39469059
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,1573704.67079734
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,1429608.43935347
hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,Studio Mirai,1426022.52189946
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,1397126.81438208
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1316510.56959729
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1184943.91389499
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,1052297.8325628
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,883058.96872243
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,862425.66664912
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,804953.20048958
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,793194.53368459
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,719196.10479493
