validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,36197213.75880269
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,23449606.99050469
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,19107775.73786846
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,17778430.58197307
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,17581427.45041819
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,14479784.66563697
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,14466404.46673659
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,14073826.71536737
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,12007414.07223859
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,11647034.72044898
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,9053739.78798207
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,7807730.36223494
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,7000673.07457648
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6988662.13725528
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,6915194.61914573
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,6900235.49023277
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,6797090.61199033
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,6345127.06480104
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,6309662.30624097
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,6168077.40873844
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5850505.49554247
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,5538416.52762111
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5366139.52167873
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),5328161.57499641
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4137614.90139721
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,3580776.37804945
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,3232363.82528771
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3172643.49530816
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,2729847.74298151
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2543328.17995306
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2505152.40545461
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,2398440.46205952
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,2300793.49339226
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2264438.28153898
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,2136006.65321283
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,1967066.66524334
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,1952546.55905092
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,1756212.32430259
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,1690728.16997847
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,1574310.11832731
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,1396628.20651441
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,1344186.6180737
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1158119.13325478
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1109769.38452508
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,985473.97671263
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),896038.48142113
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,855493.08869836
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,836019.55358059
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,771474.70249883
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,739408.99184841
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,675462.78208227
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,Oasis,675201.34273667
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,658594.85499297
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,603021.51532053
