validator,validator_name,rank,delegation,bond,power
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,1,37514119.935897425,2000000.0,39514119.935897425
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,2,22279372.729885083,1156415.4028,23128308.056
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,3,18921084.581993368,1134020.1914,20055104.77339337
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,4,18959482.270705607,1009034.3607,19968516.631405607
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,5,19701058.86008252,1000000.01,20000000.2
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,6,16723235.698268496,937691.713,17660927.411268495
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,7,16291213.390645355,685406.8057,13708136.114
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,8,11589541.547514535,615105.513,12204647.060514534
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,9,12045138.81266531,589770.1472,11795402.944
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),10,5521890.650919047,468444.6114,5990335.262319047
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,11,14996617.931157801,430000.0,8600000.0
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,12,6964560.072709688,421706.8438,7386266.916509688
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,13,7471274.433065488,390146.9838,7802939.676
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,14,4454753.094156983,364082.1361,4818835.230256983
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,15,6374538.280881868,359086.405,6733624.685881868
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,16,4856467.61358709,325000.0,5181467.61358709
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,17,5679658.031831967,319997.9963,5999656.028131967
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,18,5754075.9506354965,297735.7649,5954715.298
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,19,5702470.130102936,288350.0,5767000.0
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,20,6084411.9537573345,280882.0,5617640.0
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,21,4266266.214137863,272734.221,4539000.435137863
