rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,37580898.882452786,2000000.0,39580898.882452786
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,22907398.436215114,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,21549353.445047725,1134020.1914,22680403.828
4,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,19544272.791979864,1009034.3607,20180687.214
5,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19971579.64693,1000000.01,20000000.2
6,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,21326284.064208705,986691.713,19733834.26
7,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,15981751.581271471,685406.8057,13708136.114
8,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,13853309.481641328,624383.2596,12487665.192
9,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,11404501.357117526,615105.513,12019606.870117527
10,ICONLOOP,hxe44c986d1c6013c8cafc35edcbd6937985641fce,8284439.490043621,3611999.0,11896438.490043622
11,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,9494255.483652843,488674.2473,9773484.946
12,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,12296060.001157383,481849.1321,9636982.642
13,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14874483.084805284,430000.0,8600000.0
14,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7826270.6509716,399053.176,7981063.52
15,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,6669722.031962865,364082.1361,7033804.168062865
16,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,6583581.777961552,421706.8438,7005288.621761552
17,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,7064827.545349045,320000.0,6400000.0
18,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6003327.065376026,359086.405,6362413.470376026
19,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5513622.4945494905,287388.3997,5747767.994
20,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,5809832.984264455,280882.0,5617640.0
21,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,4916184.359898294,468444.6114,5384628.971298294
22,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,4709282.1867938405,272142.0448,4981424.23159384
25,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,4320424.525358071,288350.0,4608774.525358071
26,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,4221447.906402095,213583.4887,4271669.774
27,CODE METAL,hxe872d22ad693279cd7ff33f51583f4117a4610b3,3487844.778422639,199726.05,3687570.8284226386
28,NEOPLY,hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,3066521.301262711,162080.0,3228601.301262711
29,GPS Gaming,hxb11448743cbb63fcf29609401cdc5782793be211,2949039.4183847336,206391.4363,3155430.8546847333
30,Ubik Capital,hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,2725016.741211535,155317.5869,2880334.328111535
31,Mineable,hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,2624421.058438857,139100.0,2763521.058438857
23,ICONTROL,hxe8767c80a009c7bb8344d81c430144463cbb325e,2466711.989243313,132699.9434,2599411.9326433134
32,FOMOmental,hx437e3ce53016ffc71be609a4d1194e41a5d89678,1963260.5246549398,97626.8253,1952536.506
33,Unifi Protocol,hx80a3bb927f9edc899f98eb46bd7a7c601da12980,1525567.381317667,130000.0,1655567.381317667
34,InterBlock,hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,1394860.5060630739,157169.9999,1552030.5059630738
35,Inanis Invictus,hxc5e0b88cb9092bbd8b004a517996139334752f62,1401717.675992158,137517.4404,1539235.116392158
36,ICON Sweden,hx1cb5883939f2fd478e92da1260438aa1f03440ca,1060085.7289438331,63377.1084,1123462.8373438332
37,ICX Belgium,hx9a20bc2de732aad6de56dcaabb800c24aab86c28,969391.257292155,50000.0,1000000.0
38,ICON Chicago,hxf6672e670d2b5816061da22231f3a90f0b5955b5,829934.6674774945,47129.0022,877063.6696774944
39,ICON Slovenia,hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,619004.720881781,33000.0,652004.720881781
40,Silicon Valley ICON,hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,578586.2207714635,50000.0,628586.2207714635
41,Eye on ICON,hx2e7db537ca3ff73336bee1bab4cf733a94ae769b,549372.5124543975,67749.0,617121.5124543975
42,DSNC,hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,455645.9669936936,26150.3715,481796.3384936936
43,Blockmove,hx5b97bbec2e555289351806103833a465b7fbbd47,435928.69040611177,30100.0,466028.69040611177
44,ICONologist,hx30af89a52479d8ce8ac6682651203750d639a20f,470620.0310750623,23000.0,460000.0
45,Citadel.one,hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,1730492.9153504279,13563.9615,271279.23
46,RemICX,hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,245487.62825536818,25000.0,270487.6282553682
24,Espanicon,hx9fa9d224306b0722099d30471b3c2306421aead7,248300.71763724965,20000.0,268300.7176372497
47,Transcranial Solutions,hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,220934.28092996008,20000.0,240934.28092996008
48,PiconbelloDAO,hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,212417.77253031562,20333.0017,232750.7742303156
49,ICON 4 ALL,hx69d49e8365659d7771f7e721d7f9b04367212557,162891.26032363417,20000.0,182891.26032363417
50,ICON Guide Star,hx135d9c1b6ad2b7750f153d1649b676f8625e470c,164453.3297486423,15495.892,179949.2217486423
51,Staked Tech,hx55f2cc3244350085734f4e405f761ecf3d2095b3,141713.0141575107,30000.0,171713.0141575107
52,UNBLOCK {ICX GROWTH INCUBATOR},hx554ea6c0c56e6f30682dcaa79a326da3a364899f,119711.29454675424,6000.0,120000.0
