validator,validator_name,cum_votes_update
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,52577256.84280785
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,37893149.41694766
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,22724244.27292564
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,18878188.71368702
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,17451923.85610747
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,iBriz - ICONOsphere,17295864.88053109
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,17178496.73064366
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,14088057.80763271
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,13912413.43734431
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,13860333.5241885
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,12899054.481281
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,8417257.92705873
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,7654379.14511599
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,6992213.5848907
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,6257592.62745159
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,6166126.60500696
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,6136652.8822747
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5618156.4393246
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,5249677.95552471
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,5245109.68614484
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,4683984.54234847
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,4658786.66805285
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4590083.47315413
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),4585775.20112543
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,4072183.54310799
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOWIZ,3581432.39484712
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,2841179.30005377
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,2839260.3391918
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,2656303.32026447
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2367403.80893859
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2312916.97628267
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,2125196.38485835
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2043775.83037128
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1665790.40387431
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,1639417.835795
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,1568701.83022153
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1544973.42369
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,1336631.27950132
hx31c429608c74501de13df5fea30bf1674460be50,HugoByte,1331349.24266076
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,1308827.97411937
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,1304108.83943844
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,1260027.09671978
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),1254849.07434871
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,1245625.68096925
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,1196883.04372386
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,1109308.37879502
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,1083011.3032052
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),1046487.33328037
hx49aff6baa1d2a69730d935068ce8f64eb8d508ef,ParaState,1010232.83369475
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,961492.15418672
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,858118.88959384
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,837524.33875211
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,812559.70086712
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,803227.6845492
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,801753.41043911
hxf0e7b39f0d43591c9a5c823eb19b90462fa51c30,ICON France,796975.12057167
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,795032.12055639
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,779715.34398234
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,772194.37297752
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),770303.08803049
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,720083.28756063
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,698355.62091417
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,ICON Oasis,674784.83696123
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,669490.27147364
hxd2de5d155251ff62bf2f6c2aa616da6472886165,Chainode Tech,660459.41929878
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,659827.80878931
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,652287.67865048
hx475e37c2decf56f5bf678060e3937c944921ccba,ICON London,651223.45039446
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,647257.36636344
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,634344.57133734
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,633929.74540751
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,608317.52026109
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,icon-node-NL,602646.57237123
hxdb0266079cb558e14b41ad7125b729c2c96b2d36,Midos / EPICX,598073.50981337
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,ICON Slovenia,596735.1505716
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},595741.40385491
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,587056.29575566
hx004783f10b0bd56764535cf931650dfe6d42cd9e,DELIGHT,587047.83703916
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,545002.44922151
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,512525.48778702
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,508758.30666382
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,TEMPO,485013.8902803
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,468787.63438792
hx54ebaf568d1d3e61a4ff7d648d3e5cb7ff6179ce,ICON Spark,446965.32006046
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,445261.20868816
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,356227.03094558
hx0315df35eef97e1e73f1a72b1e78ff7f28ba3176,Blockheads Development,353497.42456931
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,341496.21275787
hxd19d4bc5a9eef4e044d83abc82d903ac80504ac8,ICON BOOM,335476.78940597
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,334439.8477719
hx8d7f98f88560fc957d410afb53c5b269bebc8799,icxpromotions,321345.12715716
hxe0df49d9382805d4dfa24487e8ef31165fe782c0,loop57,295490.53005562
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,289760.31579429
hx05493cc93caf332f46715411e12c927750d210b6,ICX Malta,258807.82891365
hxfbddc0f1c0ab85e59578de4b883cdcf94ab33694,Bara-Node,239452.62362576
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,233281.17918406
hx5f4e22b12f50da1927660eaafb87aa8a1bc91610,ICON WHALE,223784.92748862
hx55d5b995fca77274cab59c850803f9ec3e00421f,Orangebloc,212789.91739729
hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,ICON4Education,208475.54735316
hx3571351614f64721081996247e53f6436ed05e55,ICONNECT-Global,152117.97910644
hx8e882ac085ca90e5ef19364ffda6646acceed3b8,Icon Panda,146406.7015268
hxf85e4d956f1dfad8d713421ab58b24863c28b28a,DRAICON BALL,113913.90910023
hx1f6da7d57810e812d030fbbd3144690e481e24fc,Common Computer Online,100416.23971179
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,97154.49969118
hxadad43bd60785979ed2ecea55df1eb8049162b04,Gilga Capital (NEW - LETS GROW ICON),91384.2829529
hx42805d6c22012d5bd56cdab423da9fde5850622f,Noris,88033.3311
hx77b13a82be3a1bd2a71dd389bdfa624a59e8ff2b,InfStones,87500.73628077
hxc1717a36b5288b92586b93d3c20f247b2bab1a26,ICONPool,86114.87769795
hxd243919468353a59250114d3ea891de8486f37c0,Iconserve,84595.42724941
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,HypoICON,82731.2603926
hxa1c5965588ea0615e64313a770c20b069033db7b,OZYS node,77680.76522034
hx2f8b9e265975bd6d99c6ea45219105174e8674d8,iconic innovation,75539.13668613
hxecf2a15a708dde0cf35aedb22344bd0fe0f88f98,manifest-icon,72278.3127503
hx1be230522449d87274fa8f326fed22e3cacfe4c0,ICON Thailand,71535.97487788
hxd5ff5a97308534af8234bfe78fd979e74d9f2920,X-node,66345.22991326
hx6f09a1d35ea1f22467df4f0d04a78b4422dcd30e,FOCUS,63611.22865583
hxd17cc393d0b0a59f0a03e4fb4ac1ab196743162f,Hermes Greece,52653.95352375
hxc7a057d0cbb75606352ec8cc698267b7247cc100,Cardinal,52469.15791777
hx800853ad662997466bd41653329ba97a2ed1f838,ICON Econ,50967.86926916
hxa224bb59e9ba930f3919b57feef7656f1139d24b,Catalyst,46851.98925862
hxe36c036b294cd8a7dc511d7f58c541cdc93704bb,ICONSG,44276.87556872
hx29fbc9cfb184d75d74cab33c70820a696998b596,NODE HODLER,43340.7284543
hxa83c659bcebca1c6cbf9a94477a7005d09461569,ICXmerch,40958.3094947
hx352a4b557e9035f89b237fe85d6bb92f517fdbd7,Hourglass,39049.36009256
