validator,validator_name,rank,delegation,bond,power
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,1,36709157.467279725,2000000.0,38709157.467279725
hxfba37e91ccc13ec1dab115811f73e429cde44d48,Lydia Labs,2,22682688.833366398,1156415.4028,23128308.056
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,3,20107077.108882368,1134020.1914,21241097.300282367
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,4,18990910.529956583,1009034.3607,19999944.890656583
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,5,19652313.231698245,1000000.01,20000000.2
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,6,16730035.683726547,883691.713,17613727.396726545
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,7,11600572.498827292,615105.513,12215678.01182729
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,8,16290394.474641744,600822.1366,12016442.732
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,9,12216513.526791677,589770.1472,11795402.944
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),10,5511827.02300928,468444.6114,5980271.63440928
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,11,14931708.581247544,430000.0,8600000.0
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,12,6949235.124528264,421706.8438,7370941.968328264
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,13,7362836.274861904,389239.4485,7752075.723361904
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,14,4598272.631899926,364082.1361,4962354.767999927
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,15,6338530.273967532,359086.405,6697616.678967533
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,sudoblock,16,5007345.717837313,325000.0,5332345.717837313
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,17,5701787.215982617,319997.9963,6021785.212282617
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,18,5727658.063555389,297735.7649,5954715.298
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,19,5712945.340717112,288350.0,5767000.0
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,20,6071432.789468662,280882.0,5617640.0
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,21,4413054.460080807,272734.221,4685788.681080807
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,22,10569602.237237604,234000.0,4680000.0
hx15686bf1f501115a2b5de381a20edc1963cb2ec3,ICONbet,23,3901160.059757942,200000.0,4000000.0
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,24,3251531.2731258627,195649.3107,3447180.583825863
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,25,3661862.8222700004,192496.7743,3849935.486
hxb11448743cbb63fcf29609401cdc5782793be211,GPS Gaming,26,2884440.908912338,175006.4363,3059447.345212338
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,27,3183577.7870612405,162080.0,3241600.0
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,28,1679194.618618879,151353.3724,1830547.991018879
hx31c429608c74501de13df5fea30bf1674460be50,Hugobyte,29,3728119.049041108,150000.0,3000000.0
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,30,1681877.8427303578,130000.0,1811877.8427303578
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,31,2505073.4064378235,118225.5501,2364511.002
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,32,664343.9226364089,105065.6299,769409.5525364089
hx437e3ce53016ffc71be609a4d1194e41a5d89678,FOMOmental,33,1655826.2257290548,85253.9298,1705078.596
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,34,1297564.7779159101,65000.0,1300000.0
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,35,1196608.3899986767,63377.1084,1259985.4983986767
hxca60d4371ad90d624dc7119f81009d799c168aa1,FRĀMD,36,659998.5703185481,58149.346,718147.9163185481
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,37,838925.1487263787,54998.0,893923.1487263787
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,38,3072351.8825451653,50166.2256,1003324.512
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,39,696263.4347019208,50000.0,746263.4347019208
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,40,862235.007826359,44247.8835,884957.67
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,41,442211.22052792285,30100.0,472311.22052792285
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,42,529103.2801245003,30000.0,559103.2801245003
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,43,252305.80585004058,30000.0,282305.8058500406
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,44,481339.7263520682,26000.0,507339.7263520682
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,45,345499.7806569972,25000.0,370499.7806569972
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,46,350724.55415654596,20333.0017,371057.5558565459
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,47,356674.1187561009,20000.0,376674.1187561009
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,48,310287.4012359407,20000.0,330287.4012359407
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,49,297082.2567769512,20000.0,317082.2567769512
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,50,270332.8185438163,15495.892,285828.71054381627
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,51,1842867.8540584866,13563.9615,271279.23
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,52,2540750.511860442,12937.3818,258747.636
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},53,228190.90839013376,10517.2375,210344.75
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,54,253973.35767899008,5000.0,100000.0
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,55,185389.49734480557,3912.8015,78256.03
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,56,7631284.384353312,0.0,0.0
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,57,4133354.676587142,0.0,0.0
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,58,2529008.6476877453,0.0,0.0
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,59,2312926.8504236164,0.0,0.0
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,60,2308811.5264257295,0.0,0.0
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,61,1885149.757277944,0.0,0.0
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,62,1522865.577584532,0.0,0.0
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,63,1434302.1530369245,0.0,0.0
hx5da9e862b4e26e5ac486c1d70d9d63927ce35e1c,Studio Mirai,64,1095041.98094641,0.0,0.0
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,65,1060082.9568659354,0.0,0.0
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,66,993645.2247859198,0.0,0.0
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,67,861788.1261795913,0.0,0.0
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,68,723600.1007471154,0.0,0.0
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,69,638442.1285038025,0.0,0.0
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),70,632064.3363597853,0.0,0.0
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,71,587216.688066966,0.0,0.0
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,72,535419.918414474,0.0,0.0
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,73,467426.289352608,0.0,0.0
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,74,465984.65802024613,0.0,0.0
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,75,452231.58894155326,0.0,0.0
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,76,434337.13833404,0.0,0.0
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,77,423496.21349129244,0.0,0.0
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,78,401498.25397047895,0.0,0.0
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,79,376881.2916597891,0.0,0.0
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),80,374012.33233184164,0.0,0.0
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,Oasis,81,357971.3867498416,0.0,0.0
hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,ICON4Education,82,357212.15969973925,0.0,0.0
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,83,352944.7286116127,0.0,0.0
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),84,340822.6054867516,0.0,0.0
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,85,340608.29875573853,0.0,0.0
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,86,339162.35629518115,0.0,0.0
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,Coda Labs,87,333710.0059221368,0.0,0.0
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,88,308434.0951504201,0.0,0.0
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,89,294974.7525338532,0.0,0.0
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,90,287867.43299750146,0.0,0.0
hx05493cc93caf332f46715411e12c927750d210b6,ICX Malta,91,285693.4147025878,0.0,0.0
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,ICON Slovenia,92,282410.4761251605,0.0,0.0
