rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,38229109.097855866,2000000.0,40000000.0
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,21732446.303562995,1156415.4028,22888861.706362993
3,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,19240165.511291992,1009034.3607,20180687.214
4,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19827065.349646818,1000000.01,20000000.2
5,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,19491280.820222657,986691.713,19733834.26
6,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,17896099.817718204,1134020.1914,19030120.009118203
7,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,15601622.088176271,685406.8057,13708136.114
8,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,13885319.11175278,624383.2596,12487665.192
9,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,10990270.402210196,615105.513,11605375.915210197
10,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,10928456.729117002,479996.7336,9599934.672
11,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14670836.416203521,430000.0,8600000.0
12,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7428462.826831057,399053.176,7827516.002831057
13,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,6497878.078593805,364082.1361,6861960.214693805
14,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6116185.559859801,359086.405,6475271.964859801
15,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,6019749.682914843,421706.8438,6441456.526714843
16,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,6995605.882432778,320000.0,6400000.0
18,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,5719991.237005358,280882.0,5617640.0
19,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5312717.95554872,287388.3997,5600106.35524872
17,VELIC,hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,5203107.757578945,319997.9963,5523105.7538789455
20,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,4931681.760428247,468444.6114,5400126.371828247
21,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,12253742.809269032,234000.0,4680000.0
23,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,4117313.350392606,264589.2962,4381902.646592606
24,Hugobyte,hx31c429608c74501de13df5fea30bf1674460be50,4224507.9864472905,213583.4887,4271669.774
