validator,validator_name,cum_votes_update
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,52984427.86708509
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,37191974.48068239
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,22291305.48652131
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,20943667.04680938
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,18297620.13524356
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,iBriz - ICONOsphere,17263156.9978061
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,16677588.11416221
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,14027547.81471408
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,13407185.53876531
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,13348579.22029633
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,13009798.41726092
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,8347114.72302768
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,7376241.82296328
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,6649446.42350738
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5686179.88756716
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,5614578.41137443
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,5572564.22845051
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,5173058.66686923
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,4765469.89348662
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,4704406.52822709
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4441197.05181754
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,4244641.20189374
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),3869450.79005305
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,3367897.94382023
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOWIZ,2924848.34347111
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,2807729.841975
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,2779545.64280084
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,2732156.25059898
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2688473.34989816
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2412958.19687763
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2141606.84322833
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,2113284.23444344
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2068458.79395881
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,1900784.57470617
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1765819.0127049
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1736602.93690792
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,1720995.47816044
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,1389433.5575577
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,1340996.77126311
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,1300293.74531251
hx31c429608c74501de13df5fea30bf1674460be50,HugoByte,1296231.28287173
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,1292936.31221688
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,1255961.28313476
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,1245043.70926892
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),1235426.85160075
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,1108278.1678565
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,1084997.331521
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,1047365.01984049
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),1017883.94018161
hx49aff6baa1d2a69730d935068ce8f64eb8d508ef,ParaState,1006259.46808706
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,979564.27258943
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,859810.28078656
