validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,36319974.53379274
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,22297135.90106208
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,21335600.77025901
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,19113341.12652105
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,16873215.06634016
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,15400745.81436522
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,13937366.0836762
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,11358750.65909052
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,10177804.71806728
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,9139490.29425523
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,7464095.5571232
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,7031855.37460299
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6868051.43343936
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,6572204.40113477
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,6398468.16228387
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,6351102.1948185
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,6212627.50344678
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),6083526.72311032
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,6081092.51311008
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,5684036.03715649
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,5537297.98000993
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5534616.63691659
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4156741.97072991
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,3876685.82069288
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,3640708.42394507
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3244490.02617552
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,2772739.0991749
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,2689698.8954104
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2644983.45751618
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,2633159.22500802
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,2529278.55877868
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2485369.60987899
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,2437470.31393044
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,2348843.89585467
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2328435.02493812
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,2133882.39978025
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,2037005.85732096
hx31c429608c74501de13df5fea30bf1674460be50,HugoByte,2026463.05199604
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,1896692.16208818
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,1699694.43339279
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,1631945.06707695
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,1260666.92336765
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1247258.02819587
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1182632.98854205
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,1066508.28450353
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,982163.64026088
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),968374.60342586
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,895190.7253173
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,853392.22838649
