validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,36013753.2732523
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,23194248.27503658
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,18961268.677857
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,18139652.9602411
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,17186367.36006327
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,14496090.17737741
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,14346921.37418672
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,14233232.69181831
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,12230954.19248394
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,11708105.35361085
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,8894767.63004219
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,7236406.58190959
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,7071501.32399237
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,7027749.15391427
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,6917909.58037034
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,6833114.7471924
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6684012.36400247
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,6433560.55893122
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,6368731.66906455
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,6157586.62504403
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5921250.04065215
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,5547016.77230946
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),5381588.24805087
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5367207.36685863
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4315774.65273851
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,3631708.73611841
