rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,38180207.07331173,2000000.0,40000000.0
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,24710896.33145343,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,19622868.145366095,1134020.1914,20756888.336766098
4,GROW,hxf680ae11372c48afebbce77c9d8de455e1acc18a,20364128.577190444,1009034.3607,20180687.214
5,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,19079456.945701998,1070691.713,20150148.658701997
6,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19876960.741620995,1000000.01,20000000.2
7,ICONLOOP,hxe44c986d1c6013c8cafc35edcbd6937985641fce,14389247.645987187,1000000.0,15389247.645987187
8,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,15060171.467839029,710000.0,14200000.0
9,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,15500847.270685636,646321.0809,12926421.618
10,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,11954296.709287124,595085.3958,11901707.916
11,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,16479827.251488106,564362.9376,11287258.752
12,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,13247656.168751748,529911.7985,10598235.97
13,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,7209017.367857831,421706.8438,7630724.2116578305
14,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,6459959.723423201,401886.7592,6861846.482623201
15,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,8503972.11897388,320000.0,6400000.0
16,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,5891567.289033259,359086.405,6250653.6940332595
17,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,7382613.377540224,284786.2849,5695725.698
