rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,38033863.66424896,2000000.0,40000000.0
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,22459869.079754356,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,21623931.14451487,1134020.1914,22680403.828
4,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,19512646.037745476,1009034.3607,20180687.214
5,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19962629.55677359,1000000.01,20000000.2
6,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,21288705.960228603,986691.713,19733834.26
7,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,15943270.611902962,685406.8057,13708136.114
8,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,13814226.06108852,624383.2596,12487665.192
9,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,11422132.982864423,615105.513,12037238.495864421
10,ICONLOOP,hxe44c986d1c6013c8cafc35edcbd6937985641fce,8213495.9013205925,3611999.0,11825494.901320593
11,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,9434759.257209519,484404.4132,9688088.264
12,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,12311351.14958415,480900.2097,9618004.194
13,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,15075503.846061554,430000.0,8600000.0
14,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7793335.813459387,399053.176,7981063.52
15,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,6637720.675895172,364082.1361,7001802.811995172
16,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,6048900.104701167,421706.8438,6470606.948501167
17,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,7031819.204724615,320000.0,6400000.0
18,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,5975362.202654911,359086.405,6334448.607654911
19,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5478513.437779751,287388.3997,5747767.994
20,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,5744873.030772115,280882.0,5617640.0
