biweek,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,Qualified
2020-49 & 2020-50,hxcaf3a1285478520ad520d34d470aed54d49c4774,23432.8644,24,2,301.7483,3702.6113,845.68175,976.3693499999999,1.28771%,15.80093%,3.60896%,4.16667%,YES
2020-49 & 2020-50,hxee4ed659a48922c4f5dbe97ab3fcdc35a7010924,10160.937299999998,23,2,196.18959999999998,810.0657,392.2957,441.7798826086956,1.93082%,7.97235%,3.86082%,4.34783%,YES
2020-49 & 2020-50,hx171a92e51f8f199d509c61699897bdc93f265761,2529.044,23,2,50.5808,379.3566,75.8713,109.95843478260869,2.00000%,15.00000%,3.00000%,4.34783%,YES
2020-49 & 2020-50,hxb812766bc41d782edd84f7b8a36c97fcaf6bfd39,244.4239,23,2,4.5489999999999995,29.8749,10.0,10.627126086956522,1.86111%,12.22258%,4.09125%,4.34783%,YES
2020-49 & 2020-50,hx396b89b9167f5b1ca55e8224fcff78b22677bf1f,7587.163242270916,23,2,139.96104842816473,730.2312066876341,258.4896597437197,329.87666270743114,1.84471%,9.62456%,3.40693%,4.34783%,YES
2020-49 & 2020-50,hx6aee4d81a36e730ef217616542ed7c654829ead2,2999.0093,23,2,59.9801,180.2131,120.1421,130.39170869565217,2.00000%,6.00909%,4.00606%,4.34783%,YES
2020-49 & 2020-50,hx4c9cc8daac26a7547d378fc9d1960bd9e3187870,478.04330000000004,23,2,6.2176,86.089,20.0,20.784491304347828,1.30064%,18.00862%,4.18372%,4.34783%,YES
2020-49 & 2020-50,hxb50bf047dfdce1e3b21ee7cde229a99a29e3569d,38374.6756,22,2,745.6016,3807.4334,1864.0039,1744.3034363636364,1.94295%,9.92173%,4.85738%,4.54545%,YES
2020-49 & 2020-50,hx349502ce9e2e1f290769bfa4d2a878a0cfb0050f,4349.36,22,2,197.0,212.35999999999993,197.0,197.6981818181818,4.52940%,4.88256%,4.52940%,4.54545%,YES
2020-49 & 2020-50,hxd6b8a685743ab7134eeb545947741817e0caf4af,10434.217700000001,22,2,104.2116,1396.6519000000003,436.2595,474.2826227272728,0.99875%,13.38531%,4.18105%,4.54545%,YES
2020-49 & 2020-50,hx4b3aec7d9d401557939d392e03721025eee2a6a7,214093.6537,22,2,4190.5317,13034.034199999998,7900.12405,9731.529713636364,1.95734%,6.08801%,3.69003%,4.54545%,YES
2020-49 & 2020-50,hx2e48a07fc66eb6de9cebb40d6fc3b6407174b92e,1017.9877,22,2,45.9877,49.0,46.0,46.27216818181818,4.51751%,4.81342%,4.51872%,4.54545%,YES
2020-49 & 2020-50,hx3c117f6c88806a9a37f5602ab884568d71138239,9033.6596,21,2,350.8427,720.1409,350.8427,430.1742666666667,3.88373%,7.97175%,3.88373%,4.76190%,YES
2020-49 & 2020-50,hxac10537896b44850e68db5d5ef50d57af82953da,2755.1885,21,2,20.0,300.0,100.0,131.19945238095238,0.72590%,10.88855%,3.62952%,4.76190%,YES
2020-49 & 2020-50,hxad9a11d1d6a37c499284b9ce23e38f1e9b3e0894,50914.7217,21,2,105.4244,9413.5175,1492.9952,2424.510557142857,0.20706%,18.48879%,2.93234%,4.76190%,YES
2020-49 & 2020-50,hxb69e92375ef41990daba1ff2f72409555f787aa8,51756.29340000001,21,2,122.5383,20633.75510000001,1000.0,2464.5854000000004,0.23676%,39.86714%,1.93213%,4.76190%,YES
2020-49 & 2020-50,hxf0fa3e948b05eca500400a88c13808d0797e4850,26411.9893,21,2,1.0,26253.9893,5.0,1257.7137761904762,0.00379%,99.40179%,0.01893%,4.76190%,NO
2020-49 & 2020-50,hx77035912d806f04dad1a0d33ba6014effcc7fbc0,20014.0,21,2,14.0,1000.0,1000.0,953.047619047619,0.06995%,4.99650%,4.99650%,4.76190%,YES
2020-49 & 2020-50,hx624cc71bdd83371ed6ed32ba06c705e8d586244c,32840.0172,21,2,10.0,25865.7536,56.8865,1563.810342857143,0.03045%,78.76291%,0.17322%,4.76190%,NO
2020-49 & 2020-50,hx0c67126a203416e066ff2ee1c0f6ab1a3eedc959,11387.0,21,2,0.0,1494.0,476.0,455.48,0.00000%,13.12022%,4.18021%,4.00000%,YES
2020-49 & 2020-50,hxd5831e3323d39b999a92970d1a1d4a5e848dda46,8207.0257,21,2,259.42539999999997,569.3248,422.1933,390.8107476190476,3.16102%,6.93704%,5.14429%,4.76190%,YES
2020-49 & 2020-50,hx44f4a5faccae3e1a109e95c896c13ae234d4d145,2283.9844000000007,21,2,6.5012,627.0958,79.4095,108.76116190476193,0.28464%,27.45622%,3.47680%,4.76190%,YES
2020-49 & 2020-50,hxc7b808aaa9c8582cd5adc39be974df20a55c55e0,48320.16930000001,21,2,5.0,24682.1493,10.0,2300.9604428571433,0.01035%,51.08043%,0.02070%,4.76190%,YES
2020-49 & 2020-50,hx88b2272c89d22f69b280e9b2304e5acb72463788,5101.125,21,2,40.8128,825.9966999999999,153.0476,242.91071428571428,0.80007%,16.19244%,3.00027%,4.76190%,YES
2020-49 & 2020-50,hx23c7091c5c63676d0667653d2c1a0791cf9236d2,884.3240000000003,20,2,44.2,44.523999999999994,44.2,44.216200000000015,4.99817%,5.03481%,4.99817%,5.00000%,YES
2020-49 & 2020-50,hxcb95e7390d67723f0cd7830aaa56a248763817d8,353.4459,20,2,11.4459,18.0,18.0,17.672295,3.23837%,5.09272%,5.09272%,5.00000%,YES
2020-49 & 2020-50,hx913399911d719b0ae91071c4c9017f0f1e8ca8f0,997.9848000000002,20,2,9.9898,108.8884,49.94925,49.899240000000006,1.00100%,10.91083%,5.00501%,5.00000%,YES
2020-49 & 2020-50,hx2e4309caac07eff585c4b0c12e787c50fcbc3e05,771.4793999999999,20,2,22.7815,57.3531,37.09795,38.573969999999996,2.95296%,7.43417%,4.80868%,5.00000%,YES
2020-49 & 2020-50,hxf3d6326506d3093fbbeb8ca8eb0ef7a23536ef18,34624.99999999999,20,2,1632.2641,1736.4629,1736.4629,1731.2499999999995,4.71412%,5.01506%,5.01506%,5.00000%,YES
2020-49 & 2020-50,hx6df7bc87eb3a0a7c38ec7edca32d82a3595071d9,1278.7951000000005,20,2,26.7933,415.3677,44.6556,63.93975500000003,2.09520%,32.48118%,3.49201%,5.00000%,YES
2020-49 & 2020-50,hx99e3d951340ad78f48437eae250cb05f9f4d0284,22142.0039,20,2,432.7106,2646.6874999999995,471.3905,1107.100195,1.95425%,11.95324%,2.12894%,5.00000%,YES
2020-49 & 2020-50,hx6c4f4f44ae546e57eac829897ed94337fdad47af,5604.4105,20,2,0.0,500.0,200.0,266.87669047619045,0.00000%,8.92154%,3.56862%,4.76190%,YES
2020-49 & 2020-50,hx857353391e454d7fc60f4879224aade697602877,335.15999999999997,20,2,6.7032,23.4613,16.758,16.758,2.00000%,7.00003%,5.00000%,5.00000%,YES
2020-49 & 2020-50,hx7f02efbae58798bb1c5b42c16aa85fbbc4c8db41,13411.8288,20,2,1.0,13392.8288,1.0,670.5914399999999,0.00746%,99.85833%,0.00746%,5.00000%,NO
2020-49 & 2020-50,hxb17745d715f488307816fb9d2861bc2d08c39e5c,1034.0,20,2,31.02,103.4,51.7,51.7,3.00000%,10.00000%,5.00000%,5.00000%,YES
2020-49 & 2020-50,hx6017e7e70f316db3dc5eeeb955fc9fe9713a4bb2,6739.696200000001,20,2,335.0,340.0000000000007,335.0,336.98481000000004,4.97055%,5.04474%,4.97055%,5.00000%,YES
2020-49 & 2020-50,hx1cd1e371a8f885f68799aa837e287c5c442e9adb,49999.999999999985,20,2,200.0,9221.8106,2222.0705000000003,2499.999999999999,0.40000%,18.44362%,4.44414%,5.00000%,YES
2020-49 & 2020-50,hxe46fa4aa6d20d1ee400654fd5f328632ed319f0b,703.9411000000001,20,2,9.3244,211.45710000000003,24.812649999999998,35.197055000000006,1.32460%,30.03903%,3.52482%,5.00000%,YES
2020-49 & 2020-50,hxe67b818b6ab2967afc6ede848658c66802b8ab9c,794.2266000000004,20,2,39.7113,39.7119,39.7113,39.71133000000002,5.00000%,5.00007%,5.00000%,5.00000%,YES
2020-49 & 2020-50,hx1c7bd6a471d502840378e455f2f45430b9973d90,44321.6684,20,2,0.0,44302.6684,1.0,2014.621290909091,0.00000%,99.95713%,0.00226%,4.54545%,NO
2020-49 & 2020-50,hx18e6ff393f3e2d47649494b0708141e87d46d98f,88.10000000000001,20,2,4.405,4.405,4.405,4.405,5.00000%,5.00000%,5.00000%,5.00000%,YES
2020-49 & 2020-50,hx5203a1c4db4ce125e32d81205a8bff763ff579f1,87487.12811107711,20,2,331.1250163557178,18431.760291006154,3187.424252574897,4374.356405553855,0.37848%,21.06797%,3.64331%,5.00000%,YES
2020-49 & 2020-50,hxa745e00938fb20c9b55406d21d2fa175d248ff9c,3095.8172,20,2,18.3565,400.0,80.0,154.79086,0.59295%,12.92066%,2.58413%,5.00000%,YES
2020-49 & 2020-50,hx8e1c9e9a72d54632fb8769bbd9417d1af1be079b,7702.560599999999,20,2,0.0,1080.9521000000002,221.46520000000004,366.7886,0.00000%,14.03367%,2.87522%,4.76190%,YES
2020-49 & 2020-50,hx20268fdf7c282d97b5a91441bb6d3f218dc49f9c,168.82949999999994,19,1,3.9872,16.232,8.482000000000001,8.885763157894734,2.36167%,9.61443%,5.02400%,5.26316%,YES
2020-49 & 2020-50,hx40bc58ea43241b88e13e3e2b54db0eefa73108fd,147978.34370000003,19,1,291.0607,30647.567699999996,5362.6061,7788.33387894737,0.19669%,20.71085%,3.62391%,5.26316%,YES
2020-49 & 2020-50,hxe03b68f5e0fafd46eed4b9ab805a95734278a3bd,80113.6199,19,1,0.0,11080.597600000001,3669.5703000000003,3338.0674958333334,0.00000%,13.83110%,4.58046%,4.16667%,YES
2020-49 & 2020-50,hxd57953ba157721028b3fedbc7c067ed555c85e01,78033.3252,19,1,40.0,36753.3252,200.0,4107.017115789474,0.05126%,47.09952%,0.25630%,5.26316%,YES
2020-49 & 2020-50,hx82b4acc37a019e08235724f88d4cb0f130a0a208,36177.2167,19,1,882.8539999999999,3000.0,1769.7059,1904.0640368421052,2.44036%,8.29251%,4.89177%,5.26316%,YES
2020-49 & 2020-50,hx179358d62f45c8327fab772dfc3bf08b8d5c1259,1635.2766,18,1,40.5453,170.0,76.98294999999999,90.8487,2.47942%,10.39579%,4.70764%,5.55556%,YES
2020-49 & 2020-50,hx26907c177186f27613f85431237f3d68cf303528,41791.803400000004,18,1,1474.4764,4233.4072,2364.66005,2321.7668555555556,3.52815%,10.12975%,5.65819%,5.55556%,YES
2020-49 & 2020-50,hx6de349dbe155a21ee96dcf194d65f67f50ad2a74,31165.343500000003,18,1,499.99999999999955,1888.6425,1800.0,1731.4079722222223,1.60435%,6.06007%,5.77565%,5.55556%,YES
2020-49 & 2020-50,hx81f933da3f0ef5fe89887e06cb3b2f80aba4010b,5987.817300000001,18,1,213.4852,500.0,300.0,332.6565166666667,3.56533%,8.35029%,5.01017%,5.55556%,YES
2020-49 & 2020-50,hx82a8319354bbdf73087c60a019563c980061f592,33508.9659,18,1,0.0,5152.6641,1571.0981,1675.4482950000001,0.00000%,15.37697%,4.68859%,5.00000%,YES
2020-49 & 2020-50,hx35684b6a38b8e7b54ad385a2b986d09c8bc83f61,4744.441900000001,18,1,128.1256,857.0828,237.2695,263.5801055555556,2.70054%,18.06499%,5.00100%,5.55556%,YES
2020-49 & 2020-50,hx02d9625fede24e2378ab6e96cf354cb350992c65,5062.0219,18,1,59.4921,451.8808,301.2539,281.2234388888889,1.17526%,8.92688%,5.95126%,5.55556%,YES
2020-49 & 2020-50,hxc6bdf332de359c46f3bedbb1776ce0f8ce78a1b6,857472.214,18,1,0.0,104962.7032,50304.2343,40832.01019047619,0.00000%,12.24095%,5.86657%,4.76190%,YES
2020-49 & 2020-50,hx02e7a0938791fcbd5379740a3f7cdbd5c75c690e,4188.6637,18,1,200.0,300.00000000000006,200.0,232.7035388888889,4.77479%,7.16219%,4.77479%,5.55556%,YES
2020-49 & 2020-50,hx6b9dcbd1234b5f5317b04fc4bcfb31930d0d4895,573.8751,17,1,10.0,86.1359,34.4542,33.75735882352941,1.74254%,15.00952%,6.00378%,5.88235%,YES
2020-49 & 2020-50,hx6c6cbea1f364be1be5a56f9d5b5675a3f9828366,20271.0552,17,1,2.0,4061.2,906.922,1192.415011764706,0.00987%,20.03448%,4.47398%,5.88235%,YES
2020-49 & 2020-50,hxbae2c2c3b5461d945ea9d040c8287ab11d524c95,200.35470000000032,17,1,1.0,123.58330000000018,4.0151,11.785570588235313,0.49911%,61.68226%,2.00400%,5.88235%,YES
2020-49 & 2020-50,hxb09866aadc6d5b5e9c2c222f4419fa02e34939a9,5022.9999999984,17,1,295.47058823519995,295.4705882352001,295.4705882352,295.4705882352,5.88235%,5.88235%,5.88235%,5.88235%,YES
2020-49 & 2020-50,hx5e46559dcbaf2107e562e3e5832ed7b384c8debe,31412.6619,17,1,999.8241,12412.837800000001,1000.0,1847.8036411764706,3.18287%,39.51540%,3.18343%,5.88235%,YES
2020-49 & 2020-50,hxa4556d928cfabb02caa1f07078f579638b5d4357,13353.070109482156,17,1,45.351529722597604,3014.4885214823735,365.9875569930538,785.4747123224797,0.33963%,22.57525%,2.74085%,5.88235%,YES
2020-49 & 2020-50,hx87455c62c2ef3f37496fb2fef0df86fdadada87c,166267.7019,17,1,6267.7019,10000.0,10000.0,9780.453052941175,3.76964%,6.01440%,6.01440%,5.88235%,YES
2020-49 & 2020-50,hx10e196b23d1b042a6a1ff67931598458f8cef7f5,3007.8840999999993,17,1,30.0813,722.5695000000001,60.1626,176.93435882352938,1.00008%,24.02252%,2.00016%,5.88235%,YES
2020-49 & 2020-50,hx91b9df44a0679a85ff83199b5f66529a45bf2dbb,3012.5092,17,1,120.6441,427.2504,147.9242,177.20642352941175,4.00477%,14.18254%,4.91033%,5.88235%,YES
2020-49 & 2020-50,hxc30aabbc541d3ad4019aa5675fc553549852130e,8788.5989,17,1,188.5989,1000.0,500.0,516.976405882353,2.14595%,11.37838%,5.68919%,5.88235%,YES
2020-49 & 2020-50,hx53c974aa02514313dc3e5371d3703051e4825f3b,88756.7734,17,1,756.7734,8500.0,2500.0,5220.986670588236,0.85264%,9.57673%,2.81669%,5.88235%,YES
2020-49 & 2020-50,hx3aee90a6c26501fc476315be18a07712178188da,1032.2,17,1,30.0,139.9948,60.0,60.71764705882353,2.90641%,13.56276%,5.81283%,5.88235%,YES
2020-49 & 2020-50,hx3de2860d953d0ce3827bf02b7d0837e5917774cb,29809.256899999997,17,1,367.43399999999997,3009.6785,1832.687,1753.4856999999997,1.23262%,10.09646%,6.14805%,5.88235%,YES
2020-49 & 2020-50,hxdeb908625fcab32473b9ab4798fb140bdd290324,886.6675,17,1,50.0,86.6675,50.0,52.15691176470588,5.63909%,9.77452%,5.63909%,5.88235%,YES
2020-49 & 2020-50,hx1a3690342bc1fbabae3362b56059d17b69b40915,3960.0,16,1,200.0,960.0,200.0,247.5,5.05051%,24.24242%,5.05051%,6.25000%,YES
2020-49 & 2020-50,hx13c863c2f8839574d795c3c6cce1aab0bd4fcae4,124874.2638,16,1,608.5790999999999,29613.406,4539.1664,7804.6414875,0.48735%,23.71458%,3.63499%,6.25000%,YES
2020-49 & 2020-50,hx4b03d97b91bc4d13d271ee97c8571141baca6cd0,513052.1936,16,1,870.8702,147255.5638,2286.4076,32065.7621,0.16974%,28.70187%,0.44565%,6.25000%,YES
2020-49 & 2020-50,hx864c5eec5eccb203772a322cd711ae7f5c8dec77,11892.455699999999,16,1,203.6875,1649.8154,680.23595,743.2784812499999,1.71275%,13.87279%,5.71989%,6.25000%,YES
2020-49 & 2020-50,hx442f62bda2157037af839c7075f43f16b2d4cc91,25633.3783,16,1,552.6086,8139.955899999999,861.1478,1602.08614375,2.15582%,31.75530%,3.35948%,6.25000%,YES
2020-49 & 2020-50,hxe3dd8785da38941b2d6893b027502a586be5edb1,1443.1001,16,1,24.5335,361.3962,48.602850000000004,90.19375625,1.70006%,25.04304%,3.36795%,6.25000%,YES
2020-49 & 2020-50,hx980c88105afbc6dec15d6e44bea29289c2ab6683,1306.6502,16,1,50.0,100.0,100.0,81.6656375,3.82658%,7.65316%,7.65316%,6.25000%,YES
2020-49 & 2020-50,hxa4223229cf2bacc2fbb861563bb6e2b9cbc56a3e,5449.143400000001,16,1,100.37879999999996,1200.0000000000005,146.6564000000002,340.57146250000005,1.84210%,22.02181%,2.69137%,6.25000%,YES
2020-49 & 2020-50,hx91449e6edfd99af685c9c376024db63fca65e236,3640.8779,16,1,100.88480000000018,1200.0,103.92220000000002,227.55486875,2.77089%,32.95908%,2.85432%,6.25000%,YES
2020-49 & 2020-50,hx39aa53c5d86727d19c5f6b4a1e1ad408399e797c,19746.29,15,1,1143.8113,1594.2119,1218.9830000000002,1316.4193333333335,5.79254%,8.07348%,6.17323%,6.66667%,YES
2020-49 & 2020-50,hx44e86c6d99cd4b15ef4ad8d8d727c07950d8e37c,19.0,15,1,1.0,5.0,1.0,1.2666666666666666,5.26316%,26.31579%,5.26316%,6.66667%,NO
2020-49 & 2020-50,hx461eb340a1aca911fb8a85d0401a5c3b84345aae,4934.157262545998,15,1,117.1224,1025.6759,251.397,328.9438175030665,2.37371%,20.78726%,5.09503%,6.66667%,YES
2020-49 & 2020-50,hxdd3e1988cb579476efba6206819f7cd6af43f38d,64367.0,15,1,4000.0,5000.0,4000.0,4291.133333333333,6.21436%,7.76796%,6.21436%,6.66667%,YES
2020-49 & 2020-50,hx250858a62cd9fec535459cd61ca7b1d89984c8a9,537.1549,15,1,4.178999999999999,50.0,50.0,35.81032666666667,0.77799%,9.30830%,9.30830%,6.66667%,YES
2020-49 & 2020-50,hx49d49a4ae9a0a21ad72aadb4579c29817ed64075,10811.601499999999,15,1,75.7483,3800.6139999999996,339.4903,720.7734333333333,0.70062%,35.15311%,3.14006%,6.66667%,YES
2020-49 & 2020-50,hxf819c5e1cc4b3e48aab63cacf87b2f723d01ec7d,42414.0686,15,1,1000.0,4500.0,2800.0,2827.604573333333,2.35771%,10.60969%,6.60158%,6.66667%,YES
2020-49 & 2020-50,hxe0529dc2d947df2f83c341d1bdcfbf2758685a31,16365.2084,15,1,0.0,1500.0,1000.0,1022.825525,0.00000%,9.16579%,6.11052%,6.25000%,YES
2020-49 & 2020-50,hx23957e7cfd6ad721f240e7fbb395e0d765fb9b36,7000.6843,15,1,32.2857,1516.8606,399.9999,466.71228666666667,0.46118%,21.66732%,5.71373%,6.66667%,YES
2020-49 & 2020-50,hx9b7a327acaa261572c77722c44a4090f16dc4c98,101706.10900000001,15,1,171.5763,11428.3663,6757.631700000001,6780.407266666667,0.16870%,11.23666%,6.64427%,6.66667%,YES
2020-49 & 2020-50,hx9c9d5309ef3381e7e5d9a79c11835c0b5636abcc,5964.918200000001,15,1,298.6125,1075.4675,306.9262,397.6612133333334,5.00615%,18.02988%,5.14552%,6.66667%,YES
2020-49 & 2020-50,hx9624f97052215bc50da22b8b0c3d68ddf9acfe34,61175.9912,15,1,3825.5562000000004,4260.1058,4159.541300000001,4078.399413333333,6.25336%,6.96369%,6.79930%,6.66667%,YES
2020-49 & 2020-50,hxa4ba1bcf183f051844c278796f47112e8805d229,2325.3606,15,1,116.26799999999999,697.6081,116.26799999999999,155.02403999999999,5.00000%,30.00000%,5.00000%,6.66667%,YES
2020-49 & 2020-50,hx112ce917667495811dafe3522c5c82cca3060710,40506.0271,15,1,1382.5452,3123.481899999999,3000.0,2700.4018066666667,3.41318%,7.71115%,7.40631%,6.66667%,YES
2020-49 & 2020-50,hx8816f9995eb3bba5c93a9f954f36e816b9f1df8f,1336.1261,15,1,5.3816,257.4011,53.534,89.07507333333334,0.40278%,19.26473%,4.00666%,6.66667%,YES
2020-49 & 2020-50,hx7849e4405707a7ed86a3d24f8ff4cf45cde3587d,38656.86111481434,15,1,513.3023323575981,6087.270170137008,1946.681162343438,2577.124074320956,1.32784%,15.74693%,5.03580%,6.66667%,YES
2020-49 & 2020-50,hxbcdd18151cbe679fe638e073e4b8aa3d963f9995,11152.1434,15,1,12.919,1319.780500000002,1021.2218,743.4762266666668,0.11584%,11.83432%,9.15718%,6.66667%,YES
2020-49 & 2020-50,hxb28391ccbbe4922c14614f844059d229c27a4809,911.8302999999999,15,1,0.9598,134.6412,43.12339999999999,60.788686666666656,0.10526%,14.76604%,4.72932%,6.66667%,YES
2020-49 & 2020-50,hx602b54b19dc602f6d2eb3d0a7cde90d52adc88af,150.0,15,1,1.0,136.0,1.0,10.0,0.66667%,90.66667%,0.66667%,6.66667%,NO
2020-49 & 2020-50,hx602d61e653c7bc72581e076ede13a18f5ab2f1b0,13155.135300000002,15,1,102.16489999999999,2370.6985,786.4944,877.0090200000001,0.77662%,18.02109%,5.97861%,6.66667%,YES
2020-49 & 2020-50,hx2b7fd14ca47f8f2e54bafd31b276e7be379b2162,12319.1673,14,1,79.5191,2203.1367999999998,977.93545,879.9405214285714,0.64549%,17.88381%,7.93832%,7.14286%,YES
2020-49 & 2020-50,hx23564281adade3526801923a8cdc3b3f3c0331f1,40000.0,14,1,0.0,5096.0,2606.8568,2666.6666666666665,0.00000%,12.74000%,6.51714%,6.66667%,YES
2020-49 & 2020-50,hx099f80b0911a8d44d21053743334334dadb153ce,18953.8397,14,1,189.7166,5144.7111,572.5763,1353.845692857143,1.00094%,27.14337%,3.02090%,7.14286%,YES
2020-49 & 2020-50,hx17de469300d89a6c725084947f753589ca621e87,143613.0086,14,1,3214.0501,15618.211599999999,9832.517100000001,10258.072042857142,2.23799%,10.87521%,6.84654%,7.14286%,YES
2020-49 & 2020-50,hxe45c3f798bba00ca01d0cb80d8f22ba6594e0f87,19622.160600000003,14,1,922.6991,2310.8608000000004,1240.6289000000002,1401.5829,4.70233%,11.77679%,6.32259%,7.14286%,YES
2020-49 & 2020-50,hxdbe63a2fca42c3caad4589c2f0a82a0fd6f27a44,8915.123627216564,14,1,276.4878558498548,1765.9938478685142,561.037330954563,636.7945448011832,3.10134%,19.80897%,6.29310%,7.14286%,YES
2020-49 & 2020-50,hx7128611fef60b4ee183d4b5be9c338a46b338f18,390.0,14,1,10.0,260.0,10.0,27.857142857142858,2.56410%,66.66667%,2.56410%,7.14286%,YES
2020-49 & 2020-50,hx5949b6be475b9d1417b1330ad55e9308d5e05bfb,11975.4543,14,1,582.9703,1399.1292,641.2674,855.3895928571428,4.86804%,11.68331%,5.35485%,7.14286%,YES
2020-49 & 2020-50,hx5b038a80b468ed9b581f666bbcd01316f4782ba3,16200.184399999998,14,1,38.7422,2087.5647000000004,1240.3366999999998,1157.1560285714284,0.23915%,12.88606%,7.65631%,7.14286%,YES
