to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,1287491,System,240,1287520,System
hx515dff2d6210e74b0ad595aa02fe6d2ef042b0a6,279.11375,223291,sandwich_guy_2,0,0,sandwich_guy_2
cx0000000000000000000000000000000000000000,264.58365814999837,50022,governance,19325,0,governance
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,86.77634918749995,19408,Blobble Stake Token,20068,29,Blobble
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,72.91803544999989,17914,Blobble,0,0,Blobble
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,219.90996853749954,17480,FRAMD Token,15215,447,FRAMD
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,37.40056034999999,9299,Relay_4,0,0,Relay
cxee7a00755a757e3c519a0616456030e33dc9d47f,3316.2413553875,8181,BTP_2,0,8180,BTP
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,22.413026587499896,4967,GangstaBet Crown,4705,0,GangstaBet
cxb6be11a27f21ad82c7475aa215e3635fafd7f186,76.50177111249987,3929,gangstabet_game,11695,0,GangstaBet
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,80.72516752499995,2789,CROWN,8870,266,GangstaBet
cx5a0af85407c69945eb318d4ac18e9e842184163c,118.95052974999993,2359,GangWar Simulation,6696,1735,GangWar Simulation
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,389.46127358749993,2025,bnUSD,15574,1136,bnUSD
cx2609b924e33ef00b648a409245c7ea394c467824,216.97033579999996,2012,balanced_sicx,7412,511,Balanced
hxb568381d35d3e7a6383200e8a0d30310af20b929,2.41,1928,Swyftx,0,0,Swyftx
cxba62bb61baf8dd8b6a04633fe33806547785a00c,57.171542937499986,1854,MyID_3,1838,0,MyID
cx14002628a4599380f391f708843044bc93dce27d,685.0745446875,1411,iAM Div,130968,131066,iAM 
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,10.06422674999994,1068,MyID_2,1068,0,MyID
cx66d4d90f5f113eba575bf793570135f9b10cece1,76.08715598749995,986,balanced_loans,2615,784,Balanced
cx69bcdf1753472c1444188ec3f5188657e30c8322,2.8537995625,889,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,193.8217615125,801,Balanced Router,8950,353,Balanced
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,155.43300231249998,732,balanced_baln,5001,698,Balanced
cxa0af3165c08318e988cb30993b3048335b94af6c,35.275718849999976,712,balanced_dex,2214,136,Balanced
cxe65f3286902be43e00a5013cb1dc300ec8e51fa4,183.662256475,705,makeArb,7269,78,makeArb
hx68646780e14ee9097085f7280ab137c3633b4b5f,0.8775000000000001,702,kraken_hot,0,0,kraken
