validator,validator_name,cum_votes_update
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,52964486.27274539
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,37909726.26089785
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,22590234.17984683
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,18616151.8653931
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,18174425.43058627
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,17236238.91402357
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,iBriz - ICONOsphere,17097262.22040035
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,14059468.01108322
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,13733541.8881542
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,13664157.00469959
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,13181974.23610365
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,8114588.57565884
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,7715651.55019558
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,7179582.82717059
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,7126328.03611508
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,6236338.58072424
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,6168534.27674372
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5634472.90205312
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,5544470.46738078
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4860996.25286305
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,4650807.1988486
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,4611133.02164334
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),4601505.348941
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,4095592.09374474
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,3921738.08091886
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOWIZ,2966458.82478315
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,2836308.59818512
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,2800451.99761517
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,2731642.50227321
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2375553.36243768
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2310532.90003577
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,2155420.25784926
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2039110.25372721
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1814188.03679025
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1759612.51253646
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,1668722.82245476
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,1620978.51056822
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,1350698.59333075
hx31c429608c74501de13df5fea30bf1674460be50,HugoByte,1337736.69890217
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,1313967.37232357
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,1311444.94730224
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,1282948.67409221
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),1257424.94192477
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,1240724.13345945
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),1222027.57078456
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,1209758.29799345
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,1110459.115945
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,1088080.28455253
hx49aff6baa1d2a69730d935068ce8f64eb8d508ef,ParaState,1008934.28145696
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,955840.30896415
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,864374.17071116
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,817020.77234581
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,807871.49977745
hxf0e7b39f0d43591c9a5c823eb19b90462fa51c30,ICON France,802476.99054221
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,800834.22888378
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,799776.13341797
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,794839.52954018
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),767298.27186483
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,765487.34594961
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,717975.00165094
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,706455.02362215
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,ICON Oasis,669261.2386421
hxd2de5d155251ff62bf2f6c2aa616da6472886165,Chainode Tech,666629.68723043
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,664154.87994552
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,663756.57128994
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,657058.27533721
hx475e37c2decf56f5bf678060e3937c944921ccba,ICON London,649766.68674528
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,641756.59501171
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,640617.3018374
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,621158.11091473
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,610278.76610575
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,ICON Slovenia,602572.00369981
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,601826.98982605
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},600734.80368312
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,icon-node-NL,595502.97328921
hxdb0266079cb558e14b41ad7125b729c2c96b2d36,Midos / EPICX,593251.61088938
hx004783f10b0bd56764535cf931650dfe6d42cd9e,DELIGHT,591907.82956736
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,551387.40503459
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,550963.96527795
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,517727.59201522
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,TEMPO,513980.27717273
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,491063.03286859
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,458953.42032628
hx54ebaf568d1d3e61a4ff7d648d3e5cb7ff6179ce,ICON Spark,437912.6021787
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,397579.52269474
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,388599.71222017
hx0315df35eef97e1e73f1a72b1e78ff7f28ba3176,Blockheads Development,347964.12350225
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,339009.64817261
hx8d7f98f88560fc957d410afb53c5b269bebc8799,icxpromotions,331882.90721635
hxd19d4bc5a9eef4e044d83abc82d903ac80504ac8,ICON BOOM,329819.81578336
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,327519.97114929
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,296729.54247168
hxe0df49d9382805d4dfa24487e8ef31165fe782c0,loop57,287139.4698413
hx05493cc93caf332f46715411e12c927750d210b6,ICX Malta,252724.46637917
hxfbddc0f1c0ab85e59578de4b883cdcf94ab33694,Bara-Node,233795.65226956
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,231021.24430177
hx5f4e22b12f50da1927660eaafb87aa8a1bc91610,ICON WHALE,224194.21618241
hx55d5b995fca77274cab59c850803f9ec3e00421f,Orangebloc,211191.3717728
hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,ICON4Education,206223.54938537
hx3571351614f64721081996247e53f6436ed05e55,ICONNECT-Global,151638.57796039
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,137725.90427849
hx8e882ac085ca90e5ef19364ffda6646acceed3b8,Icon Panda,129413.66206014
hxf85e4d956f1dfad8d713421ab58b24863c28b28a,DRAICON BALL,115678.81331854
hxadad43bd60785979ed2ecea55df1eb8049162b04,Gilga Capital (NEW - LETS GROW ICON),91808.30513945
hx42805d6c22012d5bd56cdab423da9fde5850622f,Noris,88333.3311
hx77b13a82be3a1bd2a71dd389bdfa624a59e8ff2b,InfStones,88248.46418077
hxc1717a36b5288b92586b93d3c20f247b2bab1a26,ICONPool,87403.53329795
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,HypoICON,83617.6172574
