validator,validator_name,cum_votes_update
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,52758211.05835526
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,37442615.80960917
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,30880422.88400175
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,iBriz - ICONOsphere,24542900.54568675
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,23121729.76684609
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,16353922.49965522
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,14785025.22036855
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,14709819.28667279
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,13271084.92925181
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,9930616.09787278
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,9834399.55704812
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,8376986.93212491
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,8240292.30812866
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,8034291.45060933
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,7997057.28638111
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,7877278.17514701
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,7671393.31816616
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,7553297.75772916
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,6726154.88517041
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,6669224.3779221
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),6653420.26146048
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,6370839.75810092
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,5823010.82915221
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,4989747.12472668
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,4848886.1218398
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4726885.68551688
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,4649650.66418771
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,3802944.53587155
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3276652.16970898
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,2701626.20650905
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,2402512.78854274
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2330749.35158785
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2327726.56502861
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,2108890.79584878
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,1914807.63159428
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,1826148.37923239
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,1486773.10352983
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1346071.20675291
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,1272220.86872676
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1201792.71661104
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,1128657.72466295
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,1076772.80146674
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,1026293.21213014
hx31c429608c74501de13df5fea30bf1674460be50,HugoByte,1025464.71077529
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,1017461.61184929
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,1009307.74805647
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,1006936.87741252
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),981251.75966452
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,848776.15178686
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,840767.88326977
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,805699.95593351
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),738941.11214822
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,722386.0570195
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,713981.82486391
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,ICON Oasis,686364.10216542
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,671794.50571232
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,617377.27582331
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,613378.04466291
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,579266.66193337
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,565463.50455001
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,541413.64893831
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,530728.78262305
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,514128.71883134
hxf0e7b39f0d43591c9a5c823eb19b90462fa51c30,ICON France,510796.56413404
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,509978.34592822
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,503856.12963646
hx54ebaf568d1d3e61a4ff7d648d3e5cb7ff6179ce,ICON Spark,494062.554417
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,492926.05489521
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),488008.46112181
hxd2de5d155251ff62bf2f6c2aa616da6472886165,Chainode Tech,487169.48149878
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,477323.80375889
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,TEMPO,445483.0486965
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,423110.74186383
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,422575.67073867
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,390253.21584206
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,376720.21185889
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,372019.13312021
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,366963.51918626
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,353935.14117806
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,349012.63682122
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,347199.85346939
hxd19d4bc5a9eef4e044d83abc82d903ac80504ac8,ICON BOOM,342893.21433173
hx475e37c2decf56f5bf678060e3937c944921ccba,ICON London,341797.94972129
hx0315df35eef97e1e73f1a72b1e78ff7f28ba3176,Blockheads Development,339162.81640989
hxdb0266079cb558e14b41ad7125b729c2c96b2d36,Midos / EPICX,324543.53287866
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,324303.28973605
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,302076.1136759
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,ICON Slovenia,299601.25196565
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,298584.12913099
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,icon-node-NL,297594.63590913
hx05493cc93caf332f46715411e12c927750d210b6,ICX Malta,296905.75868335
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,296719.5936845
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},295457.57469449
hxe0df49d9382805d4dfa24487e8ef31165fe782c0,loop57,293450.01238015
hx004783f10b0bd56764535cf931650dfe6d42cd9e,DELIGHT,270893.41606534
hxfbddc0f1c0ab85e59578de4b883cdcf94ab33694,Bara-Node,256536.89143307
hx5f4e22b12f50da1927660eaafb87aa8a1bc91610,ICON WHALE,235717.98756614
hx55d5b995fca77274cab59c850803f9ec3e00421f,Orangebloc,234232.84753324
hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,ICON4Education,203795.35951421
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,164874.8747208
hx8e882ac085ca90e5ef19364ffda6646acceed3b8,Icon Panda,131846.58984123
