validator,validator_name,cum_votes_update
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,52850952.72001699
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,37043833.56960641
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,22141368.32936262
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,20757326.9008329
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,18066161.03575646
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,16588038.84913061
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,iBriz - ICONOsphere,16079535.55050709
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,14141989.48310223
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,13387266.1894838
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,13378945.38390904
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,13270868.92743427
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,8231464.46100503
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,7430080.94117174
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,7170892.94132002
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5510017.69360786
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,5491509.31979449
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,5387710.38943526
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,4961369.57615089
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,4715203.70601806
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,4643810.54934618
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4360341.39217139
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,4134586.22257877
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),3826423.07513185
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,3376013.48259904
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOWIZ,2878926.69701858
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,2678423.92749707
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Sesameseed,2673613.37563792
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,2645070.39040709
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2385329.9607112
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,2097549.31017206
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2092307.20695448
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2052608.36006145
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2052273.41739418
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1717991.99692231
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1683050.91468192
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,1670368.12508251
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,1342468.16447977
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,1340673.50741041
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,1254429.94490704
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,1240522.32968966
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,1230230.36850422
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,1228321.31567168
hxa1c5965588ea0615e64313a770c20b069033db7b,OZYS node,1186425.33530455
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,1114703.64851049
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),1065167.96330437
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,1056865.21688405
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,1040978.22837544
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),993184.3481986
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,953074.25131539
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,859903.95242172
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,846858.74641459
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,832778.98816664
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,793418.27152147
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,764759.03500433
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,754074.51672583
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,739061.41504325
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,726870.61851844
hxf0e7b39f0d43591c9a5c823eb19b90462fa51c30,ICON France,724842.57114229
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),701005.74689327
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,677926.76624431
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,icon-node-NL,676020.78827838
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,659340.9743709
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,646367.22090666
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,644205.32038436
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,644068.07533946
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,639197.86298754
hxd2de5d155251ff62bf2f6c2aa616da6472886165,Chainode Tech,625880.67206945
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,ICON Oasis,602148.90688343
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,601331.30885891
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,598089.73414542
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,595170.03631571
hx475e37c2decf56f5bf678060e3937c944921ccba,ICON London,592388.89988551
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,585223.80232379
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,570477.05569013
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,554255.60080395
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,552356.38598873
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,TEMPO,542789.07167875
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,ICON Slovenia,531460.54431891
hx004783f10b0bd56764535cf931650dfe6d42cd9e,DELIGHT,523328.27678246
hxdb0266079cb558e14b41ad7125b729c2c96b2d36,Midos / EPICX,513497.41005605
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},505162.27410834
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,486285.69847787
hx55d5b995fca77274cab59c850803f9ec3e00421f,Orangebloc,458063.30037635
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,455527.62040589
hxc7a057d0cbb75606352ec8cc698267b7247cc100,Cardinal,446183.34948325
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,442118.12045598
hx54ebaf568d1d3e61a4ff7d648d3e5cb7ff6179ce,ICON Spark,442113.10536384
hx352a4b557e9035f89b237fe85d6bb92f517fdbd7,Hourglass,431986.48399306
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,376621.4563176
hx0315df35eef97e1e73f1a72b1e78ff7f28ba3176,Blockheads Development,337298.7761133
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,335679.13949035
hx8d7f98f88560fc957d410afb53c5b269bebc8799,icxpromotions,324105.44649885
hxd19d4bc5a9eef4e044d83abc82d903ac80504ac8,ICON BOOM,298326.28571659
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,285159.14723419
