IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD,address,path
bnUSD,10174.0,2629318.3964657895,185574.16318148773,1561.0,1.0178676727750864,188889.94160472503,cx88fd7df7ddff82f7cc735c871dc519838cb235bb,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb']"
BST,503.0,7.008558361405073,68.02462032822947,704.0,0.8269271629869691,56.251406301288505,cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cxf14dea1cff7ceb29a46e6d04533a08f84441e41d']"
sICX,12301.0,1550792.3565449717,609283.2731603384,556.0,0.18481380377094916,112603.9592867764,cx2609b924e33ef00b648a409245c7ea394c467824,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824']"
FRMD,1004.0,6923.837594072463,8704.02059645556,195.0,0.0023749873343851735,20.67193867480964,cx2aa9b28a657e3121b75d3d4fe65e569398645d56,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx2aa9b28a657e3121b75d3d4fe65e569398645d56']"
$unknown,,,9231.267295754222,174.0,,,,
BALN,16647.0,514635.0557850761,72869.17661523944,154.0,0.3531382728196709,25732.89517169721,cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cxf61cd5a45dc9f91c15aa65831a30a90d59a09619']"
SUI,28.0,93058.8330426427,7392.585030133,122.0,2.0739174095662944,15331.610795691999,cx508002ec116fbf3ab406329c0df28e70d7e75fb3,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx508002ec116fbf3ab406329c0df28e70d7e75fb3']"
CROWN,1336.0,3628.8905509079837,110571.93263389036,99.0,0.0014303669186537264,158.15843457112518,cx28b2ec885b50c8a93da752f2d0467a67127a70e8,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx28b2ec885b50c8a93da752f2d0467a67127a70e8']"
INJ,61.0,203358.45899687038,548.5043458822549,89.0,20.646571672520974,11324.734289947211,cx4297f4b63262507623b6ad575d0d8dd2db980e4e,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx4297f4b63262507623b6ad575d0d8dd2db980e4e']"
GBET,2955.0,3859.9717762686514,125148.0,75.0,0.0014280865367486922,178.72217390102534,cx6139a27c15f1653471ffba0b4b88dc15de7e3267,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx6139a27c15f1653471ffba0b4b88dc15de7e3267']"
