IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,3291057.6668751207,2856.0,0.6541057262473491,2152699.665313257
bnUSD,2060352.504859634,2856.0,1.0124753095296253,2086056.0400978967
BALN,410121.8275078165,1791.0,0.5079562444525042,208323.9432688682
GBET,550721.8029202062,1724.0,0.11156223288110517,61439.75403008615
FIN,23907.779942047702,1145.0,4.734125081898238,113182.42067615164
OMM,2105441.498809385,1023.0,0.07030320139437238,148019.27771486543
METX,1591791.7725273725,958.0,0.000915447893742789,1457.2024254372839
IWIN,3891.5935,433.0,,
USDS,155653.20395325002,359.0,1.0144909779186224,157908.7710946994
IUSDC,258857.706717,350.0,0.9937974325214419,257252.12432374302
CFT,2378277.7298127026,254.0,0.07095697425428125,168755.39164385042
obnUSD,282489.38006728597,82.0,1.0124753095296253,286013.5225224573
oICX,300881.4010630775,82.0,0.6541057262473491,196808.2473566842
oOMM,57297.55777551334,64.0,0.07030320139437238,4028.2017436976016
oIUSDC,53645.176467000005,53.0,0.9937974325214419,53312.43864006428
TAP,445237.08325094555,42.0,0.0015847450791643286,705.5872767434145
dbnUSD,63901.04194870071,35.0,1.0124753095296253,64698.22722627632
finICX,125376.30491049252,31.0,4.734125081898238,593547.1097524839
oUSDS,28061.467047934104,27.0,1.0144909779186224,28468.10514728987
UP,2.513991301180771,25.0,1.791709159657463,4.504341241624771
IUSDT,1940.1045159999999,25.0,0.9827385356280873,1906.615471019279
dUSDS,8586.376571687606,17.0,1.0144909779186224,8710.801564988908
dIUSDC,22443.894152,10.0,0.9937974325214419,22304.684384040607
oBALN,1477.2105167120478,6.0,0.5079562444525042,750.358306334795
LDX,17750.0,6.0,,
HGC,25000.0,4.0,,
CODA,401.94893462720614,2.0,,
ICX,,,0.603,
