,date,Transactions (fees-incurring),other_msg_count,system_count,p2p_count,p2c_count,c2c_count,c2p_count,Active wallet count,cx_address_count,tx_fees_L1,tx_fees_DEX,Fees burned,Transactions (MA7),Transactions (MA30),Fees burned (MA7),Fees burned (MA30),Active wallet count (MA7),Active wallet count (MA30)
0,2025-01-09,18053.0,9158.0,43170.0,1259.0,8651.0,5757.0,2386.0,1077.0,82.0,647.57714225,0.0,647.57714225,,,,,,
1,2025-01-10,13448.0,7042.0,43182.0,825.0,6650.0,4149.0,1824.0,1042.0,85.0,212.2103032,1463.26844497112,1675.47874817112,,,,,,
2,2025-01-11,9390.0,5787.0,43177.0,681.0,4995.0,2572.0,1142.0,981.0,78.0,145.12741155,0.0,145.12741155,,,,,,
3,2025-01-12,8879.0,5982.0,43129.0,834.0,4928.0,2127.0,990.0,1025.0,80.0,135.6093369375,8028.29880941706,8163.90814635456,,,,,,
4,2025-01-13,24283.0,11821.0,43168.0,1618.0,12376.0,7132.0,3157.0,1178.0,91.0,1859.80039805,6262.10982911423,8121.91022716423,,,,,,
5,2025-01-14,13420.0,7582.0,43171.0,1579.0,7282.0,3125.0,1434.0,1209.0,88.0,565.7587099625,1526.02845022042,2091.78716018292,,,,,,
6,2025-01-15,19701.0,10671.0,43177.0,1552.0,10280.0,5449.0,2420.0,1903.0,89.0,654.099766125,0.0,654.099766125,15310.57142857143,,3071.41265739969,,1202.142857142857,
7,2025-01-16,16324.0,8366.0,43179.0,1526.0,8522.0,4378.0,1898.0,1267.0,85.0,602.6180041625,2103.84505117318,2706.46305533568,15063.57142857143,,3365.53921641193,,1229.2857142857142,
8,2025-01-17,15117.0,7853.0,43174.0,1603.0,7997.0,3663.0,1854.0,1265.0,86.0,448.511452175,847.862260268768,1296.373712443768,15302.0,,3311.3813541651652,,1261.142857142857,
9,2025-01-18,17442.0,8889.0,43177.0,980.0,8553.0,5431.0,2478.0,1112.0,83.0,270.7573317375,7984.20114825788,8254.958479995381,16452.285714285714,,4469.928649657363,,1279.857142857143,
10,2025-01-19,24395.0,10404.0,43163.0,1695.0,11382.0,7937.0,3381.0,1265.0,90.0,368.6300615625,1822.4662450868,2191.0963066493,18668.85714285714,,3616.6698154137534,,1314.142857142857,
11,2025-01-20,24091.0,10271.0,43127.0,1894.0,11329.0,7562.0,3306.0,1330.0,95.0,439.4215469375,2568.55418228434,3007.97572922184,18641.428571428572,,2886.1077442791275,,1335.857142857143,
12,2025-01-21,16225.0,7377.0,43137.0,1275.0,8350.0,4415.0,2185.0,980.0,81.0,243.7774994125,3803.35918261233,4047.1366820248304,19042.14285714286,,3165.443390256543,,1303.142857142857,
13,2025-01-22,12413.0,7295.0,42880.0,1178.0,6576.0,3113.0,1546.0,989.0,82.0,168.4697624,0.0,168.4697624,18001.0,,3096.0676754386855,,1172.5714285714287,
14,2025-01-23,17963.0,9292.0,43130.0,934.0,8779.0,5633.0,2617.0,987.0,85.0,282.036374425,0.0,282.036374425,18235.14285714286,,2749.7210067371598,,1132.5714285714287,
15,2025-01-24,16595.0,9435.0,43181.0,1836.0,9156.0,3715.0,1888.0,1926.0,87.0,316.9974344125,0.0,316.9974344125,18446.285714285714,,2609.81010987555,,1227.0,
16,2025-01-25,10549.0,5522.0,43172.0,1678.0,5778.0,2153.0,940.0,1113.0,91.0,136.31659035,3935.01888068323,4071.3354710332296,17461.571428571428,,2012.1496800238144,,1227.142857142857,
17,2025-01-26,10390.0,5784.0,43183.0,1444.0,5692.0,2246.0,1008.0,1223.0,85.0,136.212877225,0.0,136.212877225,15460.857142857143,,1718.5949043917715,,1221.142857142857,
18,2025-01-27,21979.0,9611.0,43182.0,1287.0,10769.0,6809.0,3114.0,922.0,92.0,338.91195785,6622.28263875132,6961.19459660132,15159.142857142857,,2283.340456874554,,1162.857142857143,
19,2025-01-28,15858.0,7840.0,43132.0,1158.0,8140.0,4492.0,2068.0,943.0,87.0,238.81356185,95.3378637445858,334.1514255945858,15106.714285714286,,1752.9139916702338,,1157.5714285714287,
20,2025-01-29,18149.0,8512.0,43151.0,1173.0,8911.0,5539.0,2526.0,934.0,84.0,287.7299277375,4628.64980199712,4916.379729734621,15926.142857142857,,2431.186844146608,,1149.7142857142858,
21,2025-01-30,11671.0,6210.0,43177.0,1479.0,6262.0,2561.0,1369.0,1213.0,86.0,165.367763775,2399.28212872019,2564.64989249519,15027.285714285714,,2757.274489585207,,1182.0,
22,2025-01-31,14160.0,7469.0,43176.0,1245.0,7505.0,3528.0,1882.0,985.0,86.0,207.7596667125,0.0,207.7596667125,14679.42857142857,,2741.6690941994925,,1047.5714285714287,
23,2025-02-01,13733.0,7397.0,43063.0,1481.0,7144.0,3525.0,1583.0,990.0,88.0,210.4225926125,3128.88113586779,3339.30372848029,15134.285714285714,,2637.093130977644,,1030.0,
24,2025-02-02,26268.0,12405.0,43168.0,1780.0,11858.0,8900.0,3730.0,978.0,98.0,449.1260440375,0.0,449.1260440375,17402.571428571428,,2681.7950119508578,,995.0,
25,2025-02-03,40182.0,16224.0,43180.0,2193.0,17723.0,13863.0,6403.0,1177.0,99.0,672.05963235,0.0,672.05963235,20003.0,,1783.3471599149555,,1031.4285714285713,
26,2025-02-04,25030.0,10577.0,43180.0,1515.0,12161.0,7490.0,3864.0,948.0,106.0,373.2788979875,0.0,373.2788979875,21313.285714285714,,1788.9367988282288,,1032.142857142857,
27,2025-02-05,14993.0,7483.0,43178.0,1305.0,7716.0,3967.0,2005.0,965.0,86.0,207.1935328125,0.0,207.1935328125,20862.428571428572,,1116.1959135536401,,1036.5714285714287,
28,2025-02-06,16793.0,8980.0,43179.0,1354.0,8968.0,4327.0,2144.0,957.0,89.0,232.0772802875,0.0,232.0772802875,21594.14285714286,,782.9712546668271,,1000.0,
29,2025-02-07,18019.0,8093.0,43093.0,1360.0,9330.0,4679.0,2650.0,935.0,86.0,271.36826225,30289.0613331213,30560.429595371297,22145.428571428572,17517.1,5119.066958760942,3293.218283647639,992.8571428571429,1127.3
30,2025-02-08,11398.0,5287.0,43163.0,1287.0,5901.0,2665.0,1545.0,878.0,80.0,152.1804423375,0.0,152.1804423375,21811.85714285714,17295.266666666666,4663.763632169114,3276.7050603172224,976.8571428571429,1120.6666666666667
31,2025-02-09,14567.0,6754.0,43142.0,1271.0,7457.0,3855.0,1984.0,913.0,81.0,204.401071425,2131.02225184476,2335.4233232697597,20140.285714285714,17332.566666666666,4933.234672059437,3298.70321282051,967.5714285714286,1116.3666666666666
32,2025-02-10,15515.0,8234.0,43124.0,594.0,8134.0,4386.0,2401.0,750.0,78.0,229.30213825,2137.94974058296,2367.2518788329603,16616.428571428572,17536.733333333334,5175.404992985575,3372.774028396609,906.5714285714286,1108.6666666666667
