IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
BST,364.0,673.9033119769056,410.88187011243673,689.0,1.1034595952974946,453.3915421093472
FRMD,945.0,16473.168764144244,21219.773156245472,646.0,0.010177104901219671,215.9558573911954
bnUSD,9947.0,772682.7205053321,40528.221496233105,585.0,0.9701039578820466,39316.588079415975
sICX,12137.0,819188.3430261312,405488.570529478,512.0,0.3235037755259402,131177.08349890262
$unknown,,,535.6752289036425,220.0,,
BALN,16432.0,243103.95325133856,87596.23584478814,190.0,0.08391769992334779,7350.874634037732
GBET,2905.0,7648.438098402392,39096.02213959554,146.0,0.003044927554495718,119.04455508402908
CFT,19420.0,60981.991902266025,672783.1375060194,127.0,0.003785380619704828,2546.7402499794944
CODE,252.0,0.17802764854990785,563838.8499375037,116.0,8.32414472900479e-06,4.693476190715394
USDS,5449.0,5294.985328992651,1464.9134868520377,98.0,0.8542388394579814,1251.3859969148295
OMM,13902.0,20311.082877016317,2106791.9155530925,93.0,0.0029009953510398968,6111.79355262796
CROWN,1250.0,12003.131321075905,7842.796513833629,92.0,0.003574819722820308,28.03658365971881
FIN,2268.0,9539.45470983534,14425.421590979991,60.0,0.05970009673934236,861.1990644873034
IUSDC,5603.0,38896.92521840012,205.34314899999998,44.0,1.0207583923433838,209.60574265196792
BTCB,159.0,16812.321875430473,0.03629130273310325,42.0,43530.352825683025,1579.7732124756592
VOID,158.0,625.8091207747894,3033.4101534990114,13.0,0.015556207343952771,47.18835730708222
sARCH,7.0,20.620474232427213,3.3532373183752995,6.0,3.407396340470292,11.425808567360411
dUSDS,5449.0,5294.985328992651,218.8904394380695,4.0,0.8542388394579814,186.98471495402407
oICX,12137.0,819188.3430261312,67061.98024972819,4.0,0.3235037755259402,21694.8038050331
finMICX,12137.0,819188.3430261312,10200.73087087686,3.0,0.3235037755259402,3299.9749498526758
METX,11418.0,1092.9077228342649,92195.94245537015,2.0,5.107156016904817e-05,4.708590622451539
finOMM,13902.0,20311.082877016317,8682.728931470077,2.0,0.0029009953510398968,25.188556264534306
oIUSDC,5603.0,38896.92521840012,2.17139,2.0,1.0207583923433838,2.2164645655505004
oUSDS,5449.0,5294.985328992651,0.9085004348597273,2.0,0.8542388394579814,0.7760763571216449
NPT,465.0,0.9794139248822181,15.6,1.0,0.00018878565448526486,0.0029450562099701317
XCROWN,1250.0,12003.131321075905,30.064935437263706,1.0,0.003574819722820308,0.10747672416644949
ICX,,,,,0.262928918,
