to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,301573,System,108,301580,System
cx0000000000000000000000000000000000000000,26.455774999999495,14901,governance,5641,0,governance
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,10.789990312499999,5253,MyID_1,0,5253,MyID
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,125.31157566249998,3372,FRAMD Token,5613,604,FRAMD
hx11de4e28be4845de3ea392fd8d758655bf766ca7,4.19875,3359,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,22.177257499999982,2360,MyID_2,2360,0,MyID
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,9.003459049999996,2271,Relay_4,0,0,Relay
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,6.88584294999995,1464,GangstaBet Crown,1541,0,GangstaBet
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,314.8670222125,1326,bnUSD,10912,125,bnUSD
cx85954d0dae92b63bf5cba03a59ca4ffe687bad0a,6.02062896249998,866,NebulaMultiToken,1067,0,Nebula
cx2609b924e33ef00b648a409245c7ea394c467824,109.89285254999997,824,balanced_sicx,4589,54,Balanced
hxb568381d35d3e7a6383200e8a0d30310af20b929,0.795,636,unknown_hx,0,0,unknown_hx
cx66d4d90f5f113eba575bf793570135f9b10cece1,43.97753843749998,592,balanced_loans,1775,183,Balanced
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,80.94170112499998,591,CraftRewards,4270,33,Craft
cx9c4698411c6d9a780f605685153431dcda04609f,4.283784149999974,543,Auction,1853,5,Craft
cx57d7acf8b5114b787ecdd99ca460c2272e4d9135,4.434512612499986,511,NebulaPlanetToken,730,0,Nebula
cxba62bb61baf8dd8b6a04633fe33806547785a00c,13.731892874999996,444,MyID_3,443,0,MyID
cx2dc662031f3d62bcdba4f63e9bf827767c847565,6.028206999999988,388,GangstaBet Skill,2674,2826,GangstaBet
cxa0af3165c08318e988cb30993b3048335b94af6c,15.359031787499989,368,balanced_dex,1106,0,Balanced
cx69bcdf1753472c1444188ec3f5188657e30c8322,1.1005922499999985,348,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,42.77880903749999,300,balanced_baln,1753,131,Balanced
hx49b1556654e51f52d59a8222b4737ee7dccc6d1b,0.3675,294,upbit_cold_02,0,0,upbit
cx2e6d0fc0eca04965d06038c8406093337f085fcf,47.71563052499999,285,Craft,1875,32,Craft
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,67.76187443749998,275,omm_lending,10085,0,Omm
cx14002628a4599380f391f708843044bc93dce27d,141.5829058375,258,iAM Div,31507,31594,iAM 
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,11.713726812499992,231,balanced_rewards,842,0,Balanced
cx1a29259a59f463a67bb2ef84398b30ca56b5830a,45.44938104999999,221,omm_token,1897,93,Omm
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,32.95205348749999,217,Inanis Treasury,287,55,Inanis
cx32743b6f4588f5c1b025c5bb732ac62349365417,0.9941337999999896,216,Craft,91,27,Craft
cxaa99a164586883eed0322d62a31946dfa9491fa6,20.871280949999992,202,optimus_rewards,651,14,Optimus
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,48.262820649999995,196,Balanced Router,2166,79,Balanced
cx203d9cd2a669be67177e997b8948ce2c35caffae,37.406748674999996,194,balanced_dividends,2301,61,Balanced
cxcc711062b732ed14954008da8a5b5193b4d48618,0.3089499999999833,167,peek_1,0,0,peek
cx30f18d26f45d990112a4cd4825c0b79af73aac7c,58.82560925,163,Yetis,5437,5395,FRAMD
cx334db6519871cb2bfd154cec0905ced4ea142de1,0.5629918124999963,148,unknown_cx,0,0,unknown_cx
cx6139a27c15f1653471ffba0b4b88dc15de7e3267,24.738388499999996,108,gangstabet_token,1388,30,GangstaBet
