IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,683476.4735552014,1004.0,0.24150884753485677,165065.6154455047
METX,376056.5695861042,734.0,7.9243527802689e-05,29.8000492273803
GBET,123359.59485959978,698.0,0.008474594538034444,1045.4225488113061
FRMD,16388.300948059456,694.0,0.012941704073433808,212.09254113616018
bnUSD,105831.26310761132,660.0,1.0000357261832746,105835.04405471329
BALN,190080.15091435338,460.0,0.1390601447456276,26432.57329942072
OMM,1987728.9805633356,363.0,0.013019411806236413,25879.06215714456
FIN,12915.217970195017,204.0,0.16933949388369826,2187.056474470469
CODE,912238.7542282583,195.0,,
CFT,678190.492133828,140.0,0.006340169093458129,4299.842397704055
USDS,8223.091670911113,115.0,0.9946094245895292,8178.764475151853
IUSDC,13263.592553999999,108.0,0.9959778068074348,13210.24382232034
oICX,86029.12068484178,63.0,0.24150884753485677,20776.793791033248
VOID,27344.464416608742,41.0,,
CROWN,444209.3206525265,23.0,,
obnUSD,7005.535991222112,22.0,1.0000357261832746,7005.786272284871
dICX,13589.771773435348,14.0,0.24150884753485677,3282.0501192640977
oOMM,10668.79,10.0,0.013019411806236413,138.901370484257
oUSDS,992.957331229812,9.0,0.9946094245895292,987.6047198564378
IUSDT,202.414505,8.0,1.0015010157522124,202.71833236048127
oIUSDC,3129.0864359999996,7.0,0.9959778068074348,3116.500645838172
oBALN,529.9819055986384,6.0,0.1390601447456276,73.6993605051102
dIUSDC,2330.2426769999997,4.0,0.9959778068074348,2320.8699907675455
XCROWN,121049.4757577991,4.0,,
CLAW,1207999.3211651586,4.0,,
UP,0.2919387923806089,3.0,0.6307086073477697,0.1841283091731635
IAM,67.06530075060837,3.0,0.011878427062789618,0.7966302834101514
finICX,424.74133500236974,2.0,0.24150884753485677,102.57879031683883
finOMM,0.01197669855521609,1.0,0.013019411806236413,0.00015592957056951494
FinICX,38234.49023212386,1.0,0.16933949388369826,6474.60922480906
ICX,,,0.2123,
