IRC Token,Amount,No. of Transactions
OMM,3689591.4668475226,12951
sICX,18808369.604481064,12677
bnUSD,7204619.721529543,12109
BALN,550466.0701722277,7801
IUSDC,11101574.862033,7409
LDX,428953.484375,3304
USDS,1055153.9863962932,3114
METX,21452882.08172947,2592
oIUSDC,3275847.008816,2502
GBET,4572131.4,2102
CFT,4119504.406976726,1487
PGT,3000.0,631
oICX,5982685.290553331,400
oUSDS,284337.70508661366,289
UP,665.5829350519783,209
dIUSDC,1730386.781377,165
SEED,1246.040637,100
TAP,834080.5443976779,58
dUSDS,22492.634419223577,32
ACT,715.0,9
uMETX,455.0828899324852,7
uUP,8.94238257026377,4
EPX,26.52,3
IETH,0.0008911318332373,2
IAM,413.09497391170174,2
uSEED,2.1442526080000002e-07,2
