date,marketCap,icxCirculation,icxSupply,publicTreasury,iglobal
2021-09-04,1058874673.0,665605429.0,903207376.0,5572082.0,
2021-09-05,1145090850.0,670732331.0,903334279.0,5275857.0,
2021-09-06,1164205115.0,670858521.0,903460541.0,5327181.0,
2021-09-07,940268197.0,670984088.0,903586109.0,5338338.0,
2021-09-08,909967669.0,671271968.0,903711689.0,5421303.0,
2021-09-09,1071727625.0,671397679.0,903837527.0,5488134.0,
2021-09-10,1251949945.0,671522966.0,903963058.0,5506802.0,
2021-09-11,1216630725.0,671675352.0,904089472.0,5536409.0,
2021-09-12,1141213965.0,669276735.0,904215683.0,5620863.0,
2021-09-13,1221273718.0,669407718.0,904342255.0,5622875.0,
2021-09-14,1320363763.0,669533604.0,904468243.0,5621742.0,
2021-09-15,1452388120.0,669661564.0,904596297.0,5613686.0,
2021-09-16,1371099176.0,669789439.0,904724221.0,5648378.0,
2021-09-17,1289408406.0,669915120.0,904849945.0,5653066.0,
2021-09-18,1281154870.0,670043720.0,904978564.0,5640697.0,
2021-09-19,1229113428.0,670171905.0,905107020.0,5668753.0,
2021-09-20,1133306228.0,662239384.0,905234395.0,5743440.0,
2021-09-21,1029203657.0,662367292.0,905362405.0,5756735.0,
2021-09-22,1049473208.0,662495055.0,905490338.0,5817867.0,
2021-09-23,1118559561.0,662623355.0,905618698.0,5792224.0,
2021-09-24,1032398105.0,662751534.0,905746895.0,5888893.0,
2021-09-25,1026870259.0,662880340.0,905875701.0,5920054.0,
2021-09-26,1110896403.0,671009351.0,906004750.0,5965584.0,
2021-09-27,1031892226.0,671138362.0,906133762.0,5501019.0,
2021-09-28,956894556.0,671266852.0,906262356.0,5573474.0,
2021-09-29,967033226.0,670757968.0,906391146.0,4959739.0,
2021-09-30,1020908813.0,670886588.0,906519767.0,5016861.0,
2021-10-01,1278065176.0,671015024.0,906648230.0,4981640.0,
2021-10-02,1355972162.0,671143544.0,906776749.0,4944922.0,
2021-10-03,1446549779.0,671272119.0,906905324.0,4926969.0,
2021-10-04,1464815703.0,671398568.0,907031773.0,4955797.0,
2021-10-05,1516703486.0,671527019.0,907160225.0,4952982.0,
2021-10-06,1525540439.0,671654121.0,907287326.0,4920052.0,
2021-10-07,1420567043.0,671781385.0,907414591.0,4972188.0,
2021-10-08,1464853825.0,671909546.0,907542751.0,5006233.0,
2021-10-09,1442861479.0,672037625.0,907671058.0,5063115.0,
2021-10-10,1452616262.0,672164781.0,907798239.0,5092549.0,
2021-10-11,1465084146.0,672291796.0,907925254.0,5125785.0,
2021-10-12,1358071610.0,672418819.0,908052277.0,5170866.0,
2021-10-13,1430063528.0,672545986.0,908179444.0,5207235.0,
2021-10-14,1412050290.0,672674228.0,908307686.0,5241220.0,
2021-10-15,1359990473.0,672801752.0,908435371.0,5271292.0,
2021-10-16,1363555610.0,672929157.0,908562835.0,5317558.0,
2021-10-17,1334789734.0,672876032.0,908690250.0,5214732.0,
2021-10-18,1355148589.0,673002229.0,908816519.0,5244548.0,
2021-10-19,1405845214.0,673128091.0,908942396.0,5297877.0,
2021-10-20,1410860795.0,673251374.0,909065727.0,5341973.0,
2021-10-21,1367148602.0,673374628.0,909189025.0,5394477.0,
2021-10-22,1389791155.0,673497153.0,909311550.0,5430036.0,
2021-10-23,1386014717.0,673620643.0,909435382.0,5471097.0,
2021-10-24,1348231527.0,671482589.0,909559733.0,5531794.0,
2021-10-25,1403597409.0,671609742.0,909686886.0,5200603.0,
2021-10-26,1396259039.0,672082575.0,909810038.0,5126516.0,
2021-10-27,1264465770.0,672206257.0,909933774.0,5175274.0,
2021-10-28,1306335184.0,672332030.0,910059660.0,5220767.0,
2021-10-29,1402364989.0,672459768.0,910187397.0,5240866.0,
2021-10-30,1473351711.0,672588040.0,910315669.0,5261596.0,
2021-10-31,1512750969.0,672713665.0,910441438.0,5299100.0,
2021-11-01,1545524662.0,672840839.0,910568617.0,5289955.0,
2021-11-02,1654430435.0,672968106.0,910695886.0,5292030.0,
2021-11-03,1509062185.0,673082445.0,910810225.0,5320814.0,
2021-11-04,1427883370.0,673212978.0,910940759.0,5364950.0,
2021-11-05,1428869178.0,673344390.0,911072192.0,5374473.0,
2021-11-06,1367365714.0,673475835.0,911203782.0,5423357.0,
2021-11-07,1405327320.0,673606784.0,911334731.0,5489333.0,
2021-11-08,1388985521.0,673737653.0,911465600.0,5525823.0,
2021-11-09,1455609914.0,673868422.0,911596404.0,5566474.0,
2021-11-10,1495844206.0,673999109.0,911727091.0,5593897.0,
2021-11-11,1398418620.0,674129952.0,911858236.0,5646676.0,
2021-11-12,1472647760.0,674261699.0,911989987.0,5695242.0,
2021-11-13,1550267881.0,674393560.0,912121848.0,5737804.0,
2021-11-14,1609285392.0,674525177.0,912253624.0,5770961.0,
2021-11-15,1735676980.0,674656622.0,912385085.0,5776097.0,
2021-11-16,1634203133.0,674787788.0,912516259.0,5816557.0,
2021-11-17,1526733577.0,674919488.0,912647963.0,5829560.0,
2021-11-18,1455687337.0,675018298.0,912746782.0,5864162.0,
2021-11-19,1485257951.0,675183133.0,912911618.0,5947335.0,
2021-11-20,1419876318.0,675315092.0,913043576.0,6005756.0,
2021-11-21,1473701060.0,675447258.0,913175860.0,6047437.0,
2021-11-22,1527525802.0,675579425.0,913308145.0,6089119.0,
2021-11-23,1410184376.0,675880051.0,913440352.0,6134595.0,
2021-11-24,1306469760.0,676012407.0,913572709.0,6178412.0,
2021-11-25,1348744813.0,676144677.0,913705006.0,6087850.0,
2021-11-26,1175988603.0,676276355.0,913836954.0,5983727.0,
2021-11-27,1205669583.0,676408608.0,913969270.0,6044600.0,
2021-11-28,1107819863.0,676540886.0,914101570.0,6111546.0,
2021-11-29,1206115802.0,676672813.0,914233576.0,5671044.0,
2021-11-30,1192217775.0,676804912.0,914365692.0,5709053.0,
2021-12-01,1230907851.0,676937418.0,914498216.0,5509146.0,
2021-12-02,1149721741.0,677070009.0,914630831.0,5557665.0,
2021-12-03,1121766708.0,677202792.0,914763636.0,5611610.0,
2021-12-04,890035780.0,677334885.0,914895751.0,5659772.0,
2021-12-05,841206492.0,677468205.0,915029072.0,5712387.0,
2021-12-06,829697288.9368566,677564818.9896234,915166484.9349439,5713276.244358186,
2021-12-07,818188085.8737133,677661432.9792469,915303897.8698878,5714165.488716372,
2021-12-08,806678882.8105699,677758046.9688702,915441310.8048317,5715054.733074559,
2021-12-09,795169679.7474265,677854660.9584936,915578723.7397757,5715943.977432745,
2021-12-10,783660476.684283,677951274.948117,915716136.6747195,5716833.22179093,
2021-12-11,772151273.6211396,678047888.9377403,915853549.6096634,5717722.466149117,
2021-12-12,760642070.5579963,678144502.9273638,915990962.5446073,5718611.7105073035,
2021-12-13,749132867.4948529,678241116.9169872,916128375.4795512,5719500.954865489,
2021-12-14,782333247.8347385,678374206.318572,916261575.9847753,5763552.724566828,
2021-12-15,801925014.896636,678507910.1121141,916395279.7783176,5826229.654794736,
2021-12-16,811316880.293527,678641900.4716078,916529270.1378112,5859142.86318678,
2021-12-17,821895739.135654,678771358.9810182,916658728.5743657,5895718.225927235,
2021-12-18,830764248.749254,678909533.0716795,916796972.2255267,5827716.05966,
2021-12-19,824354192.6408478,679043604.5634764,916931384.7147427,5881021.127965919,
2021-12-20,837119602.4973656,679177609.75586,917065577.3803437,5905965.75662912,
2021-12-21,869914751.8328235,679311845.0781653,917199901.426164,5918278.518699118,
2021-12-22,1007065374.1984128,679439093.4308172,917327149.778816,5544314.027814281,
2021-12-23,1025080494.270934,681777112.9811332,919665411.1247612,7737168.50020637,
2021-12-24,1027119857.3906424,692774819.4202534,922658725.1028978,10666461.314891696,
2021-12-25,1076877434.5200374,693451046.4760822,923335077.5075232,11267234.455889389,
2021-12-26,1061461785.3145556,693440912.4183226,923324996.0260417,11176069.216705589,
2021-12-27,1078702560.652648,693430850.949618,923314964.5445603,10914487.024874512,
2021-12-28,1181800070.114662,693420755.0196091,923304983.0630788,10780735.496769605,
2021-12-29,997429991.308166,693408600.2729794,923293001.5815971,10695259.359492294,
2021-12-30,875397865.072668,693398600.0559844,923283020.100116,10631454.345082343,
2021-12-31,849633591.5276105,693388618.5745028,923273038.6186343,10576302.538352784,
2022-01-01,860974408.7269714,693378615.3525996,923263057.1371528,10512872.771714289,
2022-01-02,875313680.559291,693368633.8711182,923253075.6556714,10448218.085373456,
2022-01-03,850824863.5715362,693358576.1607308,923243094.17419,10300559.248965075,
2022-01-04,837444146.7,693348594.7,923233112.7,10231699.05,3000000.0
2022-01-05,763140254.2,693338506.3,923223131.2,10171554.76,3000000.0
2022-01-06,776016498.7,693909244.5,923213149.7,10118360.34,3000000.0
2022-01-07,725659067.4,693899172.3,923203168.2,10058048.77,3000000.0
2022-01-08,687829352.5,693889136.9,923193186.8,10000263.74,3000000.0
2022-01-09,704535708.6,693879155.4,923183205.3,9943657.43,3000000.0
2022-01-10,656674445.5,693868950.0,923173223.8,9884534.836,3000000.0
2022-01-11,680130866.6349024,693858754.7140949,923163242.3223379,9831507.707279012,3000000.0
2022-01-12,723438483.3906986,693848761.7444661,923153260.8408567,9764731.490803678,3000000.0
2022-01-13,698908076.496853,693838532.3838477,923143279.3593752,9704928.72667591,3000000.0
2022-01-14,719757123.9541408,693828550.9023662,923133297.8778936,9644025.655101247,3000000.0
2022-01-15,736037909.8058997,693818371.4521012,923123316.3964121,9591227.195757987,3000000.0
2022-01-16,734846944.9756979,693808389.9706198,923113334.9149308,9510980.921807395,3000000.0
2022-01-17,686013682.072232,693798408.4891384,923103353.4334493,9455566.988133306,3000000.0
2022-01-18,668691292.9173399,693925877.0089068,923093321.9519677,9367904.661678126,3000000.0
2022-01-19,643179636.6947372,693915854.9571896,923083340.4704863,9302217.827378947,3000000.0
2022-01-20,614042423.9618821,694933641.3898436,923073308.9890049,9181799.677168861,3000000.0
2022-01-21,529156766.3703176,703482718.1704715,923063227.5075232,9062483.283794094,3000000.0
2022-01-22,478671610.67924696,703954976.69024,923053246.0260417,9020278.879042685,3000000.0
2022-01-23,492304208.138616,705944953.7102364,923043264.5445603,8971176.01551898,3000000.0
2022-01-24,470070776.7494684,705946200.2300049,923033233.0630788,8908451.55243683,3000000.0
2022-01-25,479426295.68497306,705935930.3695192,923023201.5815971,8854853.0963369,3000000.0
2022-01-26,485288810.655104,705925898.8880378,923013170.100116,8761010.315438144,3000000.0
2022-01-27,479685827.4970414,705915917.4065564,923003188.6186343,8679783.217955623,3000000.0
2022-01-28,500595298.3890583,705905935.9250749,922993207.1371528,8548193.767215187,3000000.0
2022-01-29,519816534.6021144,705895930.7838635,922983225.6556714,8504835.075853882,3000000.0
2022-01-30,510553909.20822746,705885868.3049399,922973244.17419,8428422.215705672,3000000.0
2022-01-31,532218663.1281766,705875886.8234584,922963262.6927085,8347593.1294061085,3000000.0
2022-02-01,530100168.9685367,705865899.7427529,922953281.211227,8274687.267967073,3000000.0
2022-02-02,499339143.2038013,705855879.314362,922943299.7297456,8214217.881253188,3000000.0
2022-02-03,510758642.48292136,705845897.8328805,922933318.248264,8156784.643959971,3000000.0
2022-02-04,565611682.8127301,705835916.351399,922923336.7667824,8094437.004072605,3000000.0
2022-02-05,584513091.6773204,705825934.8699175,922913355.2853011,8038251.637902613,3000000.0
2022-02-06,605181932.7765794,705815953.388436,922903373.8038197,7984521.14287705,3000000.0
2022-02-07,636429577.2234776,705805713.7519245,922893392.3223379,7858162.161190505,3000000.0
2022-02-08,608553803.5363073,705795732.2704431,922883410.8408567,7789281.910260357,3000000.0
2022-02-09,617408143.1473066,705785750.7889616,922873429.3593752,7683774.661968637,3000000.0
2022-02-10,582895211.0,710293315.8,922863447.9,7587529.401,3000000.0
2022-02-11,548382278.8437444,714800880.7933719,922853466.3964121,7491284.139957531,3000000.0
2022-02-12,541582797.9808891,714790796.7488241,922843384.9149308,7441971.8670494035,3000000.0
2022-02-13,529974157.3859952,714780815.2673426,922833403.4334493,7394433.91524208,3000000.0
2022-02-14,538313117.0440003,724770773.787111,922823371.9519677,7330476.933061849,3000000.0
2022-02-15,574132905.2117769,724760792.3056296,922813390.4704863,7249218.147419074,3000000.0
2022-02-16,601096553.2461716,724813310.8253981,922803408.9890049,7191178.707121445,3000000.0
2022-02-17,535639121.4072029,724803079.3439168,922793177.5075232,7138915.440817322,3000000.0
2022-02-18,523243876.5872274,724792832.7439493,922783146.0260417,7087731.472952991,3000000.0
2022-02-19,506387927.84761614,724782559.9456029,922773164.5445603,7037879.731644822,3000000.0
2022-02-20,486036054.7680358,724772417.4676564,922763183.0630788,6992108.219631052,3000000.0
2022-02-21,450313163.31569296,724774526.3232143,922765395.2648722,6946355.994481675,3000000.0
2022-02-22,468723594.9226457,724861448.3523134,922852538.0374649,6982661.583852289,3000000.0
2022-02-23,464000432.86843,724950857.9527398,922941947.6378912,7021228.442245005,3000000.0
2022-02-24,446293504.3130792,725039427.8814003,923030673.5386776,7071612.469614899,3000000.0
2022-02-25,490811036.4378629,733456604.5572643,923120061.098908,6897413.264703456,3000000.0
2022-02-26,500521534.5183834,733545916.9723411,923209447.2977456,6952835.285452721,3000000.0
2022-02-27,465723350.23732007,733634275.7389693,923297835.2091,6997718.74622076,3000000.0
2022-02-28,514561211.6957687,733724691.3638647,923388283.9357933,7032624.558890247,3000000.0
2022-03-01,531643527.1879658,733812979.1785423,923476619.4933246,7041267.492030532,3000000.0
2022-03-02,519236700.7142676,733902080.2675742,923566085.3933139,7058338.618562487,3000000.0
2022-03-03,496659805.3866416,733992242.6155751,923656405.4196237,7113767.698804281,3000000.0
2022-03-04,458873065.80373377,734081097.3259299,923745789.1416568,7148860.667375674,3000000.0
2022-03-05,471081442.9662858,734166140.0933753,923830940.869972,7203371.467764789,3000000.0
2022-03-06,448996544.3396266,734259813.9606081,923924618.8463511,7263183.031726927,3000000.0
2022-03-07,445246061.92352384,734349061.583228,924013882.6968637,7295031.174169187,3000000.0
2022-03-08,455812919.8776717,734438430.051741,924103251.1624272,7333164.668990029,3000000.0
2022-03-09,602756092.2757511,734523517.013216,924188338.1239024,7278328.622268235,3000000.0
2022-03-10,626657365.1309667,734616032.6219138,924280853.7326,7258271.517156701,3000000.0
2022-03-11,577606730.8055313,734704316.1450573,924369137.2557436,7303412.037373458,3000000.0
2022-03-12,564860742.0064517,734794605.6017338,924459426.7124201,7357691.65202375,3000000.0
2022-03-13,542770097.9975774,734883972.4652603,924548793.5759466,7270640.502780776,3000000.0
2022-03-14,572692044.4862921,734113391.3052994,924638101.6347891,6270235.987266592,3000000.0
2022-03-15,555386780.9440923,734201609.0504029,924726319.3798926,6291187.676703012,3000000.0
2022-03-16,555226812.65153,734292103.5684799,924816813.8979697,6343817.630533296,3000000.0
2022-03-17,547099228.2646375,734381543.4823188,924906253.8118083,6389938.150235163,3000000.0
2022-03-18,575617838.8622937,734470651.2999184,924995361.629408,6439027.065425152,3000000.0
2022-03-19,607000735.4768232,734560016.1015159,925084726.4310056,6438547.109132669,3000000.0
2022-03-20,574681177.7647789,734649478.1455516,925174188.4750413,6483746.108657941,3000000.0
2022-03-21,575248963.9106729,742743549.5326718,925263660.8621618,6525567.0040811,3000000.0
2022-03-22,578041146.4920812,742833104.8506787,925353216.1801683,6572703.406427943,3000000.0
2022-03-23,618874770.6954095,742921603.043608,925441714.3730977,6567820.905379234,3000000.0
2022-03-24,629267399.1992426,743009038.3620659,925529149.6915555,6605090.154591368,3000000.0
2022-03-25,647975039.967123,760562065.3497047,925621554.8982236,6647146.142287573,3000000.0
2022-03-26,672798336.2720058,760651612.5653614,925711102.1138802,6599057.71400715,3000000.0
2022-03-27,728289163.012256,760741159.8936402,925800649.442159,6627202.793073631,3000000.0
2022-03-28,716593157.3601501,760830647.0014384,925890136.5499572,6636095.398555464,3000000.0
2022-03-29,731154162.3415219,760920048.2673441,925979537.8158629,6654047.93299292,3000000.0
2022-03-30,760468358.3811786,761009629.3029063,926069118.8514253,6689678.114089775,3000000.0
2022-03-31,752994791.6265663,761099236.7196126,926158726.2681315,6724873.9096843265,3000000.0
2022-04-01,792792235.1504973,761185260.4250063,926244749.9735249,6735319.154873334,3000000.0
2022-04-02,830031850.5035504,761277925.3539649,926337414.9024835,6768692.424396659,3000000.0
2022-04-03,807007008.0169718,761367570.0994077,926427059.6479266,6806196.648705944,3000000.0
2022-04-04,774012185.7067204,761455889.9140661,926515379.4625849,6828731.5680939,3000000.0
2022-04-05,734064114.6623259,761546475.1398177,926605964.6883364,6875417.663234025,3000000.0
2022-04-06,658251322.7712352,761631833.8642272,926691323.412746,6926338.734450233,3000000.0
2022-04-07,663902150.6575794,761725583.2550766,926785072.8035955,6936343.33932488,3000000.0
2022-04-08,628549661.628034,761815087.3019325,926874576.8504512,6933919.475690086,3000000.0
2022-04-09,651295501.8,761906221.4,926965710.9,6991937.545,3000000.0
2022-04-10,631131977.1907159,761994125.9239471,927053615.4724658,6941041.150483562,3000000.0
2022-04-11,557344480.5671661,762083273.2128965,927142762.7614152,6991349.260937493,3000000.0
2022-04-12,573395999.1032518,762172709.4115456,927232198.9600642,7036539.891499583,3000000.0
2022-04-13,605499946.2670792,762260086.3496323,927319575.898151,7075416.165178922,3000000.0
2022-04-14,582710929.4175587,762345705.1514795,927405194.7783113,7118930.535505264,3000000.0
2022-04-15,594617513.2573054,762438292.53311,927497782.2361904,7170159.27365598,3000000.0
2022-04-16,590695548.4501951,762526853.265077,927586342.9681573,7226547.621130379,3000000.0
2022-04-17,581568298.1867015,762614432.6390778,927673922.3421582,7278649.965015733,3000000.0
2022-04-18,568901641.1221881,762704926.6760926,927764416.3791732,7317597.273714517,3000000.0
2022-04-19,615247678.4546132,762797548.1471678,927857037.8502483,7349485.928486276,3000000.0
2022-04-20,595152927.4766663,762885400.519177,927944890.2222576,7380751.555855296,3000000.0
2022-04-21,597451814.9162703,762975935.0329691,928035424.7360497,7393733.063791117,3000000.0
2022-04-22,606289660.1118196,763074318.5661505,928133808.2692312,7422288.815531746,3000000.0
2022-04-23,605993998.8809866,763171812.500345,928231302.2034256,7474304.166729331,3000000.0
2022-04-24,617388829.7432861,763271454.2161119,928330943.9191923,7444981.826988963,3000000.0
2022-04-25,604037513.7895529,763372067.619681,928431557.3227617,7474074.202961432,3000000.0
2022-04-26,542208382.2018857,763470596.7834882,928530086.4865687,7457050.976439354,3000000.0
2022-04-27,558941605.8882145,763571311.8985971,928630801.6016777,7486737.100288355,3000000.0
2022-04-28,556486409.3443078,771760408.0068897,928728371.8119866,6216675.95173678,3000000.0
2022-04-29,526013579.7822796,771860040.9848663,928828004.7899629,6241426.730624107,3000000.0
2022-04-30,491079020.6446437,771957463.7839987,928925427.5890952,6092720.916115934,3000000.0
2022-05-01,484004915.6149436,772059130.2355794,929027094.040676,6108903.65820111,3000000.0
2022-05-02,486673548.7487055,772160652.6855613,929128616.4906578,6139750.206870344,3000000.0
2022-05-03,491512429.3417808,772258086.8851123,929226050.6902088,6169954.222456459,3000000.0
2022-05-04,544309179.9252038,772359791.0811118,929327754.8862083,6195258.541323846,3000000.0
2022-05-05,497579735.4842688,772459428.4754748,929427392.2805713,6189043.897338369,3000000.0
2022-05-06,482813845.5205152,772554852.5322734,929522816.3373699,6219456.558152891,3000000.0
2022-05-07,468116893.6360702,772654557.9666165,929622521.7717128,6252669.773128811,3000000.0
2022-05-08,499361347.2199629,772758156.6458781,929726120.4509746,6288346.763006271,3000000.0
2022-05-09,454959996.8912434,772856569.2247351,929824533.0298316,6315299.6510861525,3000000.0
2022-05-10,440574273.6734815,772956082.825217,929924046.6231709,6326845.671904216,3000000.0
2022-05-11,297764106.11563206,773054928.8137748,930022892.6117289,6349214.68122538,3000000.0
2022-05-12,258043251.45808685,773150804.423322,930118768.2212758,6357698.288527977,3000000.0
2022-05-13,276246639.3666784,775247686.5438958,930215650.336296,6391533.065930804,3000000.0
2022-05-14,297860479.0359275,775351198.5334579,930319162.3258579,6434970.860457282,3000000.0
2022-05-15,318818917.3899542,775446208.8805633,930414172.6729631,6471791.706476972,3000000.0
2022-05-16,293837000.2259563,775548961.2925619,930516925.0849619,6516450.698289628,3000000.0
2022-05-17,306784404.0645253,775645385.5043588,930613349.2967588,6555088.112037126,3000000.0
2022-05-18,276057639.80813843,775747110.9218909,930715074.7142909,6605705.138545995,3000000.0
2022-05-19,280012763.0549236,775846551.4829814,930814515.2753816,6630706.28567804,3000000.0
2022-05-20,276533250.1059922,775947217.4694307,930915181.2618306,6673008.171888284,3000000.0
2022-05-21,278543113.53262573,776043680.8450072,931011644.6374072,6721868.519391064,3000000.0
2022-05-22,304767610.39423144,776145411.1427097,931113374.9351097,6769305.510166117,3000000.0
2022-05-23,293233366.32949364,776244857.6281762,931212821.4205762,6815920.942321555,3000000.0
2022-05-24,303958121.8529556,776346188.8090707,931314152.6014707,6845608.551572706,3000000.0
2022-05-25,303115269.1553758,776443568.674787,931411532.4671872,6881867.61219762,3000000.0
2022-05-26,282222987.82605565,776545185.2683029,931513149.060703,6906600.66387676,3000000.0
2022-05-27,272107386.76620686,776644502.9708508,931612466.7632511,6947961.354659889,3000000.0
2022-05-28,277719724.4475876,776744065.5572703,931712029.3496704,6988218.834215211,3000000.0
2022-05-29,281721966.4004321,776843726.4443648,931811690.2367648,7031840.48581687,3000000.0
2022-05-30,304771830.6901332,776939172.8904637,931907136.6828638,7044528.535457383,3000000.0
2022-05-31,309975762.0190127,777039744.1720273,932007707.9644274,7076120.793085192,3000000.0
2022-06-01,290463670.3354388,777140284.1752057,932108247.9676061,6979319.705179132,3000000.0
2022-06-02,309207536.9954552,777239623.4805106,932207587.2729106,6999185.428063056,3000000.0
2022-06-03,297620945.4651992,777338223.5732492,932306187.3656492,7020024.567219941,3000000.0
2022-06-04,297676128.8602383,777436890.3811431,932404854.1735432,7044885.481604463,3000000.0
2022-06-05,301569540.58487666,777540746.5107566,932508710.3031566,6925456.162242994,3000000.0
2022-06-06,321485129.0154595,777640364.5981123,932608328.3905123,6921268.759379545,3000000.0
2022-06-07,310423979.5263778,777739613.0787442,932707576.8711443,6960806.213558732,3000000.0
2022-06-08,302093639.03017294,777839269.1380792,932807232.9304792,7002168.327543775,3000000.0
2022-06-09,297822974.254152,777937905.5521854,932905869.3445853,7049710.735397278,3000000.0
2022-06-10,275189561.8169423,778034351.441014,933002315.2334143,7086058.46506969,3000000.0
2022-06-11,251227862.2471258,778135385.0896026,933103348.8820028,7114867.257035456,3000000.0
2022-06-12,229834508.4795839,778232854.2791195,933200818.0715197,7160528.275721358,3000000.0
2022-06-13,196341627.1434932,778335238.6622828,933303202.4546828,7200098.198722101,3000000.0
2022-06-14,203561392.38067815,778435771.9729927,933403735.7653928,7235562.137957936,3000000.0
2022-06-15,218407911.23709467,778535063.9425164,933503027.7349164,7280611.649293514,3000000.0
2022-06-16,197178542.76963985,778634627.809112,933602591.601512,7288118.579478647,3000000.0
2022-06-17,209226164.9171654,778733993.3717562,933701957.1641562,7331582.191987839,3000000.0
