IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,809.0,11866.548208336102,12235.145921244155,794.0,0.018810797995338878,230.1528583680182
sICX,11959.0,1168891.0930269198,112767.21485814478,650.0,0.24936356220504363,28120.034396968505
bnUSD,9727.0,1171911.8052917786,31244.984004385053,448.0,1.0024957417700313,31322.963416068756
GBET,2778.0,13084.446732534445,52181.4097773968,368.0,0.004740422319617939,247.36191957790155
CFT,18971.0,52224.51172069128,139455.02032235742,192.0,0.005219185784831688,727.841659689862
BALN,16336.0,644542.6924525339,27150.0117805844,183.0,0.1249721457041091,3392.995228111472
FIN,2245.0,17492.119662646288,16822.746793107555,155.0,0.08246896085490255,1387.3544467527242
$unknown,,,19569.510069046806,146.0,,
CODE,218.0,24.145673981115134,1030634.6885119752,141.0,2.1171391419289234e-05,21.819970400784264
OMM,13878.0,168442.46084819865,675380.9769811392,96.0,0.005713229114496727,3858.6062610658882
USDS,5414.0,55042.4433599679,2214.8307046739505,54.0,1.0011680892133976,2217.417824529582
CROWN,1103.0,15475.084478671599,25188.253354913577,35.0,0.005763313016502082,145.16778842332565
IUSDC,5564.0,160814.05877908343,4452.043797,34.0,0.9974212839554343,4440.563240229567
TAP,9227.0,8.812700317484817,531921.5884512083,28.0,0.0004586751441841621,243.9792112775265
UP,,,1.2098617020679037,16.0,0.6241247077104278,0.7551045811731711
BTCB,97.0,33540.37937159421,0.04198784724140954,12.0,27680.700312210232,1162.2530162443206
ETH,91.0,39167.08617055377,2.7074900225966796,12.0,1731.2194785517213,4687.259465103812
XCROWN,1103.0,15475.084478671599,6159.184854298391,8.0,0.005763313016502082,35.497310241820394
VOID,141.0,633.5621220373267,2501.183316784406,8.0,0.011383583673571236,28.472429569555718
dIUSDC,5564.0,160814.05877908343,516.503085,4.0,0.9974212839554343,515.1711702076428
NPT,464.0,1.025588856122103,705.9,3.0,0.00019967044722754484,0.1409473686979239
CLAW,526.0,1522.0576562980546,280000.0,2.0,6.165138073528273e-05,17.262386605879165
dICX,11959.0,1168891.0930269198,85.45112683496157,2.0,0.24936356220504363,21.30839738200101
finICX,11959.0,1168891.0930269198,204.65089548802513,2.0,0.24936356220504363,51.03247630734604
oICX,11959.0,1168891.0930269198,9.551198692392834,2.0,0.24936356220504363,2.3817209292632318
oIUSDC,5564.0,160814.05877908343,346.665886,2.0,0.9974212839554343,345.7719331176682
oUSDS,5414.0,55042.4433599679,182.92847619977573,2.0,1.0011680892133976,183.14215297964796
FinICX,11959.0,1168891.0930269198,297.68186914809223,1.0,0.24936356220504363,74.23101129462395
ICX,,,,,0.212504869,
