IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,198849.8485784332,2119.0,0.010121150864352876,2012.5893168160476
sICX,400684.3061268596,1020.0,0.19981213380103147,80061.58618779352
$unknown,332999.0949163908,719.0,,
GBET,225064.21424292197,687.0,0.006983651624226615,1571.7700653528689
bnUSD,90897.41127240873,512.0,1.026300983455772,93288.10258245685
BALN,108010.93116194925,269.0,0.11914082165437967,12868.511086289274
OMM,1786037.7215647497,262.0,0.010169668338719127,18163.411268755084
FIN,11103.33447606824,174.0,0.09255766724087208,1027.6987377000269
CROWN,1975640.231259011,173.0,,
CODE,678280.8596933722,172.0,,
CFT,1391507.4927973233,140.0,0.004801397237460831,6681.180231823116
IUSDC,29357.244142,106.0,1.02387348951444,30058.104002196887
USDS,2623.781122673552,59.0,1.0026111025021702,2630.632084128112
oICX,107052.52410076713,37.0,0.19981213380103147,21390.393269360626
IAM,27234.21490100166,30.0,0.011043390256344703,300.7580634769194
XCROWN,299071.22102942533,20.0,,
NPT,0.0,15.0,,
oIUSDC,12717.249432,13.0,1.02387348951444,13020.85455296737
oOMM,222529.05786071764,10.0,0.010169668338719127,2263.046714171137
METX,53129.46262660051,8.0,6.9850811930255e-05,3.7111361018861837
VOID,1849.2772215523146,8.0,,
obnUSD,24593.245250844586,7.0,1.026300983455772,25240.07178731079
UP,16.46522335191525,6.0,0.5181139007133821,8.530861096977878
oUSDS,9.36122508731686,5.0,1.0026111025021702,9.385668205565732
IUSDT,14.970070999999999,5.0,1.0303171199403063,15.4239204380219
CLAW,2654805.6227573985,5.0,,
dIUSDC,194.569548,4.0,1.02387348951444,199.21460206400732
TAP,14343.038509227423,3.0,0.0006111491672760268,8.765736041122324
ICZ,5010.0,3.0,,
dbnUSD,165.57405631511344,2.0,1.026300983455772,169.9288168309623
dICX,25.002491011874014,2.0,0.19981213380103147,4.995801079423657
dOMM,230596.11,1.0,0.010169668338719127,2345.085958898793
IDOGE,2080.0,1.0,,
FinICX,149.31431655385978,1.0,0.09255766724087208,13.820184825890392
uMETX,22.58300992146696,1.0,6.9850811930255e-05,0.0015774415788434712
uTAP,206.09217274327,1.0,0.0006111491672760268,0.12595305975415652
ICX,,,0.1744,
