to,Regular Tx,Fees burned,to_def,Internal Tx,Internal Event (excluding Tx),group
0,1294305,0.0,System,67,1294306,System
cx0000000000000000000000000000000000000000,41870,87.13791998749862,governance,28800,0,governance
cxee7a00755a757e3c519a0616456030e33dc9d47f,23677,11254.125846249999,BTP_2,0,23897,BTP
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,19501,81.33324009999988,Blobble Stake Token,19826,6,Blobble
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,18175,74.30821993749909,Blobble,0,0,Blobble
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,17544,183.57588939999965,FRAMD Token,20235,416,FRAMD
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,9644,51.03965041249965,Relay_4,0,0,Relay
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,5731,448.01520943749983,bnUSD,33590,1966,bnUSD
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,3137,14.7379508374999,GangstaBet Crown,3219,0,GangstaBet
cx5a0af85407c69945eb318d4ac18e9e842184163c,1971,123.86178871249994,GangWar Simulation,6589,1382,GangWar Simulation
cx2609b924e33ef00b648a409245c7ea394c467824,1916,185.57988237499995,sICX,10768,586,sICX
cx66d4d90f5f113eba575bf793570135f9b10cece1,1729,130.52940736249994,balanced_loans,4208,2647,Balanced
cxba62bb61baf8dd8b6a04633fe33806547785a00c,1657,51.22612274999999,MyID_3,1650,0,MyID
cxa07f426062a1384bdd762afa6a87d123fbc81c75,1526,57.84399139999994,xCall,3843,4663,xCall
cx14002628a4599380f391f708843044bc93dce27d,1380,674.2153046875,iAM Div,126391,126481,iAM 
cxa0af3165c08318e988cb30993b3048335b94af6c,1326,46.272361224999955,balanced_dex,3253,502,Balanced
cx622bbab73698f37dbef53955fd3decffeb0b0c16,1321,222.03889909999995,ICON IBC Handler,311,1947,ICON IBC Handler
cx66a031cc3bd305c76371fb586e93801b948254f0,1147,58.78397611249999,Avalanche,5075,91,Avalanche
cx4297f4b63262507623b6ad575d0d8dd2db980e4e,1115,56.73575549999999,Injective,4883,99,Injective
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,1027,9.69281706249996,MyID_2,1027,0,MyID
cx917f88460d4ebec1fd656d4dbe51131a37d16837,990,5.90224124999998,unknown_cx,0,539,unknown_cx
cx59d899fce52cadd1feb5128ff5e6672f03943eec,970,5.856953462499967,unknown_cx,0,399,unknown_cx
hxb568381d35d3e7a6383200e8a0d30310af20b929,969,1.21125,binance_hot,0,0,binance
cx288d13e1b63563459a2ac6179f237711f6851cb5,668,33.58023967499999,Ethereum,2794,104,Ethereum
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,664,115.40915942499998,balanced_router,7585,575,Balanced
cxd17316e24ee40f2ef8ed6f3a497311db1b35206d,608,10.426739049999984,GangstaVerse LootBox,2926,0,GangstaVerse LootBox
cxd82fb5d3effecd8c9071a4bba3856ad7222c4b91,571,44.510221687499985,Balanced Savings,2214,55,Balanced
cxabea09a8c5f3efa54d0a0370b14715e6f2270591,508,14.850173574999973,Balanced Asset Manager,2079,988,Balanced
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,458,59.620905912499985,balanced_baln,3359,488,Balanced
cx44250a12074799e26fdeee75648ae47e2cc84219,453,101.24550188749998,balanced_governance,25,3,Balanced
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,407,123.756358775,Inanis Treasury,175,9,Inanis
cx69bcdf1753472c1444188ec3f5188657e30c8322,397,1.2710093749999998,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,348,19.70409317499999,balanced_rewards,702,517,Balanced
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,342,29.53942884999999,CROWN,2947,169,GangstaBet
hx85532472e789802a943bd34a8aeb86668bc23265,326,0.40750000000000003,okx.com_01,0,0,okx.com_01
cx2dc662031f3d62bcdba4f63e9bf827767c847565,321,23.85966384999999,SkillScore,2953,3024,SkillScore
cxdada6921d08fbf37c6f228816852e58b219cc589,302,1.4948599249999954,unknown_cx,0,98,unknown_cx
