IRC Token,Amount,No. of Transactions
IWIN,74438.38799999625,4509
BALN,577880.6679279017,4152
sICX,3179373.1842554524,3075
bnUSD,1744296.267455011,2509
IAM,8451.454616124109,2021
PGT,3000.466100989049,1497
METX,282631.6690684208,839
UP,17.086491919515392,222
SEED,55313.079220999985,76
TAP,2133495.7904041423,71
ACT,3536.0,65
EPX,2356.5,58
LDX,353454.328125,23
ICXIOU,25660.068730590003,6
USDS,109.0,3
HGC,10500.0,2
SPORTS,249999995.0,1
